episode,global_step,epsilon,reward,coverage,length,new_tile_rate,revisit_rate,wall_hit_rate,turn_streak_rate,hazard_contact_rate,seen_coverage,center_seen_coverage,action_forward_rate,action_left_rate,action_right_rate,max_no_new_tile_streak,stagnation_step_rate,coverage_gain_25,energy_spent,coverage_gain_per_energy,new_tiles_per_energy,obs_novelty_mean,turn_oscillation_rate,forward_after_turn_success_rate,coverage_at_step_50,coverage_at_step_100,coverage_at_step_150,seen_at_step_50,seen_at_step_100,seen_at_step_150,center_seen_at_step_50,center_seen_at_step_100,center_seen_at_step_150,mean_loss,mean_q_loss,eval_reward_mean,eval_coverage_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_seen_coverage_mean,eval_center_seen_coverage_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_energy_spent_mean,eval_coverage_gain_per_energy_mean,eval_new_tiles_per_energy_mean,eval_obs_novelty_mean_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,eval_seen_at_step_50_mean,eval_seen_at_step_100_mean,eval_seen_at_step_150_mean,eval_center_seen_at_step_50_mean,eval_center_seen_at_step_100_mean,eval_center_seen_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_seen_coverage_mean,holdout_eval_center_seen_coverage_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_energy_spent_mean,holdout_eval_coverage_gain_per_energy_mean,holdout_eval_new_tiles_per_energy_mean,holdout_eval_obs_novelty_mean_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,holdout_eval_seen_at_step_50_mean,holdout_eval_seen_at_step_100_mean,holdout_eval_seen_at_step_150_mean,holdout_eval_center_seen_at_step_50_mean,holdout_eval_center_seen_at_step_100_mean,holdout_eval_center_seen_at_step_150_mean,eval_soft_score
1,183,0.9980683333333333,-2.4799193639755246,0.36444444444444446,183,0.4426229508196721,0.14207650273224043,0.0,0.1366120218579235,0.0,0.9022222222222223,0.9526627218934911,0.5846994535519126,0.20218579234972678,0.21311475409836064,17.0,0.1366120218579235,0.0532638888888889,120.06589870452862,0.0029983534366067395,0.6746295232365163,0.9983994906075768,0.00546448087431694,0.6666666666666666,0.14666666666666667,0.24444444444444444,0.3022222222222222,0.6,0.7822222222222223,0.8755555555555555,0.727810650887574,0.863905325443787,0.9349112426035503,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
