seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,final_mode,actions,forward_actions,turns,replans,information_replans,coverage_replans,resource_replans,refresh_replans,horizon_replans,observation_surprises,object_changes,temperature_changes,smell_changes,direct_hazard_entries,meat_collected,fatigue_health_losses,health,energy,terminated,truncated,neural_phase1_decisions,neural_uncertainty_fallbacks,neural_feasibility_fallbacks
12000,diverse,balanced,0.3688888888888889,0.09333333333333334,1,False,information,30,22,8,22,22,0,0,0,0,0,0,0,0,0,0,2,8.0,9.047780656814574,False,True,22,0,0
12001,diverse,warm_hazard,0.4311111111111111,0.11555555555555555,1,False,information,30,25,5,25,25,0,0,0,0,0,0,0,0,0,0,2,8.0,7.817885017395021,False,True,25,0,0
