update,episodes_seen,global_step,rollout_ext_reward_mean,rollout_int_reward_mean,train_reward_mean,train_coverage_mean,train_final_health_mean,train_length_mean,train_new_tile_rate_mean,train_revisit_rate_mean,train_wall_hit_rate_mean,train_turn_streak_rate_mean,train_hazard_contact_rate_mean,train_action_forward_rate_mean,train_action_left_rate_mean,train_action_right_rate_mean,train_max_no_new_tile_streak_mean,train_stagnation_step_rate_mean,train_coverage_gain_25_mean,train_turn_oscillation_rate_mean,train_forward_after_turn_success_rate_mean,train_coverage_at_step_50_mean,train_coverage_at_step_100_mean,train_coverage_at_step_150_mean,mean_total_loss,mean_policy_loss,mean_ext_value_loss,mean_int_value_loss,mean_rnd_loss,mean_entropy,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_final_health_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,eval_soft_score
1,1,260,-0.045633893460035324,0.371206134557724,-8.198738098144531,0.10666666666666667,0.0,142.0,0.1619718309859155,0.09859154929577464,0.09154929577464789,0.4225352112676056,0.014084507042253521,0.352112676056338,0.2605633802816901,0.3873239436619718,38.0,0.4014084507042254,0.017037037037037038,0.035211267605633804,0.4375,0.05333333333333334,0.10222222222222223,nan,8.442396879196167,-0.0010661465704637774,0.33341237902641296,16.57625722885132,0.010595767991617322,1.098369538784027,-81.88,0.035555555555555556,0.0,126.0,0.0,1.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,1.0,0.0,0.0,119.0,0.9047619047619048,0.005185185185185185,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-81.88,0.035555555555555556,0.0,126.0,0.0,1.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,1.0,0.0,0.0,119.0,0.9047619047619048,0.005185185185185185,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-0.1466666666666667
