episodes,seed,save_dir,trace_every,max_consecutive_turns,meat_conserve_health_norm,revisit_cost,repeat_visit_cost,hazard_cost,reserve_health_norm,resource_energy_margin,frontier_info_weight,frontier_cost_weight,frontier_hazard_weight,force_safe_frontier_forward,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,terminated,coverage_p10
100,50000,planner_lab_runs/baseline_100,1,2,0.8,1.8,0.35,10.0,0.5,4.0,0.14,0.035,0.65,True,0.7158222222222225,202.34,168.2,8.14,0.9515346862742292,15.88,0.0,1.0,0.6711111111111111
