episode,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,shaped_reward,loss,policy_loss,value_loss,imitation_loss,approx_kl,residual_limit,imitation_weight,eval_coverage,eval_coverage_p10,eval_unique_per_forward,eval_survived
13,0.6378772112382934,820.0,703.0,91.0,0.8705547652916074,63.0,0.0,572.1605218453423,nan,nan,nan,nan,nan,0.15920833333333334,0.49545,nan,nan,nan,nan
14,0.6430801248699272,810.0,697.0,80.0,0.8852223816355811,63.0,0.0,581.4732682733551,nan,nan,nan,nan,nan,0.15991666666666665,0.4951,nan,nan,nan,nan
15,0.6368366285119667,799.0,684.0,73.0,0.8932748538011696,62.0,0.0,577.3859973754893,nan,nan,nan,nan,nan,0.160625,0.49475,nan,nan,nan,nan
16,0.627471383975026,787.0,670.0,68.0,0.8985074626865671,62.0,0.0,570.1380602207205,213.44592793782553,0.0012060821366806824,423.56402079264325,3.460965712865194,0.00013966013587681422,0.16133333333333333,0.4944,nan,nan,nan,nan
17,0.6160249739854319,770.0,671.0,80.0,0.8807749627421758,61.0,0.0,556.0845915870683,nan,nan,nan,nan,nan,0.16204166666666667,0.49405,nan,nan,nan,nan
18,0.6295525494276795,808.0,683.0,79.0,0.8843338213762811,64.0,0.0,567.6687842535983,nan,nan,nan,nan,nan,0.16275,0.4937,nan,nan,nan,nan
19,0.6170655567117586,760.0,641.0,49.0,0.9235569422776911,61.0,0.0,565.6281817197815,nan,nan,nan,nan,nan,0.16345833333333332,0.49335,nan,nan,nan,nan
20,0.6451612903225806,805.0,687.0,68.0,0.901018922852984,64.0,0.0,586.4656442298913,nan,nan,nan,nan,nan,0.16416666666666666,0.493,nan,nan,nan,nan
21,0.6462018730489074,794.0,678.0,58.0,0.9144542772861357,64.0,0.0,590.6248878407484,nan,nan,nan,nan,nan,0.164875,0.49265,nan,nan,nan,nan
22,0.6285119667013528,766.0,668.0,65.0,0.9026946107784432,62.0,0.0,572.3524012861253,nan,nan,nan,nan,nan,0.16558333333333333,0.4923,nan,nan,nan,nan
23,0.6534859521331946,818.0,689.0,62.0,0.9100145137880987,62.0,0.0,596.7979649868006,nan,nan,nan,nan,nan,0.16629166666666667,0.49195,nan,nan,nan,nan
24,0.6514047866805411,806.0,699.0,74.0,0.894134477825465,64.0,0.0,591.002747197152,nan,nan,nan,nan,nan,0.16699999999999998,0.4916,nan,nan,nan,nan
25,0.6409989594172737,798.0,690.0,75.0,0.8913043478260869,61.0,0.0,581.6473630661965,nan,nan,nan,nan,nan,0.16770833333333332,0.49125,nan,nan,nan,nan
26,0.6139438085327783,775.0,669.0,80.0,0.8804185351270553,60.0,0.0,554.2179585547466,nan,nan,nan,nan,nan,0.16841666666666666,0.4909,nan,nan,nan,nan
27,0.5983350676378772,724.0,632.0,58.0,0.9082278481012658,56.0,0.0,547.9263071455971,nan,nan,nan,nan,nan,0.169125,0.49055,nan,nan,nan,nan
28,0.6337148803329865,766.0,676.0,68.0,0.8994082840236687,61.0,0.0,577.3986449737563,nan,nan,nan,nan,nan,0.16983333333333334,0.4902,nan,nan,nan,nan
29,0.6462018730489074,800.0,682.0,62.0,0.9090909090909091,62.0,0.0,590.3740018677714,nan,nan,nan,nan,nan,0.17054166666666665,0.48985,nan,nan,nan,nan
30,0.6628511966701353,805.0,700.0,64.0,0.9085714285714286,64.0,0.0,605.2705161294926,nan,nan,nan,nan,nan,0.17124999999999999,0.4895,nan,nan,nan,nan
31,0.6503642039542143,807.0,684.0,60.0,0.9122807017543859,62.0,0.0,594.3210681366912,nan,nan,nan,nan,nan,0.17195833333333332,0.48915,nan,nan,nan,nan
32,0.6378772112382934,801.0,673.0,61.0,0.9093610698365527,64.0,0.0,581.565843822003,216.29345830281576,-0.0028372453525662422,429.21737416585285,3.553218146165212,2.272422075103956e-06,0.17266666666666666,0.4888,nan,nan,nan,nan
33,0.6545265348595213,811.0,697.0,69.0,0.9010043041606887,62.0,0.0,595.3573789124495,nan,nan,nan,nan,nan,0.173375,0.48845,nan,nan,nan,nan
34,0.6305931321540063,777.0,674.0,69.0,0.8976261127596439,62.0,0.0,572.9051960139288,nan,nan,nan,nan,nan,0.1740833333333333,0.4881,nan,nan,nan,nan
35,0.6493236212278877,806.0,695.0,72.0,0.8964028776978418,62.0,0.0,589.8805471749317,nan,nan,nan,nan,nan,0.17479166666666665,0.48775,nan,nan,nan,nan
36,0.6305931321540063,797.0,674.0,69.0,0.8976261127596439,63.0,0.0,572.0815859131835,nan,nan,nan,nan,nan,0.1755,0.4874,nan,nan,nan,nan
37,0.6004162330905307,767.0,652.0,76.0,0.8834355828220859,59.0,0.0,542.6861489830044,nan,nan,nan,nan,nan,0.17620833333333333,0.48705,nan,nan,nan,nan
38,0.6170655567117586,782.0,674.0,82.0,0.8783382789317508,62.0,0.0,556.0467818923008,nan,nan,nan,nan,nan,0.17691666666666667,0.4867,nan,nan,nan,nan
39,0.6566077003121749,823.0,699.0,69.0,0.9012875536480687,63.0,0.0,597.0653315238949,nan,nan,nan,nan,nan,0.177625,0.48635,nan,nan,nan,nan
40,0.6337148803329865,778.0,675.0,67.0,0.9007407407407407,63.0,0.0,576.4556545262342,nan,nan,nan,nan,nan,0.17833333333333332,0.486,nan,nan,nan,nan
41,0.6337148803329865,806.0,696.0,88.0,0.8735632183908046,62.0,0.0,570.2325876269349,nan,nan,nan,nan,nan,0.17904166666666665,0.48565,nan,nan,nan,nan
42,0.6264308012486993,791.0,682.0,81.0,0.8812316715542522,64.0,0.0,564.6230513892199,nan,nan,nan,nan,nan,0.17975,0.4853,nan,nan,nan,nan
43,0.6524453694068678,802.0,700.0,74.0,0.8942857142857142,64.0,0.0,591.7866642484678,nan,nan,nan,nan,nan,0.18045833333333333,0.48495,nan,nan,nan,nan
44,0.6233090530697191,784.0,672.0,74.0,0.8898809523809523,61.0,0.0,564.391578143121,nan,nan,nan,nan,nan,0.18116666666666667,0.4846,nan,nan,nan,nan
45,0.619146722164412,789.0,683.0,89.0,0.8696925329428989,63.0,0.0,554.9329018359205,nan,nan,nan,nan,nan,0.181875,0.48425,nan,nan,nan,nan
46,0.6295525494276795,802.0,684.0,80.0,0.8830409356725146,63.0,0.0,567.8262490911484,nan,nan,nan,nan,nan,0.18258333333333332,0.4839,nan,nan,nan,nan
47,0.6451612903225806,811.0,694.0,75.0,0.8919308357348703,63.0,0.0,585.0113872385036,nan,nan,nan,nan,nan,0.18329166666666666,0.48355,nan,nan,nan,nan
48,0.6524453694068678,804.0,694.0,68.0,0.9020172910662824,63.0,0.0,594.2129207615867,203.36728795369467,0.00218616786878556,403.49605051676434,3.446057697137197,9.817426622760195e-07,0.184,0.4832,nan,nan,nan,nan
49,0.6378772112382934,798.0,683.0,71.0,0.8960468521229868,62.0,0.0,579.1492049779895,nan,nan,nan,nan,nan,0.18470833333333334,0.48285,nan,nan,nan,nan
50,0.659729448491155,809.0,696.0,63.0,0.9094827586206896,63.0,0.0,602.0265195922846,nan,nan,nan,nan,nan,0.18541666666666667,0.4825,nan,nan,nan,nan
51,0.6420395421436004,781.0,668.0,52.0,0.9221556886227545,60.0,0.0,589.908452699184,nan,nan,nan,nan,nan,0.18612499999999998,0.48215,nan,nan,nan,nan
52,0.6534859521331946,817.0,702.0,75.0,0.8931623931623932,64.0,0.0,592.4226311707503,nan,nan,nan,nan,nan,0.18683333333333332,0.4818,nan,nan,nan,nan
53,0.6181061394380853,753.0,648.0,55.0,0.9151234567901234,60.0,0.0,565.9684827060723,nan,nan,nan,nan,nan,0.18754166666666666,0.48145,nan,nan,nan,nan
54,0.6253902185223725,772.0,657.0,57.0,0.91324200913242,61.0,0.0,571.4099419674886,nan,nan,nan,nan,nan,0.18825,0.48109999999999997,nan,nan,nan,nan
55,0.6534859521331946,806.0,695.0,68.0,0.902158273381295,64.0,0.0,594.0990716795922,nan,nan,nan,nan,nan,0.18895833333333334,0.48075,nan,nan,nan,nan
56,0.6566077003121749,785.0,676.0,46.0,0.9319526627218935,62.0,0.0,605.1758753037456,nan,nan,nan,nan,nan,0.18966666666666665,0.4804,nan,nan,nan,nan
57,0.659729448491155,806.0,695.0,62.0,0.9107913669064748,63.0,0.0,602.5560444622031,nan,nan,nan,nan,nan,0.190375,0.48005,nan,nan,nan,nan
58,0.6326742976066597,807.0,688.0,81.0,0.8822674418604651,62.0,0.0,571.0945175652523,nan,nan,nan,nan,nan,0.19108333333333333,0.4797,nan,nan,nan,nan
59,0.6555671175858481,811.0,693.0,64.0,0.9076479076479076,63.0,0.0,598.0973125619893,nan,nan,nan,nan,nan,0.19179166666666667,0.47935,nan,nan,nan,nan
60,0.6514047866805411,792.0,692.0,67.0,0.903179190751445,61.0,0.0,593.6699242229462,nan,nan,nan,nan,nan,0.1925,0.479,nan,nan,nan,nan
61,0.6524453694068678,808.0,690.0,64.0,0.9072463768115943,64.0,0.0,594.1084547924994,nan,nan,nan,nan,nan,0.19320833333333332,0.47865,nan,nan,nan,nan
62,0.6430801248699272,791.0,672.0,55.0,0.9181547619047619,62.0,0.0,589.1325717592252,nan,nan,nan,nan,nan,0.19391666666666665,0.4783,nan,nan,nan,nan
63,0.6628511966701353,810.0,686.0,50.0,0.9271137026239067,64.0,0.0,608.94330139637,nan,nan,nan,nan,nan,0.194625,0.47795,nan,nan,nan,nan
64,0.6409989594172737,806.0,686.0,71.0,0.8965014577259475,63.0,0.0,582.1307070055026,207.13367716471353,-0.0004838519962504506,411.0093078613281,3.51403671503067,4.540185993088623e-07,0.19533333333333333,0.4776,nan,nan,nan,nan
65,0.6420395421436004,798.0,674.0,58.0,0.913946587537092,63.0,0.0,586.5852102046026,nan,nan,nan,nan,nan,0.19604166666666667,0.47725,nan,nan,nan,nan
66,0.6347554630593132,763.0,663.0,54.0,0.918552036199095,62.0,0.0,581.3275169601449,nan,nan,nan,nan,nan,0.19674999999999998,0.4769,nan,nan,nan,nan
67,0.6409989594172737,788.0,686.0,71.0,0.8965014577259475,63.0,0.0,582.3199633421913,nan,nan,nan,nan,nan,0.19745833333333332,0.47655000000000003,nan,nan,nan,nan
68,0.6337148803329865,800.0,679.0,71.0,0.8954344624447718,64.0,0.0,574.7965673060432,nan,nan,nan,nan,nan,0.19816666666666666,0.4762,nan,nan,nan,nan
69,0.6482830385015609,791.0,687.0,65.0,0.9053857350800583,64.0,0.0,590.8232419719686,nan,nan,nan,nan,nan,0.198875,0.47585,nan,nan,nan,nan
70,0.6451612903225806,812.0,692.0,73.0,0.8945086705202312,63.0,0.0,585.404492095949,nan,nan,nan,nan,nan,0.19958333333333333,0.4755,nan,nan,nan,nan
71,0.6368366285119667,818.0,698.0,87.0,0.8753581661891118,61.0,0.0,573.4001034202581,nan,nan,nan,nan,nan,0.20029166666666665,0.47515,nan,nan,nan,nan
72,0.6264308012486993,799.0,670.0,69.0,0.8970149253731343,63.0,0.0,568.3326126551644,nan,nan,nan,nan,nan,0.20099999999999998,0.4748,nan,nan,nan,nan
73,0.6305931321540063,809.0,702.0,97.0,0.8618233618233618,62.0,0.0,564.7417200269706,nan,nan,nan,nan,nan,0.20170833333333332,0.47445,nan,nan,nan,nan
74,0.6482830385015609,793.0,690.0,68.0,0.9014492753623189,64.0,0.0,589.7046425457002,nan,nan,nan,nan,nan,0.20241666666666666,0.4741,nan,nan,nan,nan
75,0.627471383975026,786.0,665.0,63.0,0.9052631578947369,61.0,0.0,572.151020194055,nan,nan,nan,nan,nan,0.203125,0.47375,nan,nan,nan,nan
76,0.6420395421436004,832.0,698.0,82.0,0.8825214899713467,64.0,0.0,578.589188848498,nan,nan,nan,nan,nan,0.20383333333333334,0.4734,nan,nan,nan,nan
77,0.668054110301769,827.0,708.0,67.0,0.905367231638418,62.0,0.0,609.2205152730941,nan,nan,nan,nan,nan,0.20454166666666665,0.47305,nan,nan,nan,nan
78,0.6243496357960457,805.0,678.0,79.0,0.883480825958702,63.0,0.0,563.237123322965,nan,nan,nan,nan,nan,0.20525,0.4727,nan,nan,nan,nan
79,0.6170655567117586,800.0,680.0,88.0,0.8705882352941177,63.0,0.0,552.3078259706516,nan,nan,nan,nan,nan,0.20595833333333333,0.47235,nan,nan,nan,nan
80,0.6129032258064516,775.0,663.0,75.0,0.8868778280542986,60.0,0.0,554.5279896225935,167.42118962605795,-0.0007363268329451481,331.6791025797526,3.454465130964915,1.587618424873464e-07,0.20666666666666667,0.472,nan,nan,nan,nan
81,0.6368366285119667,792.0,683.0,72.0,0.8945827232796486,63.0,0.0,577.8427658181191,nan,nan,nan,nan,nan,0.207375,0.47165,nan,nan,nan,nan
82,0.6524453694068678,796.0,682.0,56.0,0.9178885630498533,64.0,0.0,597.131025321961,nan,nan,nan,nan,nan,0.20808333333333331,0.4713,nan,nan,nan,nan
83,0.6576482830385015,803.0,692.0,61.0,0.911849710982659,64.0,0.0,600.1615987186439,nan,nan,nan,nan,nan,0.20879166666666665,0.47095,nan,nan,nan,nan
84,0.631633714880333,795.0,678.0,72.0,0.8938053097345132,62.0,0.0,573.286357666494,nan,nan,nan,nan,nan,0.2095,0.4706,nan,nan,nan,nan
85,0.6066597294484911,752.0,649.0,67.0,0.8967642526964561,60.0,0.0,551.5032478160886,nan,nan,nan,nan,nan,0.21020833333333333,0.47025,nan,nan,nan,nan
86,0.663891779396462,800.0,696.0,59.0,0.9152298850574713,64.0,0.0,607.7069617300049,nan,nan,nan,nan,nan,0.21091666666666667,0.4699,nan,nan,nan,nan
87,0.6222684703433923,790.0,679.0,82.0,0.8792341678939617,60.0,0.0,561.7786538090716,nan,nan,nan,nan,nan,0.21162499999999998,0.46955,nan,nan,nan,nan
88,0.6420395421436004,820.0,693.0,77.0,0.8888888888888888,61.0,0.0,581.7172541575438,nan,nan,nan,nan,nan,0.21233333333333332,0.4692,nan,nan,nan,nan
89,0.6514047866805411,824.0,709.0,84.0,0.8815232722143864,64.0,0.0,587.7955874991435,nan,nan,nan,nan,nan,0.21304166666666668,0.46885,nan,nan,nan,nan
90,0.6243496357960457,816.0,687.0,88.0,0.8719068413391557,63.0,0.0,559.7425435209277,nan,nan,nan,nan,nan,0.21375,0.4685,nan,nan,nan,nan
91,0.6233090530697191,794.0,667.0,69.0,0.896551724137931,62.0,0.0,565.9868795132646,nan,nan,nan,nan,nan,0.21445833333333333,0.46815,nan,nan,nan,nan
92,0.6337148803329865,793.0,674.0,66.0,0.9020771513353115,62.0,0.0,576.6118904514327,nan,nan,nan,nan,nan,0.21516666666666667,0.4678,nan,nan,nan,nan
93,0.6347554630593132,785.0,670.0,61.0,0.908955223880597,61.0,0.0,579.8593212509169,nan,nan,nan,nan,nan,0.21587499999999998,0.46745000000000003,nan,nan,nan,nan
94,0.6129032258064516,781.0,671.0,83.0,0.8763040238450075,59.0,0.0,552.6295251827258,nan,nan,nan,nan,nan,0.21658333333333335,0.4671,nan,nan,nan,nan
95,0.619146722164412,778.0,669.0,75.0,0.8878923766816144,62.0,0.0,560.0687854237573,nan,nan,nan,nan,nan,0.21729166666666666,0.46675,nan,nan,nan,nan
96,0.6097814776274714,763.0,658.0,73.0,0.8890577507598785,60.0,0.0,552.9690826401726,140.5792694091797,0.0011214605377366145,277.9685287475586,3.5218867460886636,1.7075473524030826e-07,0.218,0.4664,nan,nan,nan,nan
97,0.6462018730489074,818.0,701.0,81.0,0.884450784593438,64.0,0.0,583.3658863472945,nan,nan,nan,nan,nan,0.21870833333333334,0.46605,nan,nan,nan,nan
98,0.6514047866805411,794.0,698.0,73.0,0.8954154727793696,63.0,0.0,591.7866264801037,nan,nan,nan,nan,nan,0.21941666666666665,0.4657,nan,nan,nan,nan
99,0.6170655567117586,758.0,655.0,63.0,0.9038167938931297,59.0,0.0,563.3036848402036,nan,nan,nan,nan,nan,0.22012500000000002,0.46535,nan,nan,nan,nan
100,0.6430801248699272,793.0,683.0,66.0,0.9033674963396779,63.0,0.0,585.1424706916828,nan,nan,nan,nan,nan,0.22083333333333333,0.465,0.6544849115504683,0.63579604578564,0.9328693598902842,0.0
101,0.5993756503642039,736.0,632.0,57.0,0.9098101265822784,58.0,0.0,548.5057150344852,nan,nan,nan,nan,nan,0.22154166666666666,0.46465,nan,nan,nan,nan
102,0.631633714880333,786.0,678.0,72.0,0.8938053097345132,62.0,0.0,573.1151739377984,nan,nan,nan,nan,nan,0.22225,0.4643,nan,nan,nan,nan
103,0.6337148803329865,779.0,667.0,59.0,0.9115442278860569,63.0,0.0,578.6963014354715,nan,nan,nan,nan,nan,0.22295833333333331,0.46395,nan,nan,nan,nan
104,0.6045785639958376,766.0,645.0,65.0,0.8992248062015504,61.0,0.0,549.2550250396739,nan,nan,nan,nan,nan,0.22366666666666668,0.4636,nan,nan,nan,nan
105,0.627471383975026,783.0,676.0,74.0,0.8905325443786982,60.0,0.0,569.4568785948763,nan,nan,nan,nan,nan,0.224375,0.46325,nan,nan,nan,nan
106,0.63579604578564,791.0,680.0,70.0,0.8970588235294118,63.0,0.0,577.5157546329515,nan,nan,nan,nan,nan,0.22508333333333333,0.4629,nan,nan,nan,nan
107,0.6472424557752341,803.0,692.0,71.0,0.8973988439306358,64.0,0.0,587.840008327485,nan,nan,nan,nan,nan,0.22579166666666667,0.46255,nan,nan,nan,nan
108,0.6160249739854319,768.0,650.0,59.0,0.9092307692307692,62.0,0.0,561.8467366757412,nan,nan,nan,nan,nan,0.22649999999999998,0.4622,nan,nan,nan,nan
109,0.6389177939646202,800.0,681.0,68.0,0.9001468428781204,64.0,0.0,580.6616005592352,nan,nan,nan,nan,nan,0.22720833333333335,0.46185,nan,nan,nan,nan
110,0.6534859521331946,814.0,691.0,64.0,0.9073806078147613,60.0,0.0,597.0682341175099,nan,nan,nan,nan,nan,0.22791666666666666,0.4615,nan,nan,nan,nan
111,0.6378772112382934,833.0,699.0,87.0,0.8755364806866953,62.0,0.0,573.9760221619619,nan,nan,nan,nan,nan,0.228625,0.46115,nan,nan,nan,nan
112,0.6118626430801248,803.0,673.0,86.0,0.8722139673105498,63.0,0.0,548.3175151395806,100.24256610870361,0.0014259192054547991,197.34515953063965,3.509869933128357,1.8749862921533614e-07,0.22933333333333333,0.4608,nan,nan,nan,nan
113,0.6524453694068678,806.0,691.0,65.0,0.9059334298118669,64.0,0.0,594.256109311104,nan,nan,nan,nan,nan,0.23004166666666664,0.46045,nan,nan,nan,nan
114,0.6430801248699272,799.0,688.0,71.0,0.8968023255813954,63.0,0.0,583.8532300481795,nan,nan,nan,nan,nan,0.23075,0.4601,nan,nan,nan,nan
115,0.6493236212278877,826.0,699.0,76.0,0.8912732474964234,62.0,0.0,588.5405580930716,nan,nan,nan,nan,nan,0.23145833333333332,0.45975,nan,nan,nan,nan
116,0.6399583766909469,791.0,679.0,65.0,0.9042709867452136,63.0,0.0,582.756180593015,nan,nan,nan,nan,nan,0.23216666666666666,0.45940000000000003,nan,nan,nan,nan
117,0.6524453694068678,806.0,690.0,64.0,0.9072463768115943,61.0,0.0,595.3889628915792,nan,nan,nan,nan,nan,0.232875,0.45905,nan,nan,nan,nan
118,0.6524453694068678,827.0,700.0,74.0,0.8942857142857142,63.0,0.0,591.3479006838797,nan,nan,nan,nan,nan,0.2335833333333333,0.4587,nan,nan,nan,nan
119,0.6524453694068678,809.0,700.0,74.0,0.8942857142857142,64.0,0.0,591.9693577995297,nan,nan,nan,nan,nan,0.23429166666666668,0.45835000000000004,nan,nan,nan,nan
120,0.6170655567117586,774.0,670.0,78.0,0.8835820895522388,63.0,0.0,557.1054179635063,nan,nan,nan,nan,nan,0.235,0.458,nan,nan,nan,nan
121,0.6212278876170656,775.0,660.0,64.0,0.9030303030303031,62.0,0.0,565.1936783061036,nan,nan,nan,nan,nan,0.23570833333333333,0.45765,nan,nan,nan,nan
122,0.627471383975026,801.0,685.0,83.0,0.8788321167883212,64.0,0.0,564.7285010013599,nan,nan,nan,nan,nan,0.23641666666666666,0.4573,nan,nan,nan,nan
123,0.6493236212278877,826.0,705.0,82.0,0.8836879432624114,64.0,0.0,586.1455271272674,nan,nan,nan,nan,nan,0.23712499999999997,0.45695,nan,nan,nan,nan
124,0.6409989594172737,799.0,675.0,60.0,0.9111111111111111,64.0,0.0,585.0235719876291,nan,nan,nan,nan,nan,0.23783333333333334,0.4566,nan,nan,nan,nan
125,0.659729448491155,802.0,708.0,75.0,0.8940677966101694,62.0,0.0,599.4975199761391,nan,nan,nan,nan,nan,0.23854166666666665,0.45625,nan,nan,nan,nan
126,0.6295525494276795,765.0,656.0,52.0,0.9207317073170732,61.0,0.0,577.5638444457068,nan,nan,nan,nan,nan,0.23925,0.45589999999999997,nan,nan,nan,nan
127,0.5962539021852237,739.0,640.0,68.0,0.89375,60.0,0.0,541.3577711000465,nan,nan,nan,nan,nan,0.23995833333333333,0.45555,nan,nan,nan,nan
128,0.6212278876170656,780.0,672.0,76.0,0.8869047619047619,64.0,0.0,561.3039401035328,88.2087869644165,-0.0004617704350190858,173.26440493265787,3.5736109018325806,2.5692878017717174e-07,0.24066666666666667,0.4552,nan,nan,nan,nan
129,0.6649323621227887,815.0,699.0,61.0,0.9127324749642346,63.0,0.0,607.9926124663348,nan,nan,nan,nan,nan,0.241375,0.45485,nan,nan,nan,nan
130,0.6337148803329865,788.0,673.0,65.0,0.9034175334323923,62.0,0.0,576.6831561303142,nan,nan,nan,nan,nan,0.24208333333333332,0.4545,nan,nan,nan,nan
131,0.627471383975026,791.0,674.0,72.0,0.8931750741839762,62.0,0.0,568.7903501467705,nan,nan,nan,nan,nan,0.24279166666666666,0.45415,nan,nan,nan,nan
132,0.6409989594172737,793.0,681.0,66.0,0.9030837004405287,61.0,0.0,584.433724198342,nan,nan,nan,nan,nan,0.2435,0.4538,nan,nan,nan,nan
133,0.6233090530697191,777.0,661.0,63.0,0.9046898638426626,61.0,0.0,567.8660048017513,nan,nan,nan,nan,nan,0.24420833333333333,0.45345,nan,nan,nan,nan
134,0.6430801248699272,798.0,697.0,80.0,0.8852223816355811,62.0,0.0,581.8074291481971,nan,nan,nan,nan,nan,0.24491666666666667,0.4531,nan,nan,nan,nan
135,0.5941727367325702,737.0,630.0,60.0,0.9047619047619048,60.0,0.0,541.66560631037,nan,nan,nan,nan,nan,0.24562499999999998,0.45275,nan,nan,nan,nan
136,0.6430801248699272,797.0,681.0,64.0,0.9060205580029369,63.0,0.0,586.1676836876879,nan,nan,nan,nan,nan,0.24633333333333332,0.4524,nan,nan,nan,nan
137,0.6409989594172737,797.0,685.0,70.0,0.8978102189781022,64.0,0.0,582.0464776873587,nan,nan,nan,nan,nan,0.24704166666666666,0.45205,nan,nan,nan,nan
138,0.63579604578564,792.0,683.0,73.0,0.8931185944363104,63.0,0.0,576.3671332626365,nan,nan,nan,nan,nan,0.24775,0.4517,nan,nan,nan,nan
139,0.6586888657648283,779.0,678.0,46.0,0.9321533923303835,63.0,0.0,606.9501500234612,nan,nan,nan,nan,nan,0.24845833333333334,0.45135000000000003,nan,nan,nan,nan
140,0.6514047866805411,800.0,683.0,58.0,0.9150805270863837,64.0,0.0,595.3296762666703,nan,nan,nan,nan,nan,0.24916666666666665,0.451,nan,nan,nan,nan
141,0.6118626430801248,762.0,642.0,55.0,0.9143302180685359,61.0,0.0,559.324740486147,nan,nan,nan,nan,nan,0.24987499999999999,0.45065,nan,nan,nan,nan
142,0.6503642039542143,813.0,695.0,71.0,0.897841726618705,63.0,0.0,591.1175263948446,nan,nan,nan,nan,nan,0.2505833333333333,0.45030000000000003,nan,nan,nan,nan
143,0.6337148803329865,808.0,690.0,82.0,0.881159420289855,63.0,0.0,571.4602125806828,nan,nan,nan,nan,nan,0.2512916666666667,0.44995,nan,nan,nan,nan
144,0.6305931321540063,789.0,675.0,70.0,0.8962962962962963,63.0,0.0,571.9924872794165,116.99302164713542,8.658405082921188e-05,230.91328811645508,3.5264423489570618,5.576048991429161e-07,0.252,0.4496,nan,nan,nan,nan
145,0.6462018730489074,821.0,688.0,68.0,0.9011627906976745,62.0,0.0,587.8454224572176,nan,nan,nan,nan,nan,0.2527083333333333,0.44925,nan,nan,nan,nan
146,0.6389177939646202,816.0,682.0,69.0,0.8988269794721407,62.0,0.0,580.3827212858201,nan,nan,nan,nan,nan,0.2534166666666667,0.4489,nan,nan,nan,nan
147,0.6222684703433923,760.0,664.0,67.0,0.8990963855421686,61.0,0.0,566.3369762535117,nan,nan,nan,nan,nan,0.254125,0.44855,nan,nan,nan,nan
148,0.6399583766909469,823.0,686.0,72.0,0.8950437317784257,62.0,0.0,580.7493782048238,nan,nan,nan,nan,nan,0.25483333333333336,0.4482,nan,nan,nan,nan
149,0.6378772112382934,799.0,690.0,78.0,0.8869565217391304,63.0,0.0,576.8253544988646,nan,nan,nan,nan,nan,0.25554166666666667,0.44785,nan,nan,nan,nan
150,0.6430801248699272,808.0,694.0,77.0,0.8890489913544669,64.0,0.0,581.7141590843214,nan,nan,nan,nan,nan,0.25625,0.4475,nan,nan,nan,nan
151,0.63579604578564,816.0,691.0,81.0,0.8827785817655571,62.0,0.0,573.6651492857948,nan,nan,nan,nan,nan,0.2569583333333333,0.44715,nan,nan,nan,nan
152,0.6607700312174818,816.0,709.0,75.0,0.8942172073342737,64.0,0.0,599.6204828720096,nan,nan,nan,nan,nan,0.25766666666666665,0.4468,nan,nan,nan,nan
153,0.6701352757544224,809.0,698.0,55.0,0.9212034383954155,64.0,0.0,614.6310384469026,nan,nan,nan,nan,nan,0.258375,0.44645,nan,nan,nan,nan
