seed,environment_set,environment_variant,coverage,seen_fraction,termination_status,end_reason,actions,forward_actions,turns,replans,phase2_reached,phase2_start_step,plan_count,model_plan_count,expert_plan_count,fallback_count,fallback_rate,fallback_reasons,divergence_comparisons,target_divergences,target_divergence_rate,planned_action_count,trace_step_count,route_planned_to_executed_ratio,target_switches,forward_move_success_rate,initial_energy,final_energy,energy_delta,initial_health,final_health,health_delta,fatigue_health_loss,hazard_entries,direct_hazard_health_loss,contacts,wall_bumps,time_energy_cost_total,forward_energy_cost_total,turn_energy_cost_total,thermal_energy_cost_total,meat_health_restored,meat_health_wasted,coverage_per_action,coverage_per_forward_action,seen_per_forward_action,plans_per_100_actions,baseline_coverage,coverage_delta,baseline_seen_fraction,seen_delta,failure_score,failure_reasons
16200,standard,standard,0.07555555555555556,0.3244444444444444,truncated,max_steps,20,16,4,16,False,,17,17,0,0,0.0,{},17,17,1.0,48,20,2.4,9,1.0,10.0,5.027617263793944,4.972382736206056,10.0,9.0,1.0,1.0,0,0.0,"{""Empty"": 19, ""Meat"": 1}",0,4.000000000000001,9.599999999999998,0.4,0.9723827362060549,0.0,2.0,0.003777777777777778,0.004722222222222222,0.020277777777777777,85.0,0.08,-0.004444444444444445,0.43555555555555553,-0.1111111111111111,9,"[""truncated"", ""fatigue_health_loss"", ""phase2_not_reached"", ""coverage_below_baseline"", ""divergent_targets_with_regression""]"
