seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,actions,turns,replans,phase1_replans,phase2_replans,survival_mode_actions,phase1_actions,phase1_turns,phase1_end_seen_fraction,phase1_end_health,phase1_end_energy,phase1_temperature_discomfort_total,phase1_expert_decisions,phase2_expert_decisions,phase1_forbidden_entries,direct_hazard_entries,meat_collected,meat_health_restored,meat_health_wasted,flower_contacts,fatigue_health_losses,direct_hazard_health_losses,temperature_discomfort_total,health,energy,terminated,truncated
13000,diverse,balanced,0.9688888888888889,0.5111111111111111,2,True,214,41,94,64,30,0,79,14,0.8133333333333334,5.0,0.38153853416442707,6.836922931671144,65,30,0,0,3,6.0,0.0,1,16,0,20.047724246978767,0.0,9.276137876510619,True,False
