seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,actions,turns,replans,phase1_replans,phase2_replans,survival_mode_actions,phase1_actions,phase1_turns,phase1_end_seen_fraction,phase1_end_health,phase1_end_energy,phase1_temperature_discomfort_total,phase1_expert_decisions,phase2_expert_decisions,phase1_forbidden_entries,direct_hazard_entries,meat_collected,meat_health_restored,meat_health_wasted,flower_contacts,fatigue_health_losses,direct_hazard_health_losses,temperature_discomfort_total,health,energy,terminated,truncated
10001,diverse,warm_hazard,0.56,0.11555555555555555,1,False,30,5,25,25,0,0,30,5,nan,nan,nan,1.3996295928955078,26,0,0,0,1,0.0,2.0,0,2,0,1.3996295928955078,8.0,7.800185203552248,False,True
