seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,actions,turns,replans,phase1_replans,phase2_replans,survival_mode_actions,phase1_actions,phase1_turns,phase1_end_seen_fraction,phase1_end_health,phase1_end_energy,phase1_temperature_discomfort_total,phase1_expert_decisions,phase2_expert_decisions,phase1_forbidden_entries,direct_hazard_entries,meat_collected,meat_health_restored,meat_health_wasted,flower_contacts,fatigue_health_losses,direct_hazard_health_losses,temperature_discomfort_total,health,energy,terminated,truncated
7,standard,standard,1.0,0.64,2,True,214,42,89,60,29,0,77,16,0.8044444444444444,5.0,3.410686874389646,5.978626251220703,61,29,0,0,3,6.0,0.0,1,15,0,20.050809574127204,0.0,9.774595212936397,True,False
