seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,final_mode,actions,forward_actions,turns,replans,information_replans,coverage_replans,observation_surprises,object_changes,temperature_changes,smell_changes,direct_hazard_entries,meat_collected,fatigue_health_losses,health,energy,terminated,truncated,neural_phase1_decisions,neural_uncertainty_fallbacks,neural_feasibility_fallbacks,end_reason,phase2_entry_step,phase2_entry_seen_fraction,phase2_entry_coverage,phase2_entry_health,phase2_entry_energy,phase1_forward_actions,phase2_forward_actions,phase1_turns,phase2_turns,wall_bumps,time_energy_cost_total,forward_energy_cost_total,turn_energy_cost_total,thermal_energy_cost_total,meat_health_restored,meat_health_wasted,direct_hazard_health_losses,trace_file
16100,standard,standard,0.2,0.022222222222222223,1,False,information,5,4,1,4,4,0,0,0,0,0,0,0,0,10.0,6.328599309921263,False,True,0,0,0,max_steps,-1,,,,,4,0,1,0,0,1.0,2.4,0.1,0.17140069007873535,0.0,0.0,0,seed_16100.jsonl.gz
