seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,final_mode,actions,forward_actions,turns,replans,information_replans,coverage_replans,observation_surprises,object_changes,temperature_changes,smell_changes,direct_hazard_entries,meat_collected,fatigue_health_losses,health,energy,terminated,truncated,neural_phase1_decisions,neural_uncertainty_fallbacks,neural_feasibility_fallbacks,end_reason,phase2_entry_step,phase2_entry_seen_fraction,phase2_entry_coverage,phase2_entry_health,phase2_entry_energy,phase1_forward_actions,phase2_forward_actions,phase1_turns,phase2_turns,wall_bumps,time_energy_cost_total,forward_energy_cost_total,turn_energy_cost_total,thermal_energy_cost_total,meat_health_restored,meat_health_wasted,direct_hazard_health_losses,trace_file
16000,standard,standard,0.37333333333333335,0.07555555555555556,1,False,information,20,16,4,16,16,0,0,0,0,0,0,0,1,9.0,5.518642425537106,False,True,0,0,0,max_steps,-1,nan,nan,nan,nan,16,0,4,0,0,4.000000000000001,9.599999999999998,0.4,0.4813575744628906,0.0,0.0,0,seed_16000.jsonl.gz
16001,standard,standard,0.4088888888888889,0.07555555555555556,1,False,information,20,16,4,16,16,0,5,1,0,30,0,0,1,9.0,5.999335002899169,False,True,0,0,0,max_steps,-1,nan,nan,nan,nan,16,0,4,0,0,4.000000000000001,9.599999999999998,0.4,0.0006649971008300781,0.0,0.0,0,seed_16001.jsonl.gz
