seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,final_mode,actions,forward_actions,turns,replans,information_replans,coverage_replans,observation_surprises,object_changes,temperature_changes,smell_changes,direct_hazard_entries,meat_collected,fatigue_health_losses,health,energy,terminated,truncated,neural_phase1_decisions,neural_uncertainty_fallbacks,neural_feasibility_fallbacks
14006,diverse,cold_hazard,0.36444444444444446,0.06222222222222222,1,False,information,20,15,5,15,15,0,3,1,0,28,0,0,1,9.0,4.5581869125366214,False,True,0,0,0
14007,diverse,resource_dense,0.43555555555555553,0.07111111111111111,1,False,information,20,15,5,15,15,0,3,2,0,42,0,1,1,10.0,5.401542377471923,False,True,0,0,0
