seed,environment_set,environment_variant,seen_fraction,coverage,phase,reached_phase2,final_mode,actions,forward_actions,turns,replans,information_replans,coverage_replans,observation_surprises,object_changes,temperature_changes,smell_changes,direct_hazard_entries,meat_collected,fatigue_health_losses,health,energy,terminated,truncated,neural_phase1_decisions,neural_uncertainty_fallbacks,neural_feasibility_fallbacks,end_reason,phase2_entry_step,phase2_entry_seen_fraction,phase2_entry_coverage,phase2_entry_health,phase2_entry_energy,phase1_forward_actions,phase2_forward_actions,phase1_turns,phase2_turns,wall_bumps,time_energy_cost_total,forward_energy_cost_total,turn_energy_cost_total,thermal_energy_cost_total,meat_health_restored,meat_health_wasted,direct_hazard_health_losses,trace_file
20035,standard,standard,0.9911111111111112,0.5911111111111111,2,True,coverage,203,164,39,99,80,19,41,4,0,191,0,3,16,0.0,9.827693939208983,True,False,0,0,0,health_zero_fatigue,102,0.8044444444444444,0.30666666666666664,5.0,6.82635912895203,81,83,21,18,0,40.60000000000004,98.39999999999978,3.900000000000002,17.272306060791013,6.0,0.0,0,seed_20035.jsonl.gz
20036,standard,standard,0.9955555555555555,0.6177777777777778,2,True,coverage,220,178,42,85,58,27,56,4,0,200,0,3,16,0.0,9.826555156707766,True,False,0,0,0,health_zero_fatigue,73,0.8088888888888889,0.23555555555555555,5.0,7.143554306030274,59,119,14,28,0,44.000000000000085,106.7999999999997,4.200000000000001,5.173444843292235,6.0,0.0,0,seed_20036.jsonl.gz
20037,standard,standard,1.0,0.7155555555555555,2,True,coverage,213,173,40,78,39,39,54,5,0,246,0,3,16,0.0,9.291432952880863,True,False,0,0,0,health_zero_fatigue,46,0.8,0.18222222222222223,7.0,5.601988124847411,40,133,6,34,0,42.600000000000065,103.79999999999973,4.000000000000002,10.308567047119142,6.0,0.0,0,seed_20037.jsonl.gz
20038,standard,standard,0.9822222222222222,0.5422222222222223,2,True,coverage,184,149,35,64,41,23,48,3,0,183,0,2,14,0.0,9.591039371490474,True,False,0,0,0,health_zero_fatigue,48,0.8,0.19111111111111112,7.0,3.78521432876587,42,107,6,29,0,36.79999999999998,89.39999999999986,3.5000000000000018,10.708960628509521,4.0,0.0,0,seed_20038.jsonl.gz
20039,standard,standard,1.0,0.6311111111111111,2,True,coverage,203,164,39,83,51,32,69,4,0,249,0,3,15,0.0,9.90361070632935,True,False,0,0,0,health_zero_fatigue,61,0.8133333333333334,0.22666666666666666,6.0,4.037701892852785,52,112,9,30,0,40.60000000000004,98.39999999999978,3.900000000000002,17.196389293670663,6.0,0.0,0,seed_20039.jsonl.gz
20040,standard,standard,0.9688888888888889,0.5644444444444444,2,True,coverage,177,144,33,89,62,27,41,4,0,165,0,3,13,0.0,9.390310764312742,True,False,0,0,0,health_zero_fatigue,77,0.8,0.26222222222222225,6.0,3.834998035430905,63,81,14,19,0,35.39999999999996,86.39999999999989,3.3000000000000016,5.509689235687254,3.0,3.0,0,seed_20040.jsonl.gz
20041,standard,standard,1.0,0.5822222222222222,2,True,coverage,190,152,38,89,53,36,46,5,0,193,0,3,14,0.0,9.731311511993406,True,False,0,0,0,health_zero_fatigue,65,0.8,0.2222222222222222,6.0,2.535387611389159,54,98,11,27,0,38.0,91.19999999999985,3.800000000000002,7.2686884880065925,4.0,2.0,0,seed_20041.jsonl.gz
20042,standard,standard,0.9511111111111111,0.4666666666666667,2,True,coverage,162,126,36,86,69,17,27,3,0,119,0,2,12,0.0,9.988435745239252,True,False,0,0,0,health_zero_fatigue,86,0.8088888888888889,0.28,4.0,6.124332427978515,70,56,16,20,0,32.39999999999992,75.6,3.600000000000002,8.41156425476074,2.0,2.0,0,seed_20042.jsonl.gz
20043,standard,standard,1.0,0.6044444444444445,2,True,coverage,209,167,42,91,67,24,36,4,0,166,0,3,16,0.0,9.799308443069455,True,False,0,0,0,health_zero_fatigue,88,0.8088888888888889,0.26222222222222225,4.0,5.753912019729615,68,99,20,22,0,41.800000000000054,100.19999999999976,4.200000000000001,14.000691556930548,6.0,0.0,0,seed_20043.jsonl.gz
20044,standard,standard,0.9911111111111112,0.6266666666666667,2,True,coverage,218,176,42,74,50,24,21,3,0,113,0,3,16,0.0,9.482040643692015,True,False,0,0,0,health_zero_fatigue,63,0.8088888888888889,0.2222222222222222,6.0,3.4889233112335214,51,125,12,30,0,43.60000000000008,105.59999999999971,4.200000000000001,7.117959356307987,6.0,0.0,0,seed_20044.jsonl.gz
20045,standard,standard,1.0,0.64,2,True,coverage,211,167,44,89,56,33,58,5,0,233,0,3,16,0.0,9.474503135681152,True,False,0,0,0,health_zero_fatigue,68,0.8177777777777778,0.21777777777777776,7.0,8.27221727371216,57,110,11,33,0,42.20000000000006,100.19999999999976,4.4,13.725496864318842,6.0,0.0,0,seed_20045.jsonl.gz
20046,standard,standard,0.9866666666666667,0.56,2,True,coverage,182,145,37,90,64,26,41,4,0,197,0,2,14,0.0,9.6949577331543,True,False,0,0,0,health_zero_fatigue,76,0.8044444444444444,0.27111111111111114,5.0,2.8236186981201206,65,80,11,26,0,36.39999999999998,86.99999999999989,3.700000000000002,13.205042266845698,4.0,0.0,0,seed_20046.jsonl.gz
20047,standard,standard,0.8933333333333333,0.39555555555555555,2,True,coverage,160,124,36,91,78,13,14,1,0,51,0,1,11,0.0,9.254156351089469,True,False,0,0,0,health_zero_fatigue,103,0.8088888888888889,0.23555555555555555,3.0,2.1683787345886154,79,45,24,12,0,31.99999999999992,74.4,3.600000000000002,10.745843648910524,2.0,0.0,0,seed_20047.jsonl.gz
20048,standard,standard,1.0,0.6622222222222223,2,True,coverage,210,170,40,111,73,38,17,3,0,100,0,3,16,0.0,9.207644081115722,True,False,0,0,0,health_zero_fatigue,92,0.8044444444444444,0.27555555555555555,4.0,1.7061663627624506,74,96,18,22,0,42.00000000000006,101.99999999999974,4.000000000000002,12.792355918884274,6.0,0.0,0,seed_20048.jsonl.gz
20049,standard,standard,0.9866666666666667,0.6,2,True,coverage,195,156,39,94,67,27,35,4,0,179,0,3,15,0.0,9.271753978729246,True,False,0,0,0,health_zero_fatigue,84,0.8044444444444444,0.26222222222222225,5.0,8.925310802459718,68,88,16,23,0,39.000000000000014,93.59999999999982,3.900000000000002,14.228246021270746,5.0,1.0,0,seed_20049.jsonl.gz
20050,standard,standard,0.9911111111111112,0.5333333333333333,2,True,coverage,183,149,34,87,61,26,50,4,0,164,0,3,14,0.0,8.856204175949092,True,False,0,0,0,health_zero_fatigue,77,0.8088888888888889,0.2,7.0,2.830996036529541,62,87,15,19,0,36.59999999999998,89.39999999999986,3.4000000000000017,11.743795824050903,4.0,2.0,0,seed_20050.jsonl.gz
20051,standard,standard,0.9688888888888889,0.5688888888888889,2,True,coverage,189,153,36,79,55,24,23,3,0,91,0,2,13,0.0,9.703995084762576,True,False,0,0,0,health_zero_fatigue,67,0.8,0.22666666666666666,6.0,1.4533248901367173,56,97,11,25,0,37.8,91.79999999999984,3.600000000000002,7.096004915237427,4.0,0.0,0,seed_20051.jsonl.gz
20052,standard,standard,1.0,0.6444444444444445,2,True,coverage,196,154,42,69,43,26,23,3,0,93,0,3,16,0.0,9.490035867691036,True,False,0,0,0,health_zero_fatigue,55,0.8,0.19555555555555557,6.0,9.181561708450316,44,110,11,31,0,39.20000000000002,92.39999999999984,4.200000000000001,24.709964132308954,6.0,0.0,0,seed_20052.jsonl.gz
20053,standard,standard,0.96,0.5288888888888889,2,True,coverage,175,139,36,71,50,21,28,3,0,128,0,3,13,0.0,9.688467550277714,True,False,0,0,0,health_zero_fatigue,63,0.8044444444444444,0.2222222222222222,7.0,5.087473773956303,51,88,12,24,0,34.99999999999996,83.39999999999992,3.600000000000002,8.311532449722291,3.0,3.0,0,seed_20053.jsonl.gz
20054,standard,standard,0.9644444444444444,0.5244444444444445,2,True,coverage,184,150,34,64,42,22,34,3,0,153,0,2,14,0.0,9.86716403961181,True,False,0,0,0,health_zero_fatigue,51,0.8088888888888889,0.19111111111111112,7.0,1.3676013946533192,43,107,8,26,0,36.79999999999998,89.99999999999986,3.4000000000000017,9.93283596038818,4.0,0.0,0,seed_20054.jsonl.gz
20055,standard,standard,1.0,0.6222222222222222,2,True,coverage,211,174,37,89,57,32,41,5,0,199,0,3,16,0.0,9.7072865486145,True,False,0,0,0,health_zero_fatigue,68,0.8,0.24,7.0,8.918220806121823,58,116,10,27,0,42.20000000000006,104.39999999999972,3.700000000000002,9.9927134513855,6.0,0.0,0,seed_20055.jsonl.gz
20056,standard,standard,0.9822222222222222,0.5911111111111111,2,True,coverage,185,152,33,82,54,28,10,2,0,45,0,2,14,0.0,9.98350977897644,True,False,0,0,0,health_zero_fatigue,64,0.8177777777777778,0.22666666666666666,6.0,1.6203673839569066,55,97,9,24,0,36.999999999999986,91.19999999999985,3.3000000000000016,8.51649022102356,4.0,0.0,0,seed_20056.jsonl.gz
20057,standard,standard,1.0,0.6577777777777778,2,True,coverage,215,179,36,81,42,39,29,3,0,145,0,3,15,0.0,9.61075396537781,True,False,0,0,0,health_zero_fatigue,50,0.8,0.19555555555555557,7.0,2.856764793395999,43,136,7,29,0,43.00000000000007,107.3999999999997,3.600000000000002,6.38924603462219,6.0,0.0,0,seed_20057.jsonl.gz
20058,standard,standard,1.0,0.64,2,True,coverage,209,164,45,86,53,33,47,5,0,203,0,3,16,0.0,9.529257488250737,True,False,0,0,0,health_zero_fatigue,65,0.8133333333333334,0.23555555555555555,8.0,1.8970952033996635,54,110,11,34,0,41.800000000000054,98.39999999999978,4.5,15.770742511749269,6.0,0.0,0,seed_20058.jsonl.gz
20059,standard,standard,0.9377777777777778,0.5466666666666666,2,True,coverage,196,157,39,78,60,18,34,4,0,156,0,3,14,0.0,9.877096271514898,True,False,0,0,0,health_zero_fatigue,73,0.8088888888888889,0.26222222222222225,5.0,6.588322353363042,61,96,12,27,0,39.20000000000002,94.19999999999982,3.900000000000002,2.822903728485108,4.0,2.0,0,seed_20059.jsonl.gz
20060,standard,standard,1.0,0.5333333333333333,2,True,coverage,156,126,30,70,42,28,15,3,0,87,0,3,12,0.0,9.665059471130366,True,False,0,0,0,health_zero_fatigue,51,0.8,0.19555555555555557,7.0,2.798492336273192,43,83,8,22,0,31.19999999999992,75.6,3.0000000000000013,10.53494052886963,2.0,4.0,0,seed_20060.jsonl.gz
20061,standard,standard,0.9911111111111112,0.5555555555555556,2,True,coverage,212,166,46,109,86,23,28,4,0,146,0,3,16,0.0,9.40036921501159,True,False,0,0,0,health_zero_fatigue,114,0.8133333333333334,0.29333333333333333,2.0,7.3879671573638905,87,79,27,19,0,42.40000000000006,99.59999999999977,4.6,13.99963078498841,6.0,0.0,0,seed_20061.jsonl.gz
20062,standard,standard,1.0,0.6977777777777778,2,True,coverage,224,182,42,77,49,28,40,4,0,174,0,3,16,0.0,9.783290672302256,True,False,0,0,0,health_zero_fatigue,61,0.8044444444444444,0.2222222222222222,8.0,6.514330291748047,50,132,11,31,0,44.8000000000001,109.19999999999968,4.200000000000001,2.016709327697754,6.0,0.0,0,seed_20062.jsonl.gz
20063,standard,standard,0.9822222222222222,0.5733333333333334,2,True,coverage,214,173,41,91,63,28,22,3,0,115,0,3,16,0.0,8.831394910812376,True,False,0,0,0,health_zero_fatigue,77,0.8133333333333334,0.26222222222222225,5.0,2.3702288627624504,64,109,13,28,0,42.80000000000007,103.79999999999973,4.100000000000001,10.46860508918762,6.0,0.0,0,seed_20063.jsonl.gz
20064,standard,standard,0.9911111111111112,0.5822222222222222,2,True,coverage,203,163,40,74,43,31,35,4,0,165,0,3,16,0.0,9.8790940284729,True,False,0,0,0,health_zero_fatigue,53,0.8044444444444444,0.2,7.0,1.206699132919316,44,119,9,31,0,40.60000000000004,97.79999999999978,4.000000000000002,17.720905971527095,6.0,0.0,0,seed_20064.jsonl.gz
20065,standard,standard,0.9911111111111112,0.5822222222222222,2,True,coverage,201,160,41,70,43,27,57,4,0,201,0,3,14,0.0,9.62000713348389,True,False,0,0,0,health_zero_fatigue,52,0.8,0.2,8.0,0.6873621940612791,44,116,8,33,0,40.20000000000003,95.9999999999998,4.100000000000001,10.079992866516115,5.0,1.0,0,seed_20065.jsonl.gz
20066,standard,standard,0.9866666666666667,0.5822222222222222,2,True,coverage,221,173,48,108,83,25,43,5,0,194,0,3,16,0.0,9.894317150115963,True,False,0,0,0,health_zero_fatigue,109,0.8133333333333334,0.30666666666666664,3.0,2.0280050754547094,84,89,25,23,0,44.20000000000009,103.79999999999973,4.799999999999999,7.305682849884033,6.0,0.0,0,seed_20066.jsonl.gz
20067,standard,standard,1.0,0.6311111111111111,2,True,coverage,210,173,37,81,44,37,45,5,0,187,0,3,15,0.0,9.913332366943362,True,False,0,0,0,health_zero_fatigue,51,0.8,0.20444444444444446,7.0,0.8887983322143556,45,128,6,31,0,42.00000000000006,103.79999999999973,3.700000000000002,10.586667633056646,6.0,0.0,0,seed_20067.jsonl.gz
