episode,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,shaped_reward,loss,policy_loss,value_loss,imitation_loss,approx_kl,teacher_weight,imitation_weight,eval_coverage,eval_coverage_p10,eval_unique_per_forward,eval_survived
1627,0.6222222222222222,198.0,164.0,25.0,0.8475609756097561,16.0,0.0,126.23266788291934,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1628,0.6,172.0,143.0,9.0,0.9370629370629371,14.0,0.0,127.48641019248971,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1629,0.6622222222222223,207.0,169.0,21.0,0.8757396449704142,16.0,0.0,137.1296483769417,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1630,0.68,203.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.9571535758971,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1631,0.6977777777777778,206.0,170.0,14.0,0.9176470588235294,16.0,0.0,147.17216446399692,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1632,0.7111111111111111,204.0,173.0,14.0,0.9190751445086706,16.0,0.0,150.25480998182292,4.589801073074341,-0.004067161339662562,9.267555713653564,4.015214920043945,0.0036309538430572275,0.0,0.0,nan,nan,nan,nan
1633,0.6666666666666666,205.0,166.0,17.0,0.8975903614457831,16.0,0.0,139.23242907619476,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1634,0.6711111111111111,203.0,172.0,22.0,0.872093023255814,16.0,0.0,138.77258012104056,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1635,0.6088888888888889,197.0,161.0,25.0,0.84472049689441,16.0,0.0,122.99032377624513,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1636,0.6488888888888888,203.0,161.0,16.0,0.9006211180124224,16.0,0.0,135.40776997900008,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1637,0.7111111111111111,211.0,174.0,15.0,0.9137931034482759,16.0,0.0,149.9338496928215,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1638,0.6844444444444444,204.0,166.0,13.0,0.9216867469879518,15.0,0.0,144.74772707700714,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1639,0.5822222222222222,182.0,144.0,14.0,0.9027777777777778,15.0,0.0,121.35272180223464,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1640,0.7155555555555555,210.0,176.0,16.0,0.9090909090909091,16.0,0.0,150.6037238922119,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1641,0.6488888888888888,189.0,158.0,13.0,0.9177215189873418,15.0,0.0,136.871113837719,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1642,0.6666666666666666,200.0,165.0,16.0,0.9030303030303031,16.0,0.0,139.5134664068223,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1643,0.6755555555555556,207.0,166.0,15.0,0.9096385542168675,16.0,0.0,141.8785632567406,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1644,0.68,213.0,180.0,28.0,0.8444444444444444,16.0,0.0,139.01968490505223,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1645,0.7111111111111111,212.0,177.0,18.0,0.8983050847457628,15.0,0.0,149.2938666930197,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1646,0.7066666666666667,207.0,173.0,15.0,0.9132947976878613,15.0,0.0,149.12496735143645,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1647,0.7022222222222222,216.0,178.0,21.0,0.8820224719101124,15.0,0.0,146.1873987603188,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1648,0.6755555555555556,192.0,160.0,9.0,0.94375,15.0,0.0,144.05492083978652,8.421709316117424,0.062298389949968884,16.800472327641078,4.158822400229318,0.003794538029719011,0.0,0.0,nan,nan,nan,nan
1649,0.6311111111111111,183.0,150.0,9.0,0.94,14.0,0.0,134.59956874752052,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1650,0.6666666666666666,216.0,169.0,20.0,0.8816568047337278,16.0,0.0,138.05139064121252,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1651,0.6666666666666666,195.0,159.0,10.0,0.9371069182389937,15.0,0.0,141.77640152025214,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1652,0.64,187.0,152.0,9.0,0.9407894736842105,13.0,0.0,136.78989392566683,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1653,0.6933333333333334,207.0,166.0,11.0,0.9337349397590361,16.0,0.0,146.9233508930205,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1654,0.6444444444444445,214.0,172.0,28.0,0.8372093023255814,16.0,0.0,130.51976234388357,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1655,0.6666666666666666,204.0,169.0,20.0,0.8816568047337278,16.0,0.0,138.39004629516592,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1656,0.7022222222222222,208.0,176.0,19.0,0.8920454545454546,15.0,0.0,146.95922846841808,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1657,0.5955555555555555,186.0,148.0,15.0,0.8986486486486487,14.0,0.0,124.62707555341721,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1658,0.6755555555555556,204.0,168.0,17.0,0.8988095238095238,16.0,0.0,141.27543302249913,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1659,0.6977777777777778,207.0,172.0,16.0,0.9069767441860465,16.0,0.0,146.51377818155282,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1660,0.6177777777777778,176.0,145.0,7.0,0.9517241379310345,14.0,0.0,132.0748502178193,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1661,0.6933333333333334,211.0,171.0,16.0,0.9064327485380117,16.0,0.0,145.2727536449432,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1662,0.6977777777777778,207.0,172.0,16.0,0.9069767441860465,16.0,0.0,146.4328862099648,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1663,0.6711111111111111,207.0,169.0,19.0,0.8875739644970414,16.0,0.0,139.246641160965,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1664,0.6577777777777778,210.0,172.0,25.0,0.8546511627906976,15.0,0.0,134.9860593671798,4.274870812892914,0.001974048872853018,8.626269340515137,3.9839969277381897,0.0003967855626605399,0.0,0.0,nan,nan,nan,nan
1665,0.6533333333333333,200.0,161.0,15.0,0.906832298136646,16.0,0.0,136.91397131776807,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1666,0.6177777777777778,197.0,164.0,26.0,0.8414634146341463,16.0,0.0,125.10859186363237,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1667,0.6133333333333333,181.0,149.0,12.0,0.9194630872483222,14.0,0.0,129.6821010365487,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1668,0.6711111111111111,205.0,170.0,20.0,0.8823529411764706,15.0,0.0,139.60856459712988,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1669,0.68,216.0,174.0,22.0,0.8735632183908046,16.0,0.0,140.52935296487811,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1670,0.5911111111111111,173.0,142.0,10.0,0.9295774647887324,13.0,0.0,125.73492834520347,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1671,0.68,197.0,163.0,11.0,0.9325153374233128,15.0,0.0,144.5847902150154,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1672,0.6533333333333333,200.0,163.0,17.0,0.8957055214723927,16.0,0.0,136.14657127904889,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1673,0.6533333333333333,210.0,171.0,25.0,0.8538011695906432,14.0,0.0,134.2679773764611,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1674,0.6266666666666667,189.0,159.0,19.0,0.8805031446540881,15.0,0.0,129.92717187595375,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1675,0.6888888888888889,206.0,171.0,17.0,0.9005847953216374,16.0,0.0,144.29124482917777,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1676,0.5511111111111111,184.0,144.0,21.0,0.8541666666666666,14.0,0.0,112.20120054101943,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1677,0.5911111111111111,186.0,144.0,12.0,0.9166666666666666,14.0,0.0,124.48748969841014,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1678,0.6488888888888888,188.0,157.0,12.0,0.9235668789808917,15.0,0.0,137.3349686274528,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1679,0.68,199.0,165.0,13.0,0.9212121212121213,16.0,0.0,143.50886273813248,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1680,0.6355555555555555,190.0,156.0,14.0,0.9102564102564102,15.0,0.0,133.53262772893896,3.573607385158539,0.0032240680020549917,7.222375392913818,3.9914519786834717,0.0016707840663414686,0.0,0.0,nan,nan,nan,nan
1681,0.6577777777777778,207.0,169.0,22.0,0.8698224852071006,16.0,0.0,135.42578766965866,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1682,0.68,201.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.90368847560873,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1683,0.6444444444444445,208.0,172.0,28.0,0.8372093023255814,16.0,0.0,130.7860184402466,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1684,0.6844444444444444,204.0,169.0,16.0,0.9053254437869822,16.0,0.0,143.51100320959085,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1685,0.68,196.0,164.0,12.0,0.926829268292683,16.0,0.0,143.83475455665595,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1686,0.6755555555555556,197.0,165.0,14.0,0.9151515151515152,16.0,0.0,142.24529954910278,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1687,0.6711111111111111,193.0,162.0,12.0,0.9259259259259259,15.0,0.0,142.24990268898014,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1688,0.7111111111111111,215.0,178.0,19.0,0.8932584269662921,16.0,0.0,148.41976719284042,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1689,0.6933333333333334,209.0,173.0,18.0,0.8959537572254336,16.0,0.0,145.05718813467013,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1690,0.6488888888888888,185.0,157.0,12.0,0.9235668789808917,15.0,0.0,137.13330865049366,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1691,0.68,217.0,174.0,22.0,0.8735632183908046,16.0,0.0,140.4270594596863,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1692,0.6577777777777778,202.0,160.0,13.0,0.91875,14.0,0.0,139.08786551046373,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1693,0.7066666666666667,209.0,173.0,15.0,0.9132947976878613,16.0,0.0,148.95968967676154,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1694,0.6666666666666666,204.0,170.0,21.0,0.8764705882352941,16.0,0.0,138.10892461252215,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1695,0.6977777777777778,215.0,171.0,15.0,0.9122807017543859,16.0,0.0,146.67847853469846,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1696,0.6622222222222223,198.0,166.0,18.0,0.891566265060241,16.0,0.0,138.0388234033585,3.279837191104889,-0.02434240886941552,6.684040933847427,3.8074733912944794,0.0032398266121163033,0.0,0.0,nan,nan,nan,nan
1697,0.6533333333333333,197.0,165.0,19.0,0.8848484848484849,15.0,0.0,135.93956773900982,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1698,0.6977777777777778,214.0,173.0,17.0,0.9017341040462428,16.0,0.0,146.10032139205936,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1699,0.6844444444444444,215.0,171.0,18.0,0.8947368421052632,16.0,0.0,142.69232795095448,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1700,0.6844444444444444,210.0,171.0,18.0,0.8947368421052632,16.0,0.0,142.8317876067162,nan,nan,nan,nan,nan,0.0,0.0,0.6855999999999999,0.64,0.9073283879512986,0.0
1701,0.68,209.0,171.0,19.0,0.8888888888888888,16.0,0.0,141.4523394846916,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1702,0.6133333333333333,197.0,157.0,20.0,0.8726114649681529,15.0,0.0,126.37299006986618,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1703,0.6,168.0,143.0,9.0,0.9370629370629371,13.0,0.0,128.07846350288398,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1704,0.6311111111111111,174.0,147.0,6.0,0.9591836734693877,14.0,0.0,135.5836363086701,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1705,0.7111111111111111,211.0,171.0,12.0,0.9298245614035088,16.0,0.0,150.556089855194,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1706,0.6444444444444445,200.0,165.0,21.0,0.8727272727272727,15.0,0.0,133.4748990449906,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1707,0.6533333333333333,194.0,157.0,11.0,0.9299363057324841,15.0,0.0,138.37870726346978,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1708,0.6533333333333333,208.0,171.0,25.0,0.8538011695906432,16.0,0.0,133.37669061708465,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1709,0.6444444444444445,211.0,171.0,27.0,0.8421052631578947,16.0,0.0,130.68274999904645,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1710,0.6444444444444445,208.0,164.0,20.0,0.8780487804878049,15.0,0.0,133.14829024553305,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1711,0.64,188.0,155.0,12.0,0.9225806451612903,15.0,0.0,135.22214945793147,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1712,0.5866666666666667,182.0,144.0,13.0,0.9097222222222222,14.0,0.0,123.2497602849007,2.573815737451826,-0.09659366855131728,5.42224383354187,3.889270067214966,0.006556668318808079,0.0,0.0,nan,nan,nan,nan
1713,0.6888888888888889,211.0,175.0,21.0,0.88,16.0,0.0,142.67465731763838,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1714,0.6311111111111111,191.0,155.0,14.0,0.9096774193548387,15.0,0.0,132.52368703079227,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1715,0.68,211.0,171.0,19.0,0.8888888888888888,16.0,0.0,141.4528447647093,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1716,0.7155555555555555,221.0,178.0,18.0,0.898876404494382,16.0,0.0,149.94809934520728,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1717,0.5866666666666667,176.0,143.0,12.0,0.916083916083916,13.0,0.0,123.84209669923783,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1718,0.6977777777777778,206.0,172.0,16.0,0.9069767441860465,16.0,0.0,146.60653676748274,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1719,0.6888888888888889,214.0,178.0,24.0,0.8651685393258427,16.0,0.0,141.93569209766395,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1720,0.6177777777777778,176.0,147.0,9.0,0.9387755102040817,14.0,0.0,131.66046094655994,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1721,0.6444444444444445,206.0,165.0,21.0,0.8727272727272727,16.0,0.0,133.07398414039622,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1722,0.6666666666666666,214.0,175.0,26.0,0.8514285714285714,15.0,0.0,136.58568743324278,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1723,0.68,206.0,167.0,15.0,0.9101796407185628,15.0,0.0,143.04896451425552,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1724,0.6755555555555556,207.0,173.0,22.0,0.8728323699421965,16.0,0.0,139.56310255432143,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1725,0.6888888888888889,208.0,170.0,16.0,0.9058823529411765,16.0,0.0,144.42700129652022,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1726,0.6888888888888889,202.0,165.0,11.0,0.9333333333333333,16.0,0.0,146.14348747301108,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1727,0.6444444444444445,201.0,165.0,21.0,0.8727272727272727,16.0,0.0,132.67502248477933,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1728,0.68,210.0,173.0,21.0,0.8786127167630058,15.0,0.0,141.19712760543823,3.1513057351112366,-0.08393395610619336,6.551537990570068,3.9563428461551666,0.002124364234987297,0.0,0.0,nan,nan,nan,nan
1729,0.6666666666666666,200.0,166.0,17.0,0.8975903614457831,16.0,0.0,139.38614003705993,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1730,0.6577777777777778,203.0,163.0,16.0,0.901840490797546,16.0,0.0,136.95675538682937,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1731,0.6444444444444445,195.0,164.0,20.0,0.8780487804878049,16.0,0.0,133.45166425466527,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1732,0.7244444444444444,203.0,173.0,11.0,0.9364161849710982,15.0,0.0,154.5475673251152,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1733,0.6311111111111111,192.0,158.0,17.0,0.8924050632911392,15.0,0.0,131.70761448192596,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1734,0.5955555555555555,184.0,149.0,16.0,0.8926174496644296,13.0,0.0,124.45423702192308,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1735,0.6488888888888888,204.0,167.0,22.0,0.8682634730538922,16.0,0.0,133.3635276255609,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1736,0.6666666666666666,205.0,165.0,16.0,0.9030303030303031,16.0,0.0,139.3569472661017,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1737,0.64,175.0,149.0,6.0,0.959731543624161,14.0,0.0,137.60463203716287,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1738,0.5866666666666667,182.0,147.0,16.0,0.891156462585034,14.0,0.0,122.36322058296216,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1739,0.6444444444444445,214.0,171.0,27.0,0.8421052631578947,16.0,0.0,130.77299451541893,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1740,0.6133333333333333,200.0,159.0,22.0,0.8616352201257862,15.0,0.0,125.86461166524887,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1741,0.6666666666666666,210.0,170.0,21.0,0.8764705882352941,16.0,0.0,137.85660846424108,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1742,0.6488888888888888,201.0,159.0,14.0,0.9119496855345912,16.0,0.0,135.76245399093634,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1743,0.6666666666666666,205.0,168.0,19.0,0.8869047619047619,16.0,0.0,138.6635708780289,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1744,0.7066666666666667,209.0,173.0,15.0,0.9132947976878613,16.0,0.0,148.87824936532954,5.951223194599152,0.020207878667861223,11.944785833358765,3.981218099594116,0.0022200830635483726,0.0,0.0,nan,nan,nan,nan
1745,0.6755555555555556,221.0,176.0,25.0,0.8579545454545454,16.0,0.0,138.49736385345454,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1746,0.6844444444444444,212.0,174.0,21.0,0.8793103448275862,16.0,0.0,141.72621682023996,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1747,0.6088888888888889,177.0,147.0,11.0,0.9251700680272109,14.0,0.0,129.04587728357328,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1748,0.6933333333333334,210.0,171.0,16.0,0.9064327485380117,16.0,0.0,145.31487972784038,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1749,0.6844444444444444,203.0,168.0,15.0,0.9107142857142857,16.0,0.0,143.88829691410064,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1750,0.6977777777777778,209.0,171.0,15.0,0.9122807017543859,16.0,0.0,146.84817293739312,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1751,0.6844444444444444,212.0,177.0,24.0,0.864406779661017,16.0,0.0,141.03046999025355,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1752,0.5955555555555555,183.0,150.0,17.0,0.8866666666666667,14.0,0.0,124.18562318420416,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1753,0.6711111111111111,210.0,165.0,15.0,0.9090909090909091,16.0,0.0,140.724900648594,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1754,0.7155555555555555,212.0,174.0,14.0,0.9195402298850575,16.0,0.0,151.14946090364455,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1755,0.6355555555555555,197.0,159.0,17.0,0.8930817610062893,15.0,0.0,132.48106802749638,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1756,0.6888888888888889,216.0,176.0,22.0,0.875,16.0,0.0,142.4236819467545,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1757,0.64,202.0,161.0,18.0,0.8881987577639752,16.0,0.0,132.74271102905283,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1758,0.6577777777777778,204.0,169.0,22.0,0.8698224852071006,16.0,0.0,135.39075912904732,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1759,0.6444444444444445,191.0,158.0,14.0,0.9113924050632911,16.0,0.0,135.09065749692925,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1760,0.6711111111111111,204.0,165.0,15.0,0.9090909090909091,16.0,0.0,140.6723787298202,3.0996406450867653,0.029649194329977036,6.219921171665192,3.929547756910324,0.0030896509815647732,0.0,0.0,nan,nan,nan,nan
1761,0.6844444444444444,208.0,171.0,18.0,0.8947368421052632,15.0,0.0,143.34009196758268,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1762,0.6711111111111111,202.0,168.0,18.0,0.8928571428571429,16.0,0.0,139.84756941175476,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1763,0.5822222222222222,184.0,149.0,19.0,0.87248322147651,15.0,0.0,119.97133898639682,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1764,0.6533333333333333,202.0,160.0,14.0,0.9125,15.0,0.0,137.39955955934536,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1765,0.6044444444444445,181.0,152.0,17.0,0.8881578947368421,14.0,0.0,125.68123875379555,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1766,0.6933333333333334,217.0,180.0,25.0,0.8611111111111112,16.0,0.0,142.77731205654132,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1767,0.6577777777777778,208.0,166.0,19.0,0.8855421686746988,16.0,0.0,136.50734954118724,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1768,0.7155555555555555,211.0,176.0,16.0,0.9090909090909091,16.0,0.0,150.67380469703662,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1769,0.7066666666666667,221.0,177.0,19.0,0.8926553672316384,16.0,0.0,147.6357868590354,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1770,0.68,201.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.74379670953743,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1771,0.6577777777777778,210.0,164.0,17.0,0.8963414634146342,15.0,0.0,137.34800406455994,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1772,0.6888888888888889,212.0,172.0,18.0,0.8953488372093024,15.0,0.0,143.97565370512007,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1773,0.7022222222222222,211.0,177.0,20.0,0.8870056497175142,16.0,0.0,146.2422183198928,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1774,0.6844444444444444,201.0,169.0,16.0,0.9053254437869822,16.0,0.0,143.39027686595915,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1775,0.7111111111111111,215.0,176.0,17.0,0.9034090909090909,16.0,0.0,149.15160512065876,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1776,0.6533333333333333,210.0,173.0,27.0,0.8439306358381503,16.0,0.0,132.5425200777054,3.9286137024561563,-0.0062241268654664355,7.951977888743083,4.225639621416728,0.005018289171857759,0.0,0.0,nan,nan,nan,nan
1777,0.6933333333333334,208.0,171.0,16.0,0.9064327485380117,16.0,0.0,145.44348735904683,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1778,0.6622222222222223,217.0,175.0,27.0,0.8457142857142858,16.0,0.0,134.70677024269108,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1779,0.6133333333333333,184.0,146.0,9.0,0.9383561643835616,14.0,0.0,130.44246991157542,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1780,0.7111111111111111,217.0,179.0,20.0,0.888268156424581,16.0,0.0,148.26537868833535,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1781,0.6622222222222223,207.0,163.0,15.0,0.9079754601226994,16.0,0.0,138.5978079714774,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1782,0.6133333333333333,196.0,156.0,19.0,0.8782051282051282,16.0,0.0,126.09789177322389,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1783,0.5955555555555555,177.0,148.0,15.0,0.8986486486486487,14.0,0.0,124.80547024488457,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1784,0.6444444444444445,203.0,165.0,21.0,0.8727272727272727,16.0,0.0,132.62387550878526,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1785,0.6533333333333333,202.0,168.0,22.0,0.8690476190476191,16.0,0.0,134.80871747493734,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1786,0.6177777777777778,184.0,150.0,12.0,0.92,14.0,0.0,130.60305231523515,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1787,0.6933333333333334,217.0,177.0,22.0,0.8757062146892656,16.0,0.0,143.55471930694566,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1788,0.6755555555555556,200.0,164.0,13.0,0.9207317073170732,16.0,0.0,142.393513507843,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
1789,0.64,192.0,160.0,17.0,0.89375,14.0,0.0,133.85891183280953,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
