episode,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,shaped_reward,loss,policy_loss,value_loss,imitation_loss,approx_kl,teacher_weight,imitation_weight,eval_coverage,eval_coverage_p10,eval_unique_per_forward,eval_survived
599,0.6444444444444445,210.0,170.0,26.0,0.8470588235294118,16.0,0.0,131.16056722640997,nan,nan,nan,nan,nan,4.812,0.32080000000000003,nan,nan,nan,nan
600,0.6266666666666667,174.0,146.0,6.0,0.958904109589041,14.0,0.0,134.57762752103807,nan,nan,nan,nan,nan,4.800000000000001,0.32000000000000006,0.6921777777777778,0.6551111111111111,0.9387916256380773,0.0
601,0.7333333333333333,208.0,174.0,10.0,0.9425287356321839,16.0,0.0,156.40862378835675,nan,nan,nan,nan,nan,4.788,0.31920000000000004,nan,nan,nan,nan
602,0.6711111111111111,213.0,172.0,22.0,0.872093023255814,16.0,0.0,138.38046624803542,nan,nan,nan,nan,nan,4.776,0.3184,nan,nan,nan,nan
603,0.6533333333333333,195.0,156.0,10.0,0.9358974358974359,15.0,0.0,138.55074535465238,nan,nan,nan,nan,nan,4.764,0.31760000000000005,nan,nan,nan,nan
604,0.7066666666666667,212.0,176.0,18.0,0.8977272727272727,16.0,0.0,147.8967642574311,nan,nan,nan,nan,nan,4.752000000000001,0.3168,nan,nan,nan,nan
605,0.5288888888888889,152.0,130.0,12.0,0.9076923076923077,12.0,0.0,111.6300771679879,nan,nan,nan,nan,nan,4.74,0.31600000000000006,nan,nan,nan,nan
606,0.7244444444444444,220.0,181.0,19.0,0.8950276243093923,16.0,0.0,151.5523510036468,nan,nan,nan,nan,nan,4.728,0.31520000000000004,nan,nan,nan,nan
607,0.6622222222222223,216.0,171.0,23.0,0.8654970760233918,16.0,0.0,136.15821445846555,nan,nan,nan,nan,nan,4.716,0.3144,nan,nan,nan,nan
608,0.6488888888888888,187.0,154.0,9.0,0.9415584415584416,15.0,0.0,138.03901252746584,7.28351358572642,-0.0005608523109306892,12.94833517074585,2.6153345505396524,0.00036264593351612956,4.704000000000001,0.31360000000000005,nan,nan,nan,nan
609,0.6666666666666666,212.0,166.0,17.0,0.8975903614457831,16.0,0.0,138.96776917696002,nan,nan,nan,nan,nan,4.692,0.3128,nan,nan,nan,nan
610,0.7022222222222222,213.0,174.0,17.0,0.9022988505747126,16.0,0.0,147.068294342041,nan,nan,nan,nan,nan,4.68,0.31200000000000006,nan,nan,nan,nan
611,0.6266666666666667,179.0,150.0,10.0,0.9333333333333333,14.0,0.0,133.36177300930024,nan,nan,nan,nan,nan,4.668,0.31120000000000003,nan,nan,nan,nan
612,0.6088888888888889,186.0,153.0,17.0,0.8888888888888888,15.0,0.0,126.7310555176735,nan,nan,nan,nan,nan,4.656000000000001,0.3104,nan,nan,nan,nan
613,0.6311111111111111,189.0,156.0,15.0,0.9038461538461539,14.0,0.0,132.4045958333016,nan,nan,nan,nan,nan,4.644,0.30960000000000004,nan,nan,nan,nan
614,0.7155555555555555,202.0,170.0,10.0,0.9411764705882353,16.0,0.0,152.51033208990083,nan,nan,nan,nan,nan,4.632,0.3088,nan,nan,nan,nan
615,0.6311111111111111,181.0,148.0,7.0,0.9527027027027027,14.0,0.0,135.20375719738007,nan,nan,nan,nan,nan,4.62,0.30800000000000005,nan,nan,nan,nan
616,0.7244444444444444,207.0,168.0,6.0,0.9642857142857143,16.0,0.0,155.60987162351609,nan,nan,nan,nan,nan,4.6080000000000005,0.30720000000000003,nan,nan,nan,nan
617,0.6844444444444444,195.0,160.0,7.0,0.95625,15.0,0.0,146.69186091947563,nan,nan,nan,nan,nan,4.596,0.3064,nan,nan,nan,nan
618,0.6311111111111111,174.0,153.0,12.0,0.9215686274509803,14.0,0.0,133.8834233016969,nan,nan,nan,nan,nan,4.584,0.30560000000000004,nan,nan,nan,nan
619,0.6933333333333334,207.0,163.0,8.0,0.950920245398773,16.0,0.0,147.9323803358077,nan,nan,nan,nan,nan,4.572,0.3048,nan,nan,nan,nan
620,0.6,185.0,150.0,16.0,0.8933333333333333,14.0,0.0,125.39116720390324,nan,nan,nan,nan,nan,4.5600000000000005,0.30400000000000005,nan,nan,nan,nan
621,0.68,218.0,171.0,19.0,0.8888888888888888,16.0,0.0,141.43009129238135,nan,nan,nan,nan,nan,4.548,0.3032,nan,nan,nan,nan
622,0.6266666666666667,192.0,155.0,15.0,0.9032258064516129,15.0,0.0,131.26236236763006,nan,nan,nan,nan,nan,4.536,0.3024,nan,nan,nan,nan
623,0.6711111111111111,214.0,166.0,16.0,0.9036144578313253,16.0,0.0,140.16275553607932,nan,nan,nan,nan,nan,4.524,0.30160000000000003,nan,nan,nan,nan
624,0.6488888888888888,186.0,154.0,9.0,0.9415584415584416,15.0,0.0,138.13575257015233,7.484380841255188,0.0002655688828478257,13.38185715675354,2.6764846245447793,0.00028185119056918967,4.5120000000000005,0.3008,nan,nan,nan,nan
625,0.6311111111111111,180.0,149.0,8.0,0.9463087248322147,14.0,0.0,134.76870272445677,nan,nan,nan,nan,nan,4.5,0.30000000000000004,nan,nan,nan,nan
626,0.7288888888888889,211.0,171.0,8.0,0.9532163742690059,16.0,0.0,155.99277248096473,nan,nan,nan,nan,nan,4.4879999999999995,0.2992,nan,nan,nan,nan
627,0.7022222222222222,206.0,169.0,12.0,0.9289940828402367,16.0,0.0,148.75772715187074,nan,nan,nan,nan,nan,4.476,0.2984,nan,nan,nan,nan
628,0.68,216.0,170.0,18.0,0.8941176470588236,16.0,0.0,141.74860948181157,nan,nan,nan,nan,nan,4.464,0.29760000000000003,nan,nan,nan,nan
629,0.7066666666666667,213.0,175.0,17.0,0.9028571428571428,16.0,0.0,147.92652996873866,nan,nan,nan,nan,nan,4.452,0.2968,nan,nan,nan,nan
630,0.6444444444444445,189.0,154.0,10.0,0.935064935064935,14.0,0.0,137.26942516517636,nan,nan,nan,nan,nan,4.4399999999999995,0.296,nan,nan,nan,nan
631,0.6711111111111111,206.0,171.0,21.0,0.8771929824561403,16.0,0.0,138.77364456272124,nan,nan,nan,nan,nan,4.428,0.2952,nan,nan,nan,nan
632,0.64,194.0,156.0,13.0,0.9166666666666666,16.0,0.0,134.52208254051214,nan,nan,nan,nan,nan,4.416,0.2944,nan,nan,nan,nan
633,0.6666666666666666,209.0,165.0,16.0,0.9030303030303031,16.0,0.0,139.37373669576644,nan,nan,nan,nan,nan,4.404,0.2936,nan,nan,nan,nan
634,0.7244444444444444,213.0,181.0,19.0,0.8950276243093923,16.0,0.0,151.41946505832672,nan,nan,nan,nan,nan,4.3919999999999995,0.2928,nan,nan,nan,nan
635,0.6622222222222223,204.0,163.0,15.0,0.9079754601226994,16.0,0.0,138.80470706510548,nan,nan,nan,nan,nan,4.38,0.292,nan,nan,nan,nan
636,0.6488888888888888,202.0,159.0,14.0,0.9119496855345912,16.0,0.0,135.91013420915607,nan,nan,nan,nan,nan,4.368,0.2912,nan,nan,nan,nan
637,0.64,184.0,153.0,10.0,0.934640522875817,15.0,0.0,135.7653651118279,nan,nan,nan,nan,nan,4.356,0.2904,nan,nan,nan,nan
638,0.68,209.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.7076394863127,nan,nan,nan,nan,nan,4.343999999999999,0.2896,nan,nan,nan,nan
639,0.7111111111111111,217.0,172.0,13.0,0.9244186046511628,16.0,0.0,150.33967150020598,nan,nan,nan,nan,nan,4.332,0.2888,nan,nan,nan,nan
640,0.6844444444444444,208.0,166.0,13.0,0.9216867469879518,16.0,0.0,144.46400275325774,6.250375072161357,-0.00025360526827474433,10.894035736719767,2.842185656229655,0.003449155813238273,4.32,0.288,nan,nan,nan,nan
641,0.7022222222222222,207.0,169.0,12.0,0.9289940828402367,16.0,0.0,148.74978727340695,nan,nan,nan,nan,nan,4.308,0.2872,nan,nan,nan,nan
642,0.7288888888888889,212.0,172.0,9.0,0.9476744186046512,16.0,0.0,155.6948399877549,nan,nan,nan,nan,nan,4.295999999999999,0.2864,nan,nan,nan,nan
643,0.6711111111111111,210.0,165.0,15.0,0.9090909090909091,16.0,0.0,140.41811906242364,nan,nan,nan,nan,nan,4.284,0.2856,nan,nan,nan,nan
644,0.6622222222222223,208.0,166.0,18.0,0.891566265060241,16.0,0.0,137.88371739006055,nan,nan,nan,nan,nan,4.272,0.2848,nan,nan,nan,nan
645,0.6355555555555555,202.0,166.0,24.0,0.8554216867469879,15.0,0.0,130.23962031364448,nan,nan,nan,nan,nan,4.26,0.284,nan,nan,nan,nan
646,0.6977777777777778,204.0,169.0,13.0,0.9230769230769231,16.0,0.0,147.56830868101116,nan,nan,nan,nan,nan,4.247999999999999,0.2832,nan,nan,nan,nan
647,0.6622222222222223,209.0,168.0,20.0,0.8809523809523809,16.0,0.0,136.97637417697908,nan,nan,nan,nan,nan,4.236,0.2824,nan,nan,nan,nan
648,0.7066666666666667,208.0,173.0,15.0,0.9132947976878613,16.0,0.0,148.81045135974887,nan,nan,nan,nan,nan,4.224,0.2816,nan,nan,nan,nan
649,0.7066666666666667,217.0,176.0,18.0,0.8977272727272727,16.0,0.0,147.41828705215448,nan,nan,nan,nan,nan,4.212,0.2808,nan,nan,nan,nan
650,0.7333333333333333,217.0,179.0,15.0,0.9162011173184358,16.0,0.0,154.7677454481125,nan,nan,nan,nan,nan,4.199999999999999,0.27999999999999997,nan,nan,nan,nan
651,0.6577777777777778,191.0,156.0,9.0,0.9423076923076923,15.0,0.0,140.00865971612927,nan,nan,nan,nan,nan,4.188,0.2792,nan,nan,nan,nan
652,0.6444444444444445,193.0,157.0,13.0,0.9171974522292994,16.0,0.0,135.39792502069483,nan,nan,nan,nan,nan,4.176,0.2784,nan,nan,nan,nan
653,0.6977777777777778,218.0,176.0,20.0,0.8863636363636364,16.0,0.0,145.12667299222946,nan,nan,nan,nan,nan,4.164,0.2776,nan,nan,nan,nan
654,0.6666666666666666,209.0,167.0,18.0,0.8922155688622755,16.0,0.0,138.88848802232738,nan,nan,nan,nan,nan,4.151999999999999,0.2768,nan,nan,nan,nan
655,0.6,180.0,145.0,11.0,0.9241379310344827,13.0,0.0,127.28729858303083,nan,nan,nan,nan,nan,4.14,0.27599999999999997,nan,nan,nan,nan
656,0.6577777777777778,210.0,167.0,20.0,0.8802395209580839,16.0,0.0,136.0290760860443,5.977699240048726,0.005807734094560146,10.50339404741923,2.6694297989209494,0.0006443376429767037,4.128,0.2752,nan,nan,nan,nan
657,0.6044444444444445,175.0,147.0,12.0,0.9183673469387755,12.0,0.0,128.47912217044842,nan,nan,nan,nan,nan,4.116,0.2744,nan,nan,nan,nan
658,0.7111111111111111,209.0,169.0,10.0,0.9408284023668639,16.0,0.0,151.2329312944411,nan,nan,nan,nan,nan,4.103999999999999,0.2736,nan,nan,nan,nan
659,0.7111111111111111,212.0,175.0,16.0,0.9085714285714286,15.0,0.0,149.85831631994245,nan,nan,nan,nan,nan,4.092,0.2728,nan,nan,nan,nan
660,0.6622222222222223,210.0,172.0,24.0,0.8604651162790697,16.0,0.0,135.9046993961334,nan,nan,nan,nan,nan,4.08,0.27199999999999996,nan,nan,nan,nan
661,0.7066666666666667,207.0,167.0,9.0,0.9461077844311377,16.0,0.0,150.69329250955568,nan,nan,nan,nan,nan,4.068,0.2712,nan,nan,nan,nan
662,0.6755555555555556,206.0,169.0,18.0,0.893491124260355,16.0,0.0,140.79755023288726,nan,nan,nan,nan,nan,4.055999999999999,0.2704,nan,nan,nan,nan
663,0.6933333333333334,215.0,170.0,15.0,0.9117647058823529,16.0,0.0,145.7408166050911,nan,nan,nan,nan,nan,4.044,0.2696,nan,nan,nan,nan
664,0.6933333333333334,196.0,165.0,10.0,0.9393939393939394,15.0,0.0,147.75102609729774,nan,nan,nan,nan,nan,4.032,0.2688,nan,nan,nan,nan
665,0.6266666666666667,197.0,160.0,20.0,0.875,16.0,0.0,129.03819747495646,nan,nan,nan,nan,nan,4.02,0.26799999999999996,nan,nan,nan,nan
666,0.6622222222222223,210.0,166.0,18.0,0.891566265060241,16.0,0.0,137.85527123212816,nan,nan,nan,nan,nan,4.007999999999999,0.2672,nan,nan,nan,nan
667,0.7066666666666667,214.0,175.0,17.0,0.9028571428571428,16.0,0.0,148.22997637844074,nan,nan,nan,nan,nan,3.9959999999999996,0.26639999999999997,nan,nan,nan,nan
668,0.6622222222222223,192.0,157.0,9.0,0.9426751592356688,15.0,0.0,141.16839087057116,nan,nan,nan,nan,nan,3.9839999999999995,0.2656,nan,nan,nan,nan
669,0.7111111111111111,224.0,179.0,20.0,0.888268156424581,16.0,0.0,148.15817481422408,nan,nan,nan,nan,nan,3.9719999999999995,0.2648,nan,nan,nan,nan
670,0.6844444444444444,211.0,168.0,15.0,0.9107142857142857,16.0,0.0,143.84988690471644,nan,nan,nan,nan,nan,3.9599999999999995,0.26399999999999996,nan,nan,nan,nan
671,0.6577777777777778,214.0,165.0,18.0,0.8909090909090909,16.0,0.0,136.7004162092209,nan,nan,nan,nan,nan,3.9479999999999995,0.2632,nan,nan,nan,nan
672,0.6711111111111111,206.0,165.0,15.0,0.9090909090909091,16.0,0.0,140.72483748292922,5.146178086598714,-0.009216676621387402,8.824198563893637,2.902203639348348,0.0022183740341764255,3.9359999999999995,0.26239999999999997,nan,nan,nan,nan
673,0.6711111111111111,203.0,163.0,13.0,0.9202453987730062,16.0,0.0,141.39479342317583,nan,nan,nan,nan,nan,3.9239999999999995,0.2616,nan,nan,nan,nan
674,0.6222222222222222,202.0,157.0,18.0,0.8853503184713376,15.0,0.0,129.10325465059285,nan,nan,nan,nan,nan,3.9119999999999995,0.2608,nan,nan,nan,nan
675,0.6755555555555556,206.0,168.0,17.0,0.8988095238095238,16.0,0.0,141.08455353164672,nan,nan,nan,nan,nan,3.8999999999999995,0.25999999999999995,nan,nan,nan,nan
676,0.5555555555555556,168.0,136.0,12.0,0.9117647058823529,13.0,0.0,116.84215855360034,nan,nan,nan,nan,nan,3.8879999999999995,0.2592,nan,nan,nan,nan
677,0.6533333333333333,186.0,154.0,8.0,0.948051948051948,14.0,0.0,139.91871058464054,nan,nan,nan,nan,nan,3.8759999999999994,0.25839999999999996,nan,nan,nan,nan
678,0.68,212.0,170.0,18.0,0.8941176470588236,16.0,0.0,141.72587146711354,nan,nan,nan,nan,nan,3.8639999999999994,0.2576,nan,nan,nan,nan
679,0.7022222222222222,204.0,169.0,12.0,0.9289940828402367,16.0,0.0,148.71232037115087,nan,nan,nan,nan,nan,3.8519999999999994,0.2568,nan,nan,nan,nan
680,0.7066666666666667,207.0,168.0,10.0,0.9404761904761905,16.0,0.0,150.3283823995591,nan,nan,nan,nan,nan,3.8399999999999994,0.25599999999999995,nan,nan,nan,nan
681,0.5733333333333334,173.0,145.0,17.0,0.8827586206896552,14.0,0.0,119.19648486995696,nan,nan,nan,nan,nan,3.8279999999999994,0.2552,nan,nan,nan,nan
682,0.6888888888888889,212.0,175.0,21.0,0.88,16.0,0.0,143.0253302121163,nan,nan,nan,nan,nan,3.8159999999999994,0.25439999999999996,nan,nan,nan,nan
683,0.6533333333333333,199.0,159.0,13.0,0.9182389937106918,15.0,0.0,137.85850862073903,nan,nan,nan,nan,nan,3.8039999999999994,0.2536,nan,nan,nan,nan
684,0.6533333333333333,216.0,170.0,24.0,0.8588235294117647,16.0,0.0,133.85495099544525,nan,nan,nan,nan,nan,3.7919999999999994,0.25279999999999997,nan,nan,nan,nan
685,0.68,202.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.89047354555115,nan,nan,nan,nan,nan,3.7799999999999994,0.25199999999999995,nan,nan,nan,nan
686,0.6311111111111111,190.0,160.0,19.0,0.88125,15.0,0.0,131.0896248121263,nan,nan,nan,nan,nan,3.7679999999999993,0.2512,nan,nan,nan,nan
687,0.6711111111111111,201.0,162.0,12.0,0.9259259259259259,16.0,0.0,141.72950060987472,nan,nan,nan,nan,nan,3.7559999999999993,0.25039999999999996,nan,nan,nan,nan
688,0.56,174.0,140.0,15.0,0.8928571428571429,12.0,0.0,117.25284758949279,5.304061472415924,-0.0020354572334326804,9.13834547996521,3.0373996794223785,0.003458286006207345,3.7440000000000007,0.24960000000000004,nan,nan,nan,nan
689,0.6977777777777778,213.0,169.0,13.0,0.9230769230769231,16.0,0.0,147.27357903432844,nan,nan,nan,nan,nan,3.7320000000000007,0.24880000000000005,nan,nan,nan,nan
690,0.6933333333333334,219.0,177.0,22.0,0.8757062146892656,16.0,0.0,143.6863593196868,nan,nan,nan,nan,nan,3.7200000000000006,0.24800000000000005,nan,nan,nan,nan
691,0.7066666666666667,212.0,174.0,16.0,0.9080459770114943,16.0,0.0,148.38800472164147,nan,nan,nan,nan,nan,3.7080000000000006,0.24720000000000006,nan,nan,nan,nan
692,0.6488888888888888,199.0,157.0,12.0,0.9235668789808917,15.0,0.0,137.00157403612135,nan,nan,nan,nan,nan,3.6960000000000006,0.24640000000000006,nan,nan,nan,nan
693,0.6311111111111111,195.0,151.0,10.0,0.9337748344370861,16.0,0.0,133.25933746623988,nan,nan,nan,nan,nan,3.6840000000000006,0.24560000000000004,nan,nan,nan,nan
694,0.6444444444444445,179.0,156.0,12.0,0.9230769230769231,14.0,0.0,136.61344181442266,nan,nan,nan,nan,nan,3.6720000000000006,0.24480000000000005,nan,nan,nan,nan
695,0.6444444444444445,188.0,156.0,12.0,0.9230769230769231,15.0,0.0,136.31226243352887,nan,nan,nan,nan,nan,3.6600000000000006,0.24400000000000005,nan,nan,nan,nan
696,0.6355555555555555,203.0,158.0,16.0,0.8987341772151899,16.0,0.0,132.03938226318365,nan,nan,nan,nan,nan,3.6480000000000006,0.24320000000000006,nan,nan,nan,nan
697,0.6088888888888889,191.0,151.0,15.0,0.9006622516556292,14.0,0.0,127.53838427734371,nan,nan,nan,nan,nan,3.6360000000000006,0.24240000000000006,nan,nan,nan,nan
698,0.6844444444444444,207.0,171.0,18.0,0.8947368421052632,16.0,0.0,142.97303271198268,nan,nan,nan,nan,nan,3.6240000000000006,0.24160000000000004,nan,nan,nan,nan
699,0.7066666666666667,207.0,176.0,18.0,0.8977272727272727,15.0,0.0,148.11460319900496,nan,nan,nan,nan,nan,3.6120000000000005,0.24080000000000004,nan,nan,nan,nan
700,0.5866666666666667,174.0,146.0,15.0,0.8972602739726028,14.0,0.0,122.55362524700173,nan,nan,nan,nan,nan,3.6000000000000005,0.24000000000000005,0.6820444444444447,0.6342222222222222,0.9277144692639884,0.0
701,0.6844444444444444,208.0,167.0,14.0,0.9161676646706587,16.0,0.0,144.07938332748398,nan,nan,nan,nan,nan,3.5880000000000005,0.23920000000000005,nan,nan,nan,nan
702,0.6844444444444444,211.0,173.0,20.0,0.884393063583815,16.0,0.0,141.94865193367002,nan,nan,nan,nan,nan,3.5760000000000005,0.23840000000000006,nan,nan,nan,nan
703,0.6888888888888889,206.0,169.0,15.0,0.9112426035502958,16.0,0.0,144.70059436511997,nan,nan,nan,nan,nan,3.5640000000000005,0.23760000000000003,nan,nan,nan,nan
704,0.7066666666666667,211.0,170.0,12.0,0.9294117647058824,16.0,0.0,149.6714581899643,4.864285945892334,-0.003034992259927094,8.367531657218933,2.9810440242290497,0.003709416723722825,3.5520000000000005,0.23680000000000004,nan,nan,nan,nan
705,0.5866666666666667,173.0,138.0,7.0,0.9492753623188406,14.0,0.0,125.08483951377875,nan,nan,nan,nan,nan,3.5400000000000005,0.23600000000000004,nan,nan,nan,nan
706,0.7022222222222222,197.0,165.0,8.0,0.9515151515151515,16.0,0.0,150.11343988275522,nan,nan,nan,nan,nan,3.5280000000000005,0.23520000000000005,nan,nan,nan,nan
707,0.6666666666666666,201.0,164.0,15.0,0.9085365853658537,15.0,0.0,140.26111025333395,nan,nan,nan,nan,nan,3.5160000000000005,0.23440000000000005,nan,nan,nan,nan
708,0.6044444444444445,182.0,145.0,10.0,0.9310344827586207,14.0,0.0,128.00194790792474,nan,nan,nan,nan,nan,3.5040000000000004,0.23360000000000003,nan,nan,nan,nan
709,0.6533333333333333,188.0,156.0,10.0,0.9358974358974359,14.0,0.0,139.31163138389599,nan,nan,nan,nan,nan,3.4920000000000004,0.23280000000000003,nan,nan,nan,nan
710,0.6711111111111111,206.0,166.0,16.0,0.9036144578313253,16.0,0.0,140.50137614250178,nan,nan,nan,nan,nan,3.4800000000000004,0.23200000000000004,nan,nan,nan,nan
711,0.6888888888888889,203.0,166.0,12.0,0.927710843373494,15.0,0.0,146.1437376875877,nan,nan,nan,nan,nan,3.4680000000000004,0.23120000000000004,nan,nan,nan,nan
712,0.6888888888888889,210.0,174.0,20.0,0.8850574712643678,16.0,0.0,143.2965782876014,nan,nan,nan,nan,nan,3.4560000000000004,0.23040000000000005,nan,nan,nan,nan
713,0.7244444444444444,209.0,177.0,15.0,0.9152542372881356,16.0,0.0,152.93479268360136,nan,nan,nan,nan,nan,3.4440000000000004,0.22960000000000003,nan,nan,nan,nan
714,0.6666666666666666,202.0,164.0,15.0,0.9085365853658537,16.0,0.0,139.60652243185046,nan,nan,nan,nan,nan,3.4320000000000004,0.22880000000000003,nan,nan,nan,nan
715,0.6622222222222223,193.0,156.0,8.0,0.9487179487179487,15.0,0.0,141.44183767032618,nan,nan,nan,nan,nan,3.4200000000000004,0.22800000000000004,nan,nan,nan,nan
716,0.72,208.0,176.0,15.0,0.9147727272727273,16.0,0.0,151.9186097884179,nan,nan,nan,nan,nan,3.4080000000000004,0.22720000000000004,nan,nan,nan,nan
717,0.6133333333333333,187.0,150.0,13.0,0.9133333333333333,14.0,0.0,129.2109378666878,nan,nan,nan,nan,nan,3.3960000000000004,0.22640000000000005,nan,nan,nan,nan
718,0.6977777777777778,210.0,170.0,14.0,0.9176470588235294,16.0,0.0,147.11408594512932,nan,nan,nan,nan,nan,3.3840000000000003,0.22560000000000002,nan,nan,nan,nan
719,0.6044444444444445,181.0,149.0,14.0,0.9060402684563759,14.0,0.0,126.93909309291848,nan,nan,nan,nan,nan,3.3720000000000003,0.22480000000000003,nan,nan,nan,nan
720,0.6533333333333333,214.0,171.0,25.0,0.8538011695906432,16.0,0.0,132.95225714921955,4.791805028915405,0.00028760306304320693,8.319740891456604,2.9218747317790985,0.0005943513406236889,3.3600000000000003,0.22400000000000003,nan,nan,nan,nan
721,0.6622222222222223,208.0,165.0,17.0,0.896969696969697,16.0,0.0,137.9593278932571,nan,nan,nan,nan,nan,3.3480000000000003,0.22320000000000004,nan,nan,nan,nan
722,0.6933333333333334,219.0,170.0,15.0,0.9117647058823529,16.0,0.0,145.6047962913514,nan,nan,nan,nan,nan,3.3360000000000003,0.22240000000000004,nan,nan,nan,nan
723,0.68,205.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.6863296098709,nan,nan,nan,nan,nan,3.3240000000000003,0.22160000000000002,nan,nan,nan,nan
724,0.68,210.0,171.0,19.0,0.8888888888888888,16.0,0.0,141.3894549169541,nan,nan,nan,nan,nan,3.3120000000000003,0.22080000000000002,nan,nan,nan,nan
725,0.6711111111111111,214.0,172.0,22.0,0.872093023255814,16.0,0.0,138.60328052425385,nan,nan,nan,nan,nan,3.3000000000000003,0.22000000000000003,nan,nan,nan,nan
726,0.5555555555555556,178.0,143.0,19.0,0.8671328671328671,14.0,0.0,113.88742608118051,nan,nan,nan,nan,nan,3.2880000000000003,0.21920000000000003,nan,nan,nan,nan
727,0.7066666666666667,219.0,178.0,20.0,0.8876404494382022,16.0,0.0,146.98413608074185,nan,nan,nan,nan,nan,3.2760000000000002,0.21840000000000004,nan,nan,nan,nan
728,0.6266666666666667,187.0,153.0,13.0,0.9150326797385621,13.0,0.0,132.60921500110626,nan,nan,nan,nan,nan,3.2640000000000002,0.21760000000000002,nan,nan,nan,nan
729,0.6933333333333334,204.0,172.0,17.0,0.9011627906976745,16.0,0.0,145.17006617832186,nan,nan,nan,nan,nan,3.2520000000000002,0.21680000000000002,nan,nan,nan,nan
730,0.6888888888888889,206.0,170.0,16.0,0.9058823529411765,16.0,0.0,144.49495214271528,nan,nan,nan,nan,nan,3.24,0.21600000000000003,nan,nan,nan,nan
731,0.5688888888888889,170.0,140.0,13.0,0.9071428571428571,13.0,0.0,119.66505224084861,nan,nan,nan,nan,nan,3.228,0.21520000000000003,nan,nan,nan,nan
732,0.6355555555555555,204.0,169.0,27.0,0.8402366863905325,15.0,0.0,129.07324357366562,nan,nan,nan,nan,nan,3.216,0.21440000000000003,nan,nan,nan,nan
733,0.6577777777777778,211.0,165.0,18.0,0.8909090909090909,16.0,0.0,136.74857897138594,nan,nan,nan,nan,nan,3.204,0.2136,nan,nan,nan,nan
734,0.64,208.0,167.0,24.0,0.8562874251497006,16.0,0.0,130.7918588080407,nan,nan,nan,nan,nan,3.192,0.21280000000000002,nan,nan,nan,nan
735,0.64,206.0,164.0,21.0,0.8719512195121951,15.0,0.0,132.04308252048486,nan,nan,nan,nan,nan,3.18,0.21200000000000002,nan,nan,nan,nan
736,0.64,184.0,152.0,9.0,0.9407894736842105,14.0,0.0,136.6163223562241,10.391604363918304,0.0003205235116183758,19.517878890037537,3.1208288371562958,0.0014781636455154512,3.168,0.21120000000000003,nan,nan,nan,nan
737,0.5733333333333334,174.0,142.0,14.0,0.9014084507042254,13.0,0.0,120.27239889812478,nan,nan,nan,nan,nan,3.156,0.21040000000000003,nan,nan,nan,nan
738,0.6933333333333334,215.0,178.0,23.0,0.8707865168539326,16.0,0.0,143.30344885301588,nan,nan,nan,nan,nan,3.144,0.2096,nan,nan,nan,nan
739,0.6888888888888889,207.0,173.0,19.0,0.8901734104046243,16.0,0.0,143.70765264034262,nan,nan,nan,nan,nan,3.132,0.2088,nan,nan,nan,nan
740,0.6844444444444444,217.0,172.0,19.0,0.8895348837209303,16.0,0.0,142.45606032848357,nan,nan,nan,nan,nan,3.12,0.20800000000000002,nan,nan,nan,nan
741,0.7111111111111111,209.0,175.0,16.0,0.9085714285714286,15.0,0.0,149.90269127941133,nan,nan,nan,nan,nan,3.108,0.20720000000000002,nan,nan,nan,nan
742,0.64,184.0,153.0,10.0,0.934640522875817,14.0,0.0,136.22951395797742,nan,nan,nan,nan,nan,3.096,0.20640000000000003,nan,nan,nan,nan
743,0.6311111111111111,204.0,157.0,16.0,0.8980891719745223,15.0,0.0,131.70936109304427,nan,nan,nan,nan,nan,3.084,0.2056,nan,nan,nan,nan
744,0.6088888888888889,200.0,159.0,23.0,0.8553459119496856,16.0,0.0,124.19086528635027,nan,nan,nan,nan,nan,3.072,0.2048,nan,nan,nan,nan
745,0.6577777777777778,202.0,166.0,19.0,0.8855421686746988,15.0,0.0,136.99565025806416,nan,nan,nan,nan,nan,3.06,0.20400000000000001,nan,nan,nan,nan
746,0.6177777777777778,191.0,154.0,16.0,0.8961038961038961,15.0,0.0,128.73050687170036,nan,nan,nan,nan,nan,3.048,0.20320000000000002,nan,nan,nan,nan
747,0.6222222222222222,202.0,161.0,22.0,0.8633540372670807,16.0,0.0,127.61713471317297,nan,nan,nan,nan,nan,3.036,0.20240000000000002,nan,nan,nan,nan
748,0.6533333333333333,194.0,162.0,16.0,0.9012345679012346,15.0,0.0,137.1140176520349,nan,nan,nan,nan,nan,3.024,0.2016,nan,nan,nan,nan
749,0.6088888888888889,178.0,147.0,11.0,0.9251700680272109,14.0,0.0,128.7105811290742,nan,nan,nan,nan,nan,3.012,0.2008,nan,nan,nan,nan
750,0.68,206.0,168.0,16.0,0.9047619047619048,16.0,0.0,142.54843410301208,nan,nan,nan,nan,nan,3.0,0.2,nan,nan,nan,nan
751,0.6977777777777778,220.0,177.0,21.0,0.8813559322033898,16.0,0.0,144.8939912161826,nan,nan,nan,nan,nan,2.988,0.19920000000000002,nan,nan,nan,nan
