result_file,map_size,decision_family,approach,artifact_kind,bytes
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_selector_smoke.config.json,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,configuration,5391
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_selector_smoke.csv,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,supporting_result,789
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_smoke/ensemble_report.json,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_smoke,supporting_result,1576
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_smoke/member_00_training.csv,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/current_profile_ensemble_smoke,training_metric,165
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/v12_diverse_full_seed13000.config.json,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,configuration,5317
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/v12_diverse_full_seed13000.csv,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,supporting_result,633
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/v12_v11_equivalent_seed13000.config.json,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,configuration,5251
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/v12_v11_equivalent_seed13000.csv,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,supporting_result,574
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/varied_static_smoke.config.json,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,configuration,5313
15x15/model_based/learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08/varied_static_smoke.csv,15x15,model_based,learned_frontier_ranker/obsolete_pre_equivalence_controller/2026-08-08,supporting_result,1100
15x15/model_based/learned_frontier_ranker/phase1_frontier_scorer/rollout_comparison.csv,15x15,model_based,learned_frontier_ranker/phase1_frontier_scorer,comparison,7526
15x15/model_based/learned_frontier_ranker/phase1_frontier_scorer/seed_split.json,15x15,model_based,learned_frontier_ranker/phase1_frontier_scorer,configuration,2257
15x15/model_based/learned_frontier_ranker/phase1_frontier_scorer/test_metrics.json,15x15,model_based,learned_frontier_ranker/phase1_frontier_scorer,metric,112
15x15/model_based/learned_frontier_ranker/phase1_frontier_scorer/train_config.json,15x15,model_based,learned_frontier_ranker/phase1_frontier_scorer,configuration,305
15x15/model_based/learned_frontier_ranker/phase1_frontier_scorer/training_log.csv,15x15,model_based,learned_frontier_ranker/phase1_frontier_scorer,training_metric,3203
15x15/model_based/learned_frontier_ranker/phase2_exploration_scorer/rollout_comparison.csv,15x15,model_based,learned_frontier_ranker/phase2_exploration_scorer,comparison,7771
15x15/model_based/learned_frontier_ranker/phase2_exploration_scorer/seed_split.json,15x15,model_based,learned_frontier_ranker/phase2_exploration_scorer,configuration,2257
15x15/model_based/learned_frontier_ranker/phase2_exploration_scorer/test_metrics.json,15x15,model_based,learned_frontier_ranker/phase2_exploration_scorer,metric,247
15x15/model_based/learned_frontier_ranker/phase2_exploration_scorer/train_config.json,15x15,model_based,learned_frontier_ranker/phase2_exploration_scorer,configuration,411
15x15/model_based/learned_frontier_ranker/phase2_exploration_scorer/training_log.csv,15x15,model_based,learned_frontier_ranker/phase2_exploration_scorer,training_metric,7022
15x15/model_based/planner_residual_target_ppo/episode_metrics.csv,15x15,model_based,planner_residual_target_ppo,metric,430903
15x15/model_based/planner_residual_target_ppo/summary.json,15x15,model_based,planner_residual_target_ppo,metric,2592
15x15/model_based/planner_residual_target_ppo/train_config.txt,15x15,model_based,planner_residual_target_ppo,configuration,666
15x15/model_based/spatial_target_ppo_with_planner/episode_metrics.csv,15x15,model_based,spatial_target_ppo_with_planner,metric,423539
15x15/model_based/spatial_target_ppo_with_planner/summary.json,15x15,model_based,spatial_target_ppo_with_planner,metric,2426
15x15/model_based/spatial_target_ppo_with_planner/train_config.txt,15x15,model_based,spatial_target_ppo_with_planner,configuration,533
15x15/non_model_based/deterministic_sweep_baseline/legacy_root_run/adaptive_smoke.csv,15x15,non_model_based,deterministic_sweep_baseline/legacy_root_run,supporting_result,552
15x15/non_model_based/deterministic_sweep_baseline/legacy_root_run/evaluation.csv,15x15,non_model_based,deterministic_sweep_baseline/legacy_root_run,evaluation,8107
15x15/non_model_based/deterministic_sweep_baseline/legacy_root_run/evaluation_adaptive.csv,15x15,non_model_based,deterministic_sweep_baseline/legacy_root_run,evaluation,1737
15x15/non_model_based/partial_observation_frontier_planner/baseline_10/planner_config.txt,15x15,non_model_based,partial_observation_frontier_planner/baseline_10,configuration,366
15x15/non_model_based/partial_observation_frontier_planner/baseline_10/planner_metrics.csv,15x15,non_model_based,partial_observation_frontier_planner/baseline_10,metric,550
15x15/non_model_based/partial_observation_frontier_planner/baseline_10/summary.json,15x15,non_model_based,partial_observation_frontier_planner/baseline_10,metric,782
15x15/non_model_based/partial_observation_frontier_planner/baseline_100/planner_config.txt,15x15,non_model_based,partial_observation_frontier_planner/baseline_100,configuration,368
15x15/non_model_based/partial_observation_frontier_planner/baseline_100/planner_metrics.csv,15x15,non_model_based,partial_observation_frontier_planner/baseline_100,metric,555
15x15/non_model_based/partial_observation_frontier_planner/baseline_100/summary.json,15x15,non_model_based,partial_observation_frontier_planner/baseline_100,metric,787
15x15/non_model_based/partial_observation_frontier_planner/baseline_50/planner_config.txt,15x15,non_model_based,partial_observation_frontier_planner/baseline_50,configuration,366
15x15/non_model_based/partial_observation_frontier_planner/baseline_50/planner_metrics.csv,15x15,non_model_based,partial_observation_frontier_planner/baseline_50,metric,554
15x15/non_model_based/partial_observation_frontier_planner/baseline_50/summary.json,15x15,non_model_based,partial_observation_frontier_planner/baseline_50,metric,786
15x15/non_model_based/two_phase_belief_map_planner/legacy_root_run/evaluation.csv,15x15,non_model_based,two_phase_belief_map_planner/legacy_root_run,evaluation,20351
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_diverse_full_seed13000.config.json,15x15,non_model_based,two_phase_belief_map_planner/verification,configuration,5166
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_diverse_full_seed13000.csv,15x15,non_model_based,two_phase_belief_map_planner/verification,supporting_result,798
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_diverse_smoke.config.json,15x15,non_model_based,two_phase_belief_map_planner/verification,configuration,5162
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_diverse_smoke.csv,15x15,non_model_based,two_phase_belief_map_planner/verification,supporting_result,753
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_static_seed7.csv,15x15,non_model_based,two_phase_belief_map_planner/verification,supporting_result,710
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_static_seed7_after_revert.config.json,15x15,non_model_based,two_phase_belief_map_planner/verification,configuration,1365
15x15/non_model_based/two_phase_belief_map_planner/verification/v11_static_seed7_after_revert.csv,15x15,non_model_based,two_phase_belief_map_planner/verification,supporting_result,764
15x15/non_model_based/two_phase_belief_map_planner/verification/v12_v11_equivalent_full_seed13000.config.json,15x15,non_model_based,two_phase_belief_map_planner/verification,configuration,5251
15x15/non_model_based/two_phase_belief_map_planner/verification/v12_v11_equivalent_full_seed13000.csv,15x15,non_model_based,two_phase_belief_map_planner/verification,supporting_result,574
31x31/model_based/planner_residual_target_ppo/episode_metrics.csv,31x31,model_based,planner_residual_target_ppo,metric,434482
31x31/model_based/planner_residual_target_ppo/summary.json,31x31,model_based,planner_residual_target_ppo,metric,2598
31x31/model_based/planner_residual_target_ppo/train_config.txt,31x31,model_based,planner_residual_target_ppo,configuration,687
31x31/non_model_based/partial_observation_frontier_planner/baseline_10/planner_config.txt,31x31,non_model_based,partial_observation_frontier_planner/baseline_10,configuration,1294
31x31/non_model_based/partial_observation_frontier_planner/baseline_10/planner_metrics.csv,31x31,non_model_based,partial_observation_frontier_planner/baseline_10,metric,598
31x31/non_model_based/partial_observation_frontier_planner/baseline_10/summary.json,31x31,non_model_based,partial_observation_frontier_planner/baseline_10,metric,2024
31x31/non_model_based/partial_observation_frontier_planner/baseline_100/planner_config.txt,31x31,non_model_based,partial_observation_frontier_planner/baseline_100,configuration,1296
31x31/non_model_based/partial_observation_frontier_planner/baseline_100/planner_metrics.csv,31x31,non_model_based,partial_observation_frontier_planner/baseline_100,metric,602
31x31/non_model_based/partial_observation_frontier_planner/baseline_100/summary.json,31x31,non_model_based,partial_observation_frontier_planner/baseline_100,metric,2028
31x31/non_model_based/partial_observation_frontier_planner/baseline_50/planner_config.txt,31x31,non_model_based,partial_observation_frontier_planner/baseline_50,configuration,1294
31x31/non_model_based/partial_observation_frontier_planner/baseline_50/planner_metrics.csv,31x31,non_model_based,partial_observation_frontier_planner/baseline_50,metric,603
31x31/non_model_based/partial_observation_frontier_planner/baseline_50/summary.json,31x31,non_model_based,partial_observation_frontier_planner/baseline_50,metric,2029
45x45/non_model_based/partial_observation_frontier_planner/baseline_10/planner_config.txt,45x45,non_model_based,partial_observation_frontier_planner/baseline_10,configuration,1297
45x45/non_model_based/partial_observation_frontier_planner/baseline_10/planner_metrics.csv,45x45,non_model_based,partial_observation_frontier_planner/baseline_10,metric,602
45x45/non_model_based/partial_observation_frontier_planner/baseline_10/summary.json,45x45,non_model_based,partial_observation_frontier_planner/baseline_10,metric,2031
README.md,README.md,unknown,unknown,supporting_result,1343
