episodes,seed,save_dir,trace_every,max_consecutive_turns,meat_conserve_health_norm,revisit_cost,repeat_visit_cost,hazard_cost,reserve_health_norm,resource_energy_margin,frontier_info_weight,frontier_cost_weight,frontier_hazard_weight,force_safe_frontier_forward,environment_preset,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,terminated,coverage_p10
10,50000,runs/runs_31x31/runs_planner/baseline_10,1,2,0.8,1.8,0.35,10.0,0.5,4.0,0.14,0.035,0.65,True,31x31-area-scaled,0.65369406867846,778.0,664.1,36.9,0.9444798871243693,62.4,0.0,1.0,0.6336108220603538
