episode,global_step,epsilon,reward,coverage,final_health,length,new_tile_rate,revisit_rate,wall_hit_rate,turn_streak_rate,hazard_contact_rate,seen_coverage,center_seen_coverage,action_forward_rate,action_left_rate,action_right_rate,max_no_new_tile_streak,stagnation_step_rate,coverage_gain_25,energy_spent,coverage_gain_per_energy,new_tiles_per_energy,obs_novelty_mean,turn_oscillation_rate,forward_after_turn_success_rate,coverage_at_step_50,coverage_at_step_100,coverage_at_step_150,seen_at_step_50,seen_at_step_100,seen_at_step_150,center_seen_at_step_50,center_seen_at_step_100,center_seen_at_step_150,mean_loss,mean_q_loss,mean_aux_loss,aux_weight,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_seen_coverage_mean,eval_center_seen_coverage_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_energy_spent_mean,eval_coverage_gain_per_energy_mean,eval_new_tiles_per_energy_mean,eval_obs_novelty_mean_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,eval_seen_at_step_50_mean,eval_seen_at_step_100_mean,eval_seen_at_step_150_mean,eval_center_seen_at_step_50_mean,eval_center_seen_at_step_100_mean,eval_center_seen_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_final_health_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_seen_coverage_mean,holdout_eval_center_seen_coverage_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_energy_spent_mean,holdout_eval_coverage_gain_per_energy_mean,holdout_eval_new_tiles_per_energy_mean,holdout_eval_obs_novelty_mean_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,holdout_eval_seen_at_step_50_mean,holdout_eval_seen_at_step_100_mean,holdout_eval_seen_at_step_150_mean,holdout_eval_center_seen_at_step_50_mean,holdout_eval_center_seen_at_step_100_mean,holdout_eval_center_seen_at_step_150_mean,eval_soft_score
21,4224,0.9554133333333333,-1.8518088717460635,0.3244444444444444,0,162,0.4444444444444444,0.10493827160493827,0.0,0.13580246913580246,0.0,0.76,0.8461538461538461,0.5493827160493827,0.21604938271604937,0.2345679012345679,13.0,0.10493827160493827,0.045714285714285714,100.04579877853377,0.0031985351099886516,0.7196703997474466,0.9937750853800168,0.012345679012345678,0.7647058823529411,0.13333333333333333,0.22666666666666666,0.3244444444444444,0.47555555555555556,0.6844444444444444,0.76,0.6331360946745562,0.834319526627219,0.8461538461538461,0.026163016445934772,0.006938601890578866,0.13044555857777596,0.147375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,4418,0.9533655555555556,-1.9923405828475933,0.37777777777777777,0,194,0.4329896907216495,0.12886597938144329,0.0,0.11855670103092783,0.0,0.8177777777777778,0.9053254437869822,0.5618556701030928,0.17525773195876287,0.26288659793814434,25.0,0.14948453608247422,0.04842105263157895,120.65086269378634,0.0030943279227174597,0.6962237826114285,0.9984902411401368,0.0,0.6935483870967742,0.14666666666666667,0.17333333333333334,0.28,0.5066666666666667,0.5155555555555555,0.7955555555555556,0.6153846153846154,0.621301775147929,0.8994082840236687,0.025809741392731667,0.006456572888419032,0.13143068924546242,0.14725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,4621,0.9512227777777778,-2.872337136745452,0.3333333333333333,0,203,0.3645320197044335,0.17733990147783252,0.0,0.1724137931034483,0.0,0.7022222222222222,0.7633136094674556,0.541871921182266,0.270935960591133,0.18719211822660098,52.0,0.2413793103448276,0.03654320987654321,120.27940130233732,0.002734374176524088,0.6152341897179198,0.975419829559709,0.009852216748768473,0.5689655172413793,0.13777777777777778,0.21333333333333335,0.3288888888888889,0.5866666666666667,0.6088888888888889,0.7022222222222222,0.7100591715976331,0.7337278106508875,0.7633136094674556,0.02594552729278803,0.007109074061736465,0.12803026512265206,0.147125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,4806,0.9492700000000001,-1.0623276765346534,0.4177777777777778,0,185,0.5027027027027027,0.10810810810810811,0.0,0.10810810810810811,0.0,0.9511111111111111,0.9881656804733728,0.6108108108108108,0.20540540540540542,0.1837837837837838,11.0,0.0918918918918919,0.05666666666666667,120.26026358604405,0.003436990083075952,0.773322768692089,0.9834665475668573,0.0,0.7115384615384616,0.1288888888888889,0.23555555555555555,0.3466666666666667,0.4311111111111111,0.6266666666666667,0.8622222222222222,0.4911242603550296,0.6923076923076923,0.9289940828402367,0.026337972097098827,0.006720677157863975,0.1334509879350662,0.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,5009,0.9471272222222222,-2.2255130848884566,0.39555555555555555,0,203,0.43349753694581283,0.14285714285714285,0.0,0.09852216748768473,0.0,0.8311111111111111,0.9289940828402367,0.5763546798029556,0.2315270935960591,0.1921182266009852,19.0,0.15270935960591134,0.04345679012345679,130.3572674751279,0.0030003015457940223,0.675067847803655,0.9935895104076318,0.0049261083743842365,0.6818181818181818,0.10666666666666667,0.21333333333333335,0.3022222222222222,0.38666666666666666,0.6311111111111111,0.7422222222222222,0.4260355029585799,0.7041420118343196,0.834319526627219,0.024431932345032693,0.006778462138026953,0.1201938472688198,0.146875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,5184,0.94528,-1.0569440960884087,0.38666666666666666,0,175,0.49142857142857144,0.10285714285714286,0.0,0.11428571428571428,0.0,0.8088888888888889,0.863905325443787,0.5942857142857143,0.21142857142857144,0.19428571428571428,13.0,0.05714285714285714,0.0546031746031746,110.4947056770322,0.00345919037369473,0.7783178340813143,0.9880330136796331,0.005714285714285714,0.7254901960784313,0.13333333333333333,0.24888888888888888,0.36,0.5377777777777778,0.7288888888888889,0.8088888888888889,0.6094674556213018,0.7869822485207101,0.863905325443787,0.020141354016959667,0.0063921964261680845,0.09369102157652379,0.14675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,5404,0.9429577777777778,-1.2924016304016113,0.48444444444444446,0,220,0.4909090909090909,0.08636363636363636,0.0,0.12272727272727273,0.0,0.8711111111111111,0.8875739644970414,0.5772727272727273,0.20909090909090908,0.21363636363636362,9.0,0.05909090909090909,0.05432098765432099,140.68953933715795,0.0034117675149230213,0.7676476908576797,0.9986686671872116,0.004545454545454545,0.8181818181818182,0.14222222222222222,0.24,0.3422222222222222,0.48444444444444446,0.6622222222222223,0.8622222222222222,0.5976331360946746,0.7100591715976331,0.8875739644970414,0.016341656539589168,0.006142909219488501,0.06955667585134506,0.146625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,5554,0.9413744444444444,-1.138044100284577,0.36444444444444446,0,150,0.54,0.06666666666666667,0.013333333333333334,0.09333333333333334,0.0,0.7644444444444445,0.8224852071005917,0.62,0.24666666666666667,0.13333333333333333,5.0,0.0,0.060000000000000005,100.12422952651958,0.00359553328602292,0.8089949893551569,0.9980473785412437,0.0,0.8372093023255814,0.13777777777777778,0.24,0.36444444444444446,0.6222222222222222,0.6266666666666667,0.7644444444444445,0.6449704142011834,0.650887573964497,0.8224852071005917,0.016458713822066783,0.006030294205993414,0.07118374705314637,0.1465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,5751,0.939295,-2.167083782196045,0.37333333333333335,0,197,0.4213197969543147,0.1218274111675127,0.005076142131979695,0.1319796954314721,0.0,0.6933333333333334,0.7218934911242604,0.5482233502538071,0.2131979695431472,0.23857868020304568,9.0,0.06598984771573604,0.046414141414141415,120.42936935424773,0.0030631140133582178,0.689200653005599,0.9970264647836198,0.005076142131979695,0.6825396825396826,0.12,0.22666666666666666,0.3022222222222222,0.48444444444444446,0.6088888888888889,0.6844444444444444,0.5621301775147929,0.6745562130177515,0.7218934911242604,0.013689865544438361,0.0061851397156715395,0.05127054266631603,0.146375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,5966,0.9370255555555556,-3.311378569602966,0.30666666666666664,0,215,0.31627906976744186,0.19534883720930232,0.004651162790697674,0.18604651162790697,0.0,0.64,0.6686390532544378,0.5162790697674419,0.2558139534883721,0.22790697674418606,41.0,0.3209302325581395,0.03390946502057613,120.01312923431354,0.0025182429968321532,0.5666046742872345,0.9836524715080867,0.004651162790697674,0.5396825396825397,0.13777777777777778,0.20444444444444446,0.29333333333333333,0.4266666666666667,0.5288888888888889,0.64,0.46745562130177515,0.5502958579881657,0.6686390532544378,0.01391072515398264,0.0057414621114730835,0.0558582104742527,0.14625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,6216,0.9343866666666667,-1.68127630329132,0.47555555555555556,2,250,0.424,0.1,0.012,0.228,0.0,0.8444444444444444,0.9289940828402367,0.536,0.216,0.248,38.0,0.26,0.04711111111111112,147.63120288848887,0.0031911350845454955,0.7180053940227364,0.9438799521773714,0.048,0.6206896551724138,0.14222222222222222,0.28444444444444444,0.40444444444444444,0.5333333333333333,0.8444444444444444,0.8444444444444444,0.6094674556213018,0.9289940828402367,0.9289940828402367,0.013638640008866786,0.005503565864637494,0.05567201860249042,0.146125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,6376,0.9326977777777777,-1.6597786402702313,0.37777777777777777,0,160,0.525,0.075,0.0,0.0875,0.0,0.8888888888888888,0.9408284023668639,0.6,0.2,0.2,6.0,0.00625,0.05809523809523809,110.52170133590684,0.003377918805273069,0.7600317311864404,0.9981694173824159,0.0125,0.88,0.13333333333333333,0.23555555555555555,0.35555555555555557,0.49333333333333335,0.6844444444444444,0.8888888888888888,0.5562130177514792,0.7633136094674556,0.9408284023668639,0.013126196246594191,0.005093072121962905,0.05502140019088984,0.146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,6561,0.930745,-1.3884875934123981,0.4,0,185,0.4810810810810811,0.12972972972972974,0.0,0.0918918918918919,0.0,0.8355555555555556,0.893491124260355,0.6108108108108108,0.1891891891891892,0.2,12.0,0.08108108108108109,0.04944444444444445,120.46178660392737,0.0032836600444597712,0.7388235100034485,0.9818240434584431,0.005405405405405406,0.6181818181818182,0.15555555555555556,0.27111111111111114,0.3511111111111111,0.6666666666666666,0.8088888888888889,0.8133333333333334,0.7396449704142012,0.893491124260355,0.893491124260355,0.014119064901024103,0.0060684706550091505,0.0551883039996028,0.145875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,6751,0.9287394444444445,-1.336529256343841,0.39555555555555555,0,190,0.4631578947368421,0.14210526315789473,0.0,0.08421052631578947,0.0,0.8133333333333334,0.9408284023668639,0.6052631578947368,0.19473684210526315,0.2,10.0,0.07894736842105263,0.05,120.63361196517914,0.003242140434491883,0.7294815977606737,0.9953753702292614,0.005263157894736842,0.7966101694915254,0.13777777777777778,0.2222222222222222,0.3333333333333333,0.40444444444444444,0.64,0.7955555555555556,0.47928994082840237,0.7633136094674556,0.9230769230769231,0.013332891929894685,0.005547482706606388,0.0534161863848567,0.14575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,6995,0.9261638888888889,-3.6986278312206267,0.4088888888888889,0,244,0.3729508196721312,0.1598360655737705,0.004098360655737705,0.16393442622950818,0.0,0.8311111111111111,0.9112426035502958,0.5368852459016393,0.21311475409836064,0.25,25.0,0.1721311475409836,0.04044444444444445,150.04407458305351,0.002695504274782763,0.6064884618261216,0.993998089778413,0.012295081967213115,0.6027397260273972,0.12,0.24444444444444444,0.29333333333333333,0.49777777777777776,0.6,0.6,0.5857988165680473,0.6745562130177515,0.6745562130177515,0.013414504285901786,0.00530753917992115,0.05567014776170254,0.145625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,7182,0.9241900000000001,-0.25918013954162433,0.4488888888888889,0,187,0.5347593582887701,0.09090909090909091,0.0106951871657754,0.0748663101604278,0.0,0.8577777777777778,0.9289940828402367,0.6363636363636364,0.16042780748663102,0.20320855614973263,7.0,0.0106951871657754,0.060370370370370366,120.16362037658661,0.003698660568411458,0.832198627892578,0.9888009486306729,0.0,0.7924528301886793,0.1511111111111111,0.27555555555555555,0.37777777777777777,0.5066666666666667,0.7066666666666667,0.8088888888888889,0.5976331360946746,0.8165680473372781,0.9289940828402367,0.012877635657787323,0.005832505784928799,0.048420135490596296,0.1455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,7347,0.9224483333333333,-1.1885207262039188,0.35555555555555557,0,165,0.47878787878787876,0.07878787878787878,0.0,0.12727272727272726,0.0,0.7955555555555556,0.8816568047337278,0.5575757575757576,0.23030303030303031,0.21212121212121213,10.0,0.05454545454545454,0.053121693121693125,100.60495929718,0.003489998043475705,0.7852495597820336,0.9893493374976927,0.006060606060606061,0.8269230769230769,0.1111111111111111,0.22666666666666666,0.3244444444444444,0.4444444444444444,0.5777777777777777,0.7644444444444445,0.514792899408284,0.6923076923076923,0.8757396449704142,0.01298374724574387,0.005885661579668522,0.048826039489358666,0.145375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,7535,0.9204638888888889,-2.269553143024444,0.3377777777777778,0,188,0.39893617021276595,0.12234042553191489,0.005319148936170213,0.15425531914893617,0.0,0.84,0.9171597633136095,0.526595744680851,0.21808510638297873,0.2553191489361702,28.0,0.19680851063829788,0.04371794871794872,110.34812517166117,0.0030207430603355436,0.6796671885754972,0.9899621498676723,0.005319148936170213,0.65,0.1288888888888889,0.16444444444444445,0.26666666666666666,0.5511111111111111,0.5511111111111111,0.7911111111111111,0.621301775147929,0.621301775147929,0.8875739644970414,0.012807987350970506,0.006039845570921898,0.04659650269895792,0.14525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,7729,0.9184161111111111,-4.583374693393707,0.28444444444444444,0,194,0.3247422680412371,0.16494845360824742,0.0,0.18041237113402062,0.0,0.7066666666666667,0.7928994082840237,0.4896907216494845,0.29896907216494845,0.211340206185567,61.0,0.36597938144329895,0.034999999999999996,120.56547327041622,0.0023223895896961164,0.5225376576816262,0.9738373142422374,0.03608247422680412,0.5625,0.1511111111111111,0.26222222222222225,0.28444444444444444,0.5733333333333334,0.7066666666666667,0.7066666666666667,0.6745562130177515,0.7928994082840237,0.7928994082840237,0.012852582428604365,0.005208689393475652,0.05267109591513872,0.145125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,7933,0.9162627777777778,-2.198015434741973,0.4177777777777778,0,204,0.45588235294117646,0.10784313725490197,0.0,0.12745098039215685,0.0,0.7911111111111111,0.8816568047337278,0.5637254901960784,0.22549019607843138,0.2107843137254902,16.0,0.10294117647058823,0.051111111111111114,130.99062318801856,0.003155442147489074,0.7099744831850415,0.9971284978547701,0.004901960784313725,0.7777777777777778,0.14666666666666667,0.2577777777777778,0.37333333333333335,0.6177777777777778,0.6844444444444444,0.7911111111111111,0.727810650887574,0.7988165680473372,0.8816568047337278,0.013374772854149342,0.0053561942651867865,0.05530054345726967,0.145,-63.24722748820782,0.03866666666666667,0.0,108.4,0.0,1.0,0.07623109452736318,0.0,0.9229689054726368,0.0,0.0032782515991471215,0.22888888888888886,0.2710059171597633,0.9992000000000001,0.0008,0.0,98.9,0.8693181236673775,0.007207407407407405,95.73169036388381,0.00036056110294593505,0.0811262481628354,0.2787656720452955,0.0,0.1,0.035555555555555556,0.035555555555555556,nan,0.22222222222222224,0.22222222222222218,nan,0.2662721893491124,0.26627218934911245,nan,-52.823788543105124,0.04488888888888889,0.0,103.4,0.0,1.0,0.09480078693915903,0.0,0.9020522953790395,0.0,0.004171448706332427,0.2422222222222222,0.28047337278106504,0.9968530823181986,0.0031469176818014026,0.0,86.4,0.837484365247156,0.008918518518518517,91.53703374385826,0.00046868606495801136,0.10545436461555258,0.3107528812924075,0.0,0.3,0.035555555555555556,0.04074074074074074,nan,0.22222222222222224,0.2333333333333333,nan,0.2662721893491124,0.27416173570019725,nan,0.39620118343195265
41,8119,0.9142994444444444,-3.405832921981812,0.3244444444444444,0,186,0.3870967741935484,0.17204301075268819,0.0,0.15053763440860216,0.0,0.6977777777777778,0.7810650887573964,0.5591397849462365,0.20967741935483872,0.23118279569892472,36.0,0.24731182795698925,0.039999999999999994,120.42698020935022,0.0026572118593666647,0.5978726683574995,0.9858277474767687,0.0,0.5370370370370371,0.12,0.25333333333333335,0.3244444444444444,0.41333333333333333,0.6933333333333334,0.6977777777777778,0.5088757396449705,0.7810650887573964,0.7810650887573964,0.01227116733789444,0.0053124289959669115,0.048032705672085285,0.144875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,8309,0.9122938888888888,-2.5318027467727657,0.35555555555555557,0,190,0.41578947368421054,0.14736842105263157,0.0,0.12105263157894737,0.0,0.8311111111111111,0.9289940828402367,0.5631578947368421,0.20526315789473684,0.23157894736842105,20.0,0.18947368421052632,0.04388888888888889,120.11240711212146,0.0029231877001961925,0.6577172325441433,0.9860683736286094,0.010526315789473684,0.6779661016949152,0.13333333333333333,0.26222222222222225,0.3111111111111111,0.5688888888888889,0.7822222222222223,0.8044444444444444,0.6568047337278107,0.8994082840236687,0.9289940828402367,0.01121325334534049,0.005433192010968924,0.03993133921176195,0.14475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,8430,0.9110166666666667,-2.524697790622711,0.29777777777777775,0,121,0.5454545454545454,0.0743801652892562,0.0,0.10743801652892562,0.008264462809917356,0.6222222222222222,0.6686390532544378,0.6198347107438017,0.24793388429752067,0.1322314049586777,11.0,0.05785123966942149,0.05985185185185186,90.32093133926381,0.003247678350785751,0.730727628926794,0.9916658167897746,0.03305785123966942,0.8484848484848485,0.16,0.26666666666666666,nan,0.5288888888888889,0.6222222222222222,nan,0.621301775147929,0.6686390532544378,nan,0.012239752616733313,0.004961975757032633,0.050321710854768754,0.144625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,8638,0.9088211111111111,-0.3839191761016827,0.4444444444444444,0,208,0.47596153846153844,0.07692307692307693,0.0,0.11538461538461539,0.0,0.9422222222222222,0.9881656804733728,0.5528846153846154,0.22596153846153846,0.22115384615384615,6.0,0.009615384615384616,0.055185185185185164,120.48494453430142,0.003651908557543755,0.8216794254473448,0.9885234816111652,0.0,0.855072463768116,0.11555555555555555,0.21777777777777776,0.3288888888888889,0.44,0.5688888888888889,0.8044444444444444,0.47928994082840237,0.5976331360946746,0.8520710059171598,0.013336048182100057,0.005773450108245015,0.05233631804585457,0.1445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
