seed,environment_set,environment_variant,coverage,seen_fraction,termination_status,end_reason,actions,forward_actions,turns,replans,phase2_reached,phase2_start_step,plan_count,model_plan_count,expert_plan_count,fallback_count,fallback_rate,fallback_reasons,divergence_comparisons,target_divergences,target_divergence_rate,planned_action_count,trace_step_count,route_planned_to_executed_ratio,target_switches,forward_move_success_rate,initial_energy,final_energy,energy_delta,initial_health,final_health,health_delta,fatigue_health_loss,hazard_entries,direct_hazard_health_loss,contacts,wall_bumps,time_energy_cost_total,forward_energy_cost_total,turn_energy_cost_total,thermal_energy_cost_total,meat_health_restored,meat_health_wasted,coverage_per_action,coverage_per_forward_action,seen_per_forward_action,plans_per_100_actions,baseline_coverage,coverage_delta,baseline_seen_fraction,seen_delta,failure_score,failure_reasons
16000,standard,standard,0.07555555555555556,0.37333333333333335,truncated,max_steps,20,16,4,16,False,-1,17,0,17,0,0.0,{},17,0,0.0,112,20,5.6,10,1.0,10.0,5.518642425537106,4.481357574462894,10.0,9.0,1.0,1.0,0,0.0,"{""Empty"": 20}",0,4.000000000000001,9.599999999999998,0.4,0.4813575744628906,0.0,0.0,0.003777777777777778,0.004722222222222222,0.023333333333333334,85.0,,,,,6,"[""truncated"", ""fatigue_health_loss"", ""phase2_not_reached""]"
16001,standard,standard,0.07555555555555556,0.4088888888888889,truncated,max_steps,20,16,4,16,False,-1,17,0,17,0,0.0,{},17,0,0.0,117,20,5.85,12,1.0,10.0,5.999335002899169,4.000664997100831,10.0,9.0,1.0,1.0,0,0.0,"{""Empty"": 19, ""Flower"": 1}",0,4.000000000000001,9.599999999999998,0.4,0.0006649971008300781,0.0,0.0,0.003777777777777778,0.004722222222222222,0.025555555555555557,85.0,,,,,6,"[""truncated"", ""fatigue_health_loss"", ""phase2_not_reached""]"
