episode,global_step,epsilon,objective_reward,raw_game_reward,coverage,seen,phase_reached,length,new_tile_rate,max_revisit_streak,revisit_penalty_total,mean_loss,mean_q_loss,mean_imitation_loss,eval_coverage_mean,eval_seen_mean,eval_phase_reached_mean,eval_new_tile_rate_mean,eval_max_revisit_streak_mean,eval_revisit_penalty_total_mean,holdout_coverage_mean,holdout_seen_mean,holdout_phase_reached_mean,holdout_new_tile_rate_mean,holdout_max_revisit_streak_mean,holdout_revisit_penalty_total_mean
35,5691,0.88618,74.61312807132812,-0.2409623270034783,0.4,0.8888888888888888,1.0,128.0,0.6953125,7.0,0.8558719286718748,0.4309461236000061,0.24424943923950196,0.7865770578384399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,5829,0.88342,63.32013631769131,-0.990738936901092,0.36,0.9555555555555556,1.0,138.0,0.5797101449275363,8.0,1.5838636823085932,0.4391736537218094,0.24679403454065324,0.811568534374237,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,5997,0.88006,70.09100451038279,-1.1343704986572254,0.40444444444444444,0.8,1.0,168.0,0.5357142857142857,12.0,5.747995489617186,0.4312192738056183,0.24315099269151688,0.7946323156356812,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,6137,0.87726,76.24644312499994,-0.027587971687315083,0.4,1.0,1.0,140.0,0.6357142857142857,4.0,0.33355687500000003,0.4247270107269287,0.237179796397686,0.793473744392395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,6278,0.87444,73.75706124999998,-0.625754753112792,0.39111111111111113,0.9911111111111112,1.0,141.0,0.6170212765957447,4.0,0.34093875,0.42395853996276855,0.2340835824608803,0.8043882668018341,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,6418,0.87164,57.06519319269129,-2.017814725875854,0.3288888888888889,0.92,1.0,140.0,0.5214285714285715,9.0,1.9348068073085933,0.41877191364765165,0.2250722423195839,0.8216743409633637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,6554,0.86892,63.347956223941296,-1.07244485425949,0.35555555555555557,0.9333333333333333,1.0,136.0,0.5808823529411765,8.0,1.6950437760585935,0.4285200148820877,0.23022547215223313,0.8422455072402955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,6690,0.8662,54.13974531925388,-1.9597696342468245,0.32,0.9733333333333334,1.0,136.0,0.5220588235294118,13.0,4.483254680746093,0.42719054520130156,0.2297770455479622,0.8395811021327972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,6813,0.86374,41.71340876401948,-3.2665170583724974,0.27555555555555555,0.8622222222222222,1.0,123.0,0.4959349593495935,11.0,3.600591235980468,0.43246151208877565,0.2286524549126625,0.8677895367145538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,6975,0.8605,75.60569319269146,0.21078966283798328,0.43555555555555553,0.9644444444444444,1.0,162.0,0.5987654320987654,11.0,2.9153068073085935,0.42090465128421783,0.22679345011711122,0.8277663111686706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,7149,0.85702,94.50778069269153,0.7032101745605459,0.49333333333333335,1.0,1.0,174.0,0.632183908045977,8.0,1.3542193073085935,0.4117665201425552,0.22468258142471315,0.7991169691085815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,7287,0.85426,68.20366249999991,-1.3280743653774265,0.37777777777777777,1.0,1.0,138.0,0.6086956521739131,3.0,0.15033749999999999,0.3982138246297836,0.20666105300188065,0.8192784786224365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,7464,0.85072,86.38810053125007,-0.5162797636985771,0.4533333333333333,0.9555555555555556,1.0,177.0,0.5706214689265536,5.0,0.5028994687499999,0.3994477838277817,0.21559387892484666,0.7876752138137817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,7618,0.84764,74.19456131769137,-1.795631627082825,0.41333333333333333,0.9777777777777777,1.0,154.0,0.5974025974025974,8.0,1.5074386823085932,0.40684160888195037,0.22131800502538682,0.7959957420825958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,7784,0.84432,72.83428069269134,-0.8260551207065578,0.4,0.8044444444444444,1.0,166.0,0.536144578313253,8.0,1.493719307308593,0.3994262456893921,0.21756571233272554,0.7815160751342773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,7938,0.84124,31.131714694254008,-4.122100227832794,0.24888888888888888,1.0,1.0,154.0,0.35714285714285715,26.0,10.835285305746094,0.40317181050777434,0.21918469965457915,0.7918192028999329,0.035555555555555556,0.22222222222222224,0.0,0.06423526052533034,0.0,0.0,0.036444444444444446,0.22666666666666666,0.0,0.07114214959291985,0.0,0.0
51,8054,0.83892,45.39212807132809,-1.6167246670722961,0.28444444444444444,0.8311111111111111,1.0,116.0,0.5431034482758621,7.0,0.8708719286718748,0.3932755559682846,0.20638309121131898,0.8052161991596222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,8191,0.83618,47.60069319269134,-3.4809281249046333,0.28888888888888886,0.8755555555555555,1.0,137.0,0.46715328467153283,10.0,2.3703068073085936,0.3881583571434021,0.20852519571781158,0.7749563217163086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,8388,0.83224,95.54704372394156,-0.3499352908134442,0.5111111111111111,0.9377777777777778,1.0,197.0,0.5786802030456852,11.0,3.2389562760585937,0.3865547478199005,0.20649457424879075,0.7782683789730072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,8575,0.8285,88.74878062500008,-1.1417898261547088,0.48,0.9333333333333333,1.0,187.0,0.5721925133689839,4.0,0.34221937499999994,0.3854057967662811,0.2053591564297676,0.7796101868152618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,8702,0.82596,68.06238122394132,-0.05488554573058968,0.3688888888888889,0.9822222222222222,1.0,127.0,0.6456692913385826,8.0,1.5436187760585933,0.3808550864458084,0.21163183003664016,0.7336409330368042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,8850,0.823,68.84072381769133,-0.5500428652763371,0.38222222222222224,1.0,1.0,148.0,0.5743243243243243,8.0,1.4882761823085933,0.37453546822071077,0.20585484951734542,0.7323326587677002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,9036,0.81928,85.79960562500007,-1.3773141598701475,0.4577777777777778,0.9866666666666667,1.0,186.0,0.5483870967741935,4.0,0.4583943749999999,0.37698768973350527,0.2117723435163498,0.7185775220394135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,9235,0.8153,95.75575900156257,-1.1237042031288131,0.5111111111111111,0.9688888888888889,1.0,199.0,0.5728643216080402,6.0,0.8612409984375001,0.38488792777061465,0.21474324613809587,0.7414429306983947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,9391,0.81218,47.659674947882735,-2.523277109146117,0.3111111111111111,0.9866666666666667,1.0,156.0,0.4423076923076923,13.0,6.103325052117186,0.3897840052843094,0.22157949954271317,0.7340971529483795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,9536,0.80928,45.01969319269129,-2.422913771390915,0.3022222222222222,0.9777777777777777,1.0,145.0,0.46206896551724136,19.0,6.8703068073085936,0.38608387410640715,0.2174827739596367,0.7368642866611481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,9718,0.80564,94.36381131769153,-0.29049978661537024,0.49333333333333335,0.9688888888888889,1.0,182.0,0.6043956043956044,8.0,1.5171886823085932,0.3884932786226273,0.21801353991031647,0.74639413356781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,9858,0.80284,83.77050000000007,0.651330396890641,0.4444444444444444,0.9644444444444444,1.0,140.0,0.7071428571428572,2.0,0.09449999999999999,0.38054111003875735,0.21645850092172622,0.7193661212921143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,10011,0.7997799999999999,79.30522837656255,-0.6695560510158516,0.4177777777777778,0.9644444444444444,1.0,153.0,0.6078431372549019,6.0,0.6637716234375,0.36611966192722323,0.20550375282764435,0.7052187263965607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,10177,0.79646,76.07566640781245,-1.0332899103164679,0.43555555555555553,0.9066666666666666,1.0,166.0,0.5843373493975904,6.0,0.8573335921874999,0.36634681522846224,0.2099018946290016,0.6880194425582886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,10341,0.79318,90.9478556250001,0.03393722152710188,0.47555555555555556,0.9466666666666667,1.0,164.0,0.6463414634146342,4.0,0.384144375,0.33774336576461794,0.18852252066135405,0.6573027074337006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,10480,0.7904,63.17465337656242,-1.2582251114845275,0.36444444444444446,0.9155555555555556,1.0,139.0,0.5827338129496403,6.0,0.5273466234374999,0.33388306200504303,0.18007296025753022,0.6784409701824188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,10643,0.78714,60.14648175519126,-3.609705700397493,0.3377777777777778,0.9555555555555556,1.0,163.0,0.4601226993865031,10.0,2.902518244808594,0.332897013425827,0.18402495682239534,0.6577105641365051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,10784,0.78432,67.71799999999996,-0.7200869529247287,0.4,0.9644444444444444,1.0,141.0,0.6312056737588653,1.0,0.06,0.3402488142251968,0.18910828828811646,0.6686582267284393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,10932,0.78136,55.188574999999936,-2.422307018756865,0.3333333333333333,0.8488888888888889,1.0,148.0,0.5,3.0,0.325425,0.3582999438047409,0.20290509313344957,0.6884814143180847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,11080,0.7784,63.48446557132799,-1.59980580496788,0.35555555555555557,1.0,1.0,148.0,0.5337837837837838,7.0,0.8795344286718749,0.3548592239618301,0.2088574841618538,0.6478089392185211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,11250,0.775,85.37051303125004,-0.7551756043434145,0.4533333333333333,0.9688888888888889,1.0,170.0,0.5941176470588235,5.0,0.46948696875000007,0.33525119721889496,0.1898876279592514,0.6460603177547455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,11429,0.77142,57.554811317691225,-1.458250223636625,0.38666666666666666,0.9155555555555556,1.0,179.0,0.48044692737430167,26.0,10.517188682308594,0.3399185448884964,0.1963199257850647,0.6393463551998139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,11638,0.76724,107.92303069269158,0.7633148498535169,0.5644444444444444,0.9155555555555556,1.0,209.0,0.6028708133971292,12.0,3.4239693073085937,0.3413741201162338,0.19940105229616165,0.6334187388420105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,11785,0.7643,74.23566249999998,-0.5899982066154482,0.4,0.9555555555555556,1.0,147.0,0.6054421768707483,3.0,0.16533750000000003,0.338276544213295,0.1912879839539528,0.6567527413368225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,11924,0.76152,46.85781138538271,-2.678563113927842,0.29333333333333333,0.9955555555555555,1.0,139.0,0.4676258992805755,11.0,4.5891886146171865,0.34436157047748567,0.1962725982069969,0.6625839054584504,0.12377777777777779,0.42800000000000005,0.1,0.21330009726191973,0.6,0.023652843749999996,0.16777777777777778,0.5166666666666666,0.15,0.2833301963380392,0.75,0.027140343749999997
76,12097,0.75806,80.66444319269142,-0.5535015101432795,0.44,0.9644444444444444,1.0,173.0,0.5664739884393064,8.0,1.5495568073085932,0.3292219310998917,0.19246696084737777,0.612927258014679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,12278,0.75444,106.98481587656273,0.5651081433296208,0.5377777777777778,0.9911111111111112,1.0,181.0,0.6629834254143646,6.0,0.5831841234374999,0.3158124893903732,0.17845172733068465,0.6167542338371277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,12439,0.75122,45.49263638538275,-1.7908652677536003,0.31555555555555553,0.8222222222222222,1.0,161.0,0.43478260869565216,9.0,3.280363614617187,0.31598090529441836,0.1751461520791054,0.6333700120449066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,12589,0.74822,66.07521557132807,-1.4419999787807458,0.36,0.8444444444444444,1.0,150.0,0.5333333333333333,7.0,0.8997844286718748,0.31930136382579805,0.18092509508132934,0.6232479035854339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,12737,0.74526,68.85451303124994,-0.6460280625820145,0.38222222222222224,0.9511111111111111,1.0,148.0,0.5743243243243243,5.0,0.40948696874999996,0.32996204793453215,0.19387724250555038,0.6138364017009735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,12975,0.7404999999999999,122.99444319269178,0.8037381515502879,0.6311111111111111,1.0,1.0,238.0,0.592436974789916,8.0,1.5045568073085933,0.3167726308107376,0.18356276005506517,0.6023053348064422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82,13184,0.73632,124.71775000000036,1.9631698451042103,0.6177777777777778,0.9644444444444444,1.0,209.0,0.6602870813397129,2.0,0.20925,0.31149728298187257,0.17943358421325684,0.5983796119689941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,13401,0.73198,92.99415337656265,-0.7185112650394426,0.5155555555555555,0.9733333333333334,1.0,217.0,0.5299539170506913,6.0,0.6668466234375001,0.2963088035583496,0.16587308049201965,0.5922973453998566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
84,13578,0.72844,91.43094319269154,-0.5621222751140581,0.4888888888888889,1.0,1.0,177.0,0.615819209039548,12.0,3.4250568073085943,0.3091061145067215,0.18061810433864595,0.5844969332218171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,13710,0.7258,66.72722837656242,-0.9750479445457461,0.3688888888888889,0.9733333333333334,1.0,132.0,0.6212121212121212,6.0,0.6337716234374999,0.31486643850803375,0.18911075741052627,0.572831803560257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,13898,0.72204,94.4939431926915,0.20975995254516655,0.5111111111111111,0.9777777777777777,1.0,188.0,0.6063829787234043,8.0,1.4550568073085932,0.3005205512046814,0.18242371082305908,0.5389705926179886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
87,14099,0.71802,98.0679431926916,-0.9733466043472291,0.5111111111111111,0.9644444444444444,1.0,201.0,0.5671641791044776,11.0,2.9100568073085937,0.3021004468202591,0.1827872097492218,0.5456342577934266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,14247,0.71506,76.9310658765625,0.2788063671588916,0.4088888888888889,0.9688888888888889,1.0,148.0,0.6148648648648649,6.0,0.6379341234375,0.2964540958404541,0.17836554795503617,0.5408470749855041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,14408,0.71184,70.57150390781247,-1.4195934038162223,0.38666666666666666,0.9688888888888889,1.0,161.0,0.5341614906832298,6.0,0.8014960921874998,0.3006412982940674,0.18605384975671768,0.5256733655929565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,14557,0.70886,56.98184194269133,-1.3884148426055911,0.3422222222222222,0.8977777777777778,1.0,149.0,0.5100671140939598,9.0,2.1801580573085935,0.3075474172830582,0.19036919325590135,0.5383763611316681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,14689,0.7062200000000001,79.813280625,0.3217705025672921,0.4177777777777778,1.0,1.0,132.0,0.7045454545454546,4.0,0.232719375,0.3026584625244141,0.18483417630195617,0.5420753002166748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,14830,0.7034,60.67410053124989,-3.0646686263084426,0.3377777777777778,0.8311111111111111,1.0,141.0,0.5319148936170213,5.0,0.35889946874999995,0.3043170779943466,0.189548160135746,0.528780734539032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,14966,0.70068,61.511184069253815,-0.8780991973876958,0.36,0.9911111111111112,1.0,136.0,0.5882352941176471,9.0,2.296815930746094,0.29647629261016845,0.18156255185604095,0.5301862299442291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,15149,0.69702,91.7039125000001,-0.5346315824985491,0.4711111111111111,0.9822222222222222,1.0,183.0,0.5737704918032787,3.0,0.20508749999999998,0.2962812066078186,0.1776132121682167,0.5485367506742478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,15280,0.6944,83.25528062500003,0.838962438821794,0.44,0.9733333333333334,1.0,131.0,0.7480916030534351,4.0,0.24771937500000002,0.3093633145093918,0.19718153178691863,0.5192532747983932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,15423,0.69154,63.68165337656243,-0.6229642181396476,0.38666666666666666,0.96,1.0,143.0,0.6013986013986014,6.0,0.5423466234375,0.29658553898334505,0.1868118554353714,0.5088553607463837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,15595,0.6880999999999999,90.5921005312501,-0.40306770753860344,0.4666666666666667,0.9866666666666667,1.0,172.0,0.6046511627906976,5.0,0.37389946875,0.3197131395339966,0.20193834602832794,0.5469135403633117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,15752,0.68496,92.15146557132819,-0.11570299744605828,0.4711111111111111,1.0,1.0,157.0,0.6687898089171974,7.0,0.9095344286718751,0.33061935305595397,0.2090200737118721,0.5655897438526154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,15919,0.68162,85.1762806926915,-0.5972027041912068,0.4533333333333333,0.9644444444444444,1.0,167.0,0.6047904191616766,11.0,2.8347193073085935,0.30384178161621095,0.18236162066459655,0.5660126805305481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
