episode,global_step,epsilon,reward,coverage,final_health,length,new_tile_rate,revisit_rate,wall_hit_rate,turn_streak_rate,hazard_contact_rate,action_forward_rate,action_left_rate,action_right_rate,max_no_new_tile_streak,stagnation_step_rate,coverage_gain_25,energy_spent,coverage_gain_per_energy,new_tiles_per_energy,turn_oscillation_rate,forward_after_turn_success_rate,coverage_at_step_50,coverage_at_step_100,coverage_at_step_150,mean_loss,mean_q_loss,mean_aux_loss,aux_weight,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_energy_spent_mean,eval_coverage_gain_per_energy_mean,eval_new_tiles_per_energy_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_final_health_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_energy_spent_mean,holdout_eval_coverage_gain_per_energy_mean,holdout_eval_new_tiles_per_energy_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,eval_soft_score
11,1475,0.9844305555555556,-3.264353859901429,0.31555555555555553,0,123,0.5691056910569106,0.008130081300813009,0.11382113821138211,0.04065040650406504,0.008130081300813009,0.6910569105691057,0.13008130081300814,0.17886178861788618,10.0,0.07317073170731707,0.06268599033816424,92.20337009429919,0.0033741837287826716,0.7591913389761011,0.0,0.8181818181818182,0.13777777777777778,0.28888888888888886,nan,0.0,0.0,0.0,0.148625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,1602,0.98309,-13.542727298021315,0.15555555555555556,0,127,0.2677165354330709,0.015748031496062992,0.3464566929133858,0.11811023622047244,0.0,0.6299212598425197,0.2047244094488189,0.16535433070866143,39.0,0.4409448818897638,0.025185185185185185,100.34025998115514,0.0015059868405711847,0.33884703912851655,0.0,0.40625,0.1288888888888889,0.15555555555555556,nan,0.0,0.0,0.0,0.1485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,1763,0.9813905555555555,-14.03681852006912,0.24444444444444444,0,161,0.33540372670807456,0.043478260869565216,0.2919254658385093,0.09937888198757763,0.0,0.6708074534161491,0.14285714285714285,0.18633540372670807,42.0,0.2981366459627329,0.03428571428571429,110.00779542922947,0.0021816635726910594,0.4908743038554884,0.006211180124223602,0.6216216216216216,0.1288888888888889,0.23555555555555555,0.24444444444444444,0.0,0.0,0.0,0.148375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,1878,0.9801766666666667,-4.959941800355912,0.23555555555555555,0,115,0.45217391304347826,0.017391304347826087,0.17391304347826086,0.05217391304347826,0.017391304347826087,0.6434782608695652,0.1391304347826087,0.21739130434782608,20.0,0.2,0.047407407407407405,80.7137314319609,0.0028633431636837458,0.6442522118288428,0.0,0.6857142857142857,0.16,0.22666666666666666,nan,0.0,0.0,0.0,0.14825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,2022,0.9786566666666666,-1.3058139147758487,0.37333333333333335,0,144,0.5763888888888888,0.041666666666666664,0.0625,0.04861111111111111,0.0,0.6805555555555556,0.1527777777777778,0.16666666666666666,13.0,0.05555555555555555,0.06382066276803118,100.25537061691263,0.003679492546074724,0.8278858228668128,0.006944444444444444,0.8157894736842105,0.1511111111111111,0.28,nan,0.0,0.0,0.0,0.148125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2158,0.9772211111111111,-10.46926267433166,0.19555555555555557,0,136,0.3161764705882353,0.029411764705882353,0.27205882352941174,0.1323529411764706,0.0,0.6176470588235294,0.16911764705882354,0.21323529411764705,42.0,0.3235294117647059,0.03656565656565657,100.50726356506352,0.0019014656685722527,0.42782977542875683,0.007352941176470588,0.5294117647058824,0.08444444444444445,0.1288888888888889,nan,0.0,0.0,0.0,0.148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,2246,0.9762922222222222,-2.9836422533988953,0.2311111111111111,-1,88,0.5795454545454546,0.011363636363636364,0.10227272727272728,0.022727272727272728,0.022727272727272728,0.6931818181818182,0.13636363636363635,0.17045454545454544,12.0,0.07954545454545454,0.06692307692307692,65.6251643180847,0.0034539596056173657,0.7771409112639074,0.0,0.8,0.11555555555555555,nan,nan,0.0,0.0,0.0,0.147875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,2352,0.9751733333333333,-2.9488147444725064,0.28,0,106,0.5849056603773585,0.009433962264150943,0.12264150943396226,0.03773584905660377,0.009433962264150943,0.7169811320754716,0.1320754716981132,0.1509433962264151,10.0,0.07547169811320754,0.06918518518518521,80.88394994735705,0.0034068014202434434,0.7665303195547747,0.0,0.8461538461538461,0.11555555555555555,0.2577777777777778,nan,0.0,0.0,0.0,0.14775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,2446,0.9741811111111112,-2.458068078756333,0.25333333333333335,0,94,0.5957446808510638,0.010638297872340425,0.11702127659574468,0.031914893617021274,0.010638297872340425,0.723404255319149,0.13829787234042554,0.13829787234042554,9.0,0.07446808510638298,0.06678362573099417,70.37207694053642,0.003536756334464835,0.7957701752545878,0.0,0.8695652173913043,0.12444444444444444,nan,nan,0.0,0.0,0.0,0.147625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,2581,0.9727561111111112,-3.973349961042404,0.3111111111111111,-2,135,0.5111111111111111,0.022222222222222223,0.16296296296296298,0.037037037037037035,0.007407407407407408,0.6962962962962963,0.14074074074074075,0.16296296296296298,13.0,0.1037037037037037,0.052222222222222225,96.17476153373704,0.003188639740573637,0.7174439416290683,0.0,0.7222222222222222,0.1511111111111111,0.28,nan,0.032570036500692366,0.008761062426492572,0.16141677871346474,0.1475,-67.99994882827997,0.035555555555555556,0.0,111.0,0.0,1.0,0.0678971807628524,0.0,0.9321028192371476,0.0,0.0037313432835820895,1.0,0.0,0.0,104.0,0.8836048329779673,0.006740740740740741,95.87094122171385,0.0003273521806142823,0.07365424063821352,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-71.28068143367767,0.035555555555555556,0.0,116.0,0.0,1.0,0.06201550387596899,0.0,0.9379844961240309,0.0,0.0029069767441860465,1.0,0.0,0.0,109.0,0.893687707641196,0.005833333333333334,93.28268032073954,0.0003414447002455422,0.076825057555247,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-0.14259681592039802
21,2697,0.9715316666666667,-24.26417547035217,0.08888888888888889,0,116,0.16379310344827586,0.02586206896551724,0.5344827586206896,0.08620689655172414,0.0,0.7241379310344828,0.13793103448275862,0.13793103448275862,65.0,0.6379310344827587,0.01688888888888889,100.22071876525861,0.0008425847018941657,0.18958155792618728,0.0,0.2727272727272727,0.08444444444444445,0.08888888888888889,nan,0.028571277484297754,0.008979212446138262,0.1329402208328247,0.147375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,2819,0.9702438888888889,-8.416480472564698,0.21777777777777776,0,122,0.39344262295081966,0.00819672131147541,0.2540983606557377,0.05737704918032787,0.00819672131147541,0.6557377049180327,0.1721311475409836,0.1721311475409836,30.0,0.23770491803278687,0.044242424242424236,80.85219497680644,0.0026385595764534396,0.5936759047020239,0.0,0.7142857142857143,0.11555555555555555,0.16,nan,0.03153388947248459,0.008723858837038278,0.15490683242678643,0.14725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,2941,0.9689561111111111,-3.8691046211719518,0.28444444444444444,0,122,0.5163934426229508,0.03278688524590164,0.18032786885245902,0.03278688524590164,0.00819672131147541,0.7295081967213115,0.13934426229508196,0.13114754098360656,10.0,0.09016393442622951,0.057090909090909095,90.11528210639943,0.0031071311486258572,0.6991045084408178,0.0,0.8214285714285714,0.13333333333333333,0.24444444444444444,nan,0.029639863409101963,0.00798396987374872,0.1471938319504261,0.147125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,3084,0.9674466666666667,-7.899150198459628,0.25333333333333335,0,143,0.3916083916083916,0.04195804195804196,0.25874125874125875,0.04895104895104895,0.0,0.6923076923076923,0.16783216783216784,0.13986013986013987,30.0,0.3076923076923077,0.04148148148148149,100.43952569961526,0.002477997453246061,0.5575494269803637,0.0,0.5135135135135135,0.17333333333333334,0.24444444444444444,nan,0.02678389325737953,0.006631630240008235,0.13709022626280784,0.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,3274,0.9654411111111111,-26.84919275856018,0.2,0,190,0.23157894736842105,0.031578947368421054,0.37894736842105264,0.042105263157894736,0.0,0.6421052631578947,0.19473684210526315,0.1631578947368421,118.0,0.5947368421052631,0.024444444444444446,120.6589786529537,0.0016207294122555413,0.3646641177574968,0.0,0.3,0.14666666666666667,0.2,0.2,0.024380342848598958,0.00721628125756979,0.1168616995215416,0.146875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,3376,0.9643644444444445,-1.5053575487136834,0.27555555555555555,0,102,0.5980392156862745,0.0,0.0784313725490196,0.029411764705882353,0.00980392156862745,0.6764705882352942,0.14705882352941177,0.17647058823529413,5.0,0.0,0.05422222222222221,70.79388141632066,0.003829583937018176,0.8616563858290894,0.0,0.9,0.13333333333333333,0.27555555555555555,nan,0.0240733552724123,0.006879837112501263,0.11716196089982986,0.14675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,3571,0.9623061111111111,-5.082842088222504,0.3688888888888889,-2,195,0.4205128205128205,0.13333333333333333,0.09230769230769231,0.06666666666666667,0.005128205128205128,0.6461538461538462,0.18461538461538463,0.16923076923076924,25.0,0.16923076923076924,0.04680555555555555,135.21754369735706,0.002695245265363949,0.6064301847068885,0.0,0.5357142857142857,0.12,0.2577777777777778,0.29333333333333333,0.0212467135861516,0.006264464370906353,0.10218072906136513,0.146625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,3746,0.9604588888888889,-3.155392148494722,0.4222222222222222,0,175,0.5371428571428571,0.022857142857142857,0.12571428571428572,0.02857142857142857,0.0,0.6857142857142857,0.16,0.15428571428571428,18.0,0.09714285714285714,0.05968253968253968,120.33706808090196,0.0034717297374812894,0.7811391909332901,0.0,0.72,0.1288888888888889,0.26222222222222225,0.3511111111111111,0.019290159363299607,0.0064059167867526415,0.08794704154133796,0.1465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,3837,0.9594983333333333,-2.9163663372993476,0.24,-1,91,0.5824175824175825,0.01098901098901099,0.10989010989010989,0.03296703296703297,0.02197802197802198,0.7032967032967034,0.17582417582417584,0.12087912087912088,9.0,0.054945054945054944,0.06701388888888889,68.52729845046993,0.0034373973712944496,0.7734144085412512,0.0,0.7916666666666666,0.11555555555555555,nan,nan,0.020310181938111783,0.006467150477692485,0.09457237534224987,0.146375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,4018,0.9575877777777778,-17.29543695521354,0.26666666666666666,0,181,0.3259668508287293,0.03314917127071823,0.3425414364640884,0.06077348066298342,0.0,0.7016574585635359,0.12154696132596685,0.17679558011049723,54.0,0.3867403314917127,0.03277777777777778,120.18511385917633,0.0021818194766572677,0.4909093822478852,0.011049723756906077,0.5348837209302325,0.13777777777777778,0.21333333333333335,0.24,0.01715888949111104,0.005549970059655606,0.07937722988426685,0.14625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,4136,0.9563422222222222,-5.001998986244201,0.26666666666666666,0,118,0.5,0.0423728813559322,0.13559322033898305,0.0847457627118644,0.00847457627118644,0.6779661016949152,0.19491525423728814,0.1271186440677966,21.0,0.13559322033898305,0.05728395061728395,91.18094272613511,0.0028758446050488324,0.6470650361359872,0.0,0.6785714285714286,0.13777777777777778,0.20444444444444446,nan,0.016987360455095767,0.005618345737457275,0.07780335135757924,0.146125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,4293,0.954685,-6.84189982271195,0.26222222222222225,0,157,0.36942675159235666,0.044585987261146494,0.22929936305732485,0.06369426751592357,0.006369426751592357,0.643312101910828,0.16560509554140126,0.1910828025477707,11.0,0.14012738853503184,0.038458049886621326,105.42761735916115,0.0024450687991895343,0.550140479817645,0.0,0.6086956521739131,0.10222222222222223,0.20444444444444446,0.2577777777777778,0.018203845620155333,0.005313993012532592,0.08828666433691978,0.146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
