episode,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,shaped_reward,loss,policy_loss,value_loss,imitation_loss,approx_kl,residual_limit,imitation_weight,eval_coverage,eval_coverage_p10,eval_unique_per_forward,eval_survived
46,0.5955555555555555,178.0,142.0,9.0,0.9366197183098591,14.0,0.0,126.47900496912007,nan,nan,nan,nan,nan,0.18258333333333332,0.4839,nan,nan,nan,nan
47,0.5733333333333334,180.0,142.0,14.0,0.9014084507042254,14.0,0.0,119.86222243738185,nan,nan,nan,nan,nan,0.18329166666666666,0.48355,nan,nan,nan,nan
48,0.6533333333333333,199.0,156.0,10.0,0.9358974358974359,16.0,0.0,138.27423749399185,103.47678279876709,-0.003888772852405964,204.5046615600586,2.6228227615356445,7.267442976299776e-07,0.184,0.4832,nan,nan,nan,nan
49,0.7066666666666667,211.0,176.0,18.0,0.8977272727272727,16.0,0.0,148.07132082366942,nan,nan,nan,nan,nan,0.18470833333333334,0.48285,nan,nan,nan,nan
50,0.6711111111111111,204.0,161.0,11.0,0.9316770186335404,16.0,0.0,141.9494620175362,nan,nan,nan,nan,nan,0.18541666666666667,0.4825,nan,nan,nan,nan
51,0.6311111111111111,189.0,151.0,10.0,0.9337748344370861,15.0,0.0,133.82218478965765,nan,nan,nan,nan,nan,0.18612499999999998,0.48215,nan,nan,nan,nan
52,0.6711111111111111,203.0,164.0,14.0,0.9146341463414634,16.0,0.0,141.12609607315062,nan,nan,nan,nan,nan,0.18683333333333332,0.4818,nan,nan,nan,nan
53,0.6755555555555556,204.0,170.0,19.0,0.888235294117647,16.0,0.0,140.70845613908764,nan,nan,nan,nan,nan,0.18754166666666666,0.48145,nan,nan,nan,nan
54,0.6577777777777778,197.0,159.0,12.0,0.9245283018867925,16.0,0.0,138.6617996048928,nan,nan,nan,nan,nan,0.18825,0.48109999999999997,nan,nan,nan,nan
55,0.6177777777777778,192.0,155.0,17.0,0.8903225806451613,13.0,0.0,129.03703775167472,nan,nan,nan,nan,nan,0.18895833333333334,0.48075,nan,nan,nan,nan
56,0.6977777777777778,219.0,171.0,15.0,0.9122807017543859,16.0,0.0,146.45631414270397,nan,nan,nan,nan,nan,0.18966666666666665,0.4804,nan,nan,nan,nan
57,0.6755555555555556,205.0,166.0,15.0,0.9096385542168675,16.0,0.0,141.87680590200424,nan,nan,nan,nan,nan,0.190375,0.48005,nan,nan,nan,nan
58,0.6311111111111111,193.0,155.0,14.0,0.9096774193548387,15.0,0.0,132.30335592746746,nan,nan,nan,nan,nan,0.19108333333333333,0.4797,nan,nan,nan,nan
59,0.68,225.0,169.0,17.0,0.8994082840236687,16.0,0.0,141.72013254737863,nan,nan,nan,nan,nan,0.19179166666666667,0.47935,nan,nan,nan,nan
60,0.6977777777777778,210.0,171.0,15.0,0.9122807017543859,16.0,0.0,146.9130287451744,nan,nan,nan,nan,nan,0.1925,0.479,nan,nan,nan,nan
61,0.6933333333333334,218.0,168.0,13.0,0.9226190476190477,16.0,0.0,146.18783843088133,nan,nan,nan,nan,nan,0.19320833333333332,0.47865,nan,nan,nan,nan
62,0.6844444444444444,211.0,174.0,21.0,0.8793103448275862,16.0,0.0,141.98317267036433,nan,nan,nan,nan,nan,0.19391666666666665,0.4783,nan,nan,nan,nan
63,0.6622222222222223,209.0,166.0,18.0,0.891566265060241,15.0,0.0,138.245768483162,nan,nan,nan,nan,nan,0.194625,0.47795,nan,nan,nan,nan
64,0.6488888888888888,213.0,162.0,17.0,0.8950617283950617,16.0,0.0,134.72290370130548,103.4870023727417,-0.005073316860944033,204.52550888061523,2.656213164329529,3.271767106127754e-07,0.19533333333333333,0.4776,nan,nan,nan,nan
65,0.6533333333333333,195.0,163.0,17.0,0.8957055214723927,16.0,0.0,136.41933613586426,nan,nan,nan,nan,nan,0.19604166666666667,0.47725,nan,nan,nan,nan
66,0.6844444444444444,207.0,162.0,9.0,0.9444444444444444,16.0,0.0,145.46095911979683,nan,nan,nan,nan,nan,0.19674999999999998,0.4769,nan,nan,nan,nan
67,0.7022222222222222,208.0,168.0,11.0,0.9345238095238095,16.0,0.0,148.93970708942405,nan,nan,nan,nan,nan,0.19745833333333332,0.47655000000000003,nan,nan,nan,nan
68,0.6977777777777778,203.0,164.0,8.0,0.9512195121951219,16.0,0.0,149.0117459702491,nan,nan,nan,nan,nan,0.19816666666666666,0.4762,nan,nan,nan,nan
69,0.6044444444444445,180.0,146.0,11.0,0.9246575342465754,14.0,0.0,127.90602665853508,nan,nan,nan,nan,nan,0.198875,0.47585,nan,nan,nan,nan
70,0.68,201.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.9895696730614,nan,nan,nan,nan,nan,0.19958333333333333,0.4755,nan,nan,nan,nan
71,0.6133333333333333,181.0,151.0,14.0,0.9072847682119205,14.0,0.0,129.005797557354,nan,nan,nan,nan,nan,0.20029166666666665,0.47515,nan,nan,nan,nan
72,0.6977777777777778,212.0,169.0,13.0,0.9230769230769231,16.0,0.0,147.45337896680832,nan,nan,nan,nan,nan,0.20099999999999998,0.4748,nan,nan,nan,nan
73,0.68,210.0,169.0,17.0,0.8994082840236687,16.0,0.0,142.12237956619262,nan,nan,nan,nan,nan,0.20170833333333332,0.47445,nan,nan,nan,nan
74,0.7022222222222222,205.0,169.0,12.0,0.9289940828402367,16.0,0.0,148.8581755867005,nan,nan,nan,nan,nan,0.20241666666666666,0.4741,nan,nan,nan,nan
75,0.6266666666666667,201.0,156.0,16.0,0.8974358974358975,15.0,0.0,130.92266917419437,nan,nan,nan,nan,nan,0.203125,0.47375,nan,nan,nan,nan
76,0.6888888888888889,209.0,169.0,15.0,0.9112426035502958,16.0,0.0,144.73256555128086,nan,nan,nan,nan,nan,0.20383333333333334,0.4734,nan,nan,nan,nan
77,0.6577777777777778,211.0,170.0,23.0,0.8647058823529412,16.0,0.0,135.3971091284752,nan,nan,nan,nan,nan,0.20454166666666665,0.47305,nan,nan,nan,nan
78,0.6266666666666667,195.0,158.0,18.0,0.8860759493670886,15.0,0.0,130.04082378673564,nan,nan,nan,nan,nan,0.20525,0.4727,nan,nan,nan,nan
79,0.6711111111111111,219.0,170.0,20.0,0.8823529411764706,16.0,0.0,139.02082165956503,nan,nan,nan,nan,nan,0.20595833333333333,0.47235,nan,nan,nan,nan
80,0.6622222222222223,212.0,163.0,15.0,0.9079754601226994,15.0,0.0,138.58107260894772,107.77743434906006,-0.008491842541843653,213.1761474609375,2.6198728382587433,2.2608518590594429e-07,0.20666666666666667,0.472,nan,nan,nan,nan
81,0.6177777777777778,194.0,153.0,15.0,0.9019607843137255,14.0,0.0,129.60444877147677,nan,nan,nan,nan,nan,0.207375,0.47165,nan,nan,nan,nan
82,0.6488888888888888,203.0,168.0,23.0,0.8630952380952381,15.0,0.0,133.65019904899597,nan,nan,nan,nan,nan,0.20808333333333331,0.4713,nan,nan,nan,nan
83,0.6666666666666666,202.0,160.0,11.0,0.93125,15.0,0.0,141.38497804069516,nan,nan,nan,nan,nan,0.20879166666666665,0.47095,nan,nan,nan,nan
84,0.6533333333333333,210.0,168.0,22.0,0.8690476190476191,16.0,0.0,134.20163041591638,nan,nan,nan,nan,nan,0.2095,0.4706,nan,nan,nan,nan
85,0.6666666666666666,211.0,166.0,17.0,0.8975903614457831,16.0,0.0,138.7387291049958,nan,nan,nan,nan,nan,0.21020833333333333,0.47025,nan,nan,nan,nan
86,0.6266666666666667,184.0,150.0,10.0,0.9333333333333333,13.0,0.0,133.58862253952026,nan,nan,nan,nan,nan,0.21091666666666667,0.4699,nan,nan,nan,nan
87,0.5688888888888889,172.0,140.0,13.0,0.9071428571428571,13.0,0.0,119.73356149339682,nan,nan,nan,nan,nan,0.21162499999999998,0.46955,nan,nan,nan,nan
88,0.7066666666666667,218.0,173.0,15.0,0.9132947976878613,16.0,0.0,148.82063451337808,nan,nan,nan,nan,nan,0.21233333333333332,0.4692,nan,nan,nan,nan
89,0.6444444444444445,194.0,160.0,16.0,0.9,14.0,0.0,135.1439455890655,nan,nan,nan,nan,nan,0.21304166666666668,0.46885,nan,nan,nan,nan
90,0.6444444444444445,206.0,164.0,20.0,0.8780487804878049,16.0,0.0,133.36388194179528,nan,nan,nan,nan,nan,0.21375,0.4685,nan,nan,nan,nan
91,0.6666666666666666,209.0,168.0,19.0,0.8869047619047619,16.0,0.0,138.68450541591642,nan,nan,nan,nan,nan,0.21445833333333333,0.46815,nan,nan,nan,nan
92,0.6977777777777778,208.0,165.0,9.0,0.9454545454545454,15.0,0.0,148.86748464107518,nan,nan,nan,nan,nan,0.21516666666666667,0.4678,nan,nan,nan,nan
93,0.6488888888888888,208.0,161.0,16.0,0.9006211180124224,16.0,0.0,135.16793786096562,nan,nan,nan,nan,nan,0.21587499999999998,0.46745000000000003,nan,nan,nan,nan
94,0.7244444444444444,206.0,171.0,9.0,0.9473684210526315,15.0,0.0,155.07487426614767,nan,nan,nan,nan,nan,0.21658333333333335,0.4671,nan,nan,nan,nan
95,0.6311111111111111,182.0,148.0,7.0,0.9527027027027027,14.0,0.0,135.15297066307073,nan,nan,nan,nan,nan,0.21729166666666666,0.46675,nan,nan,nan,nan
96,0.6755555555555556,213.0,165.0,14.0,0.9151515151515152,16.0,0.0,141.83076825189596,95.44506740570068,0.009456658503040671,188.52650260925293,2.597329765558243,1.388508223953977e-07,0.218,0.4664,nan,nan,nan,nan
97,0.6755555555555556,205.0,165.0,14.0,0.9151515151515152,16.0,0.0,142.19869988012326,nan,nan,nan,nan,nan,0.21870833333333334,0.46605,nan,nan,nan,nan
98,0.6755555555555556,203.0,163.0,12.0,0.9263803680981595,16.0,0.0,142.7132444720268,nan,nan,nan,nan,nan,0.21941666666666665,0.4657,nan,nan,nan,nan
99,0.6444444444444445,200.0,156.0,12.0,0.9230769230769231,15.0,0.0,136.0565597310067,nan,nan,nan,nan,nan,0.22012500000000002,0.46535,nan,nan,nan,nan
100,0.6577777777777778,201.0,163.0,16.0,0.901840490797546,15.0,0.0,137.92650948190686,nan,nan,nan,nan,nan,0.22083333333333333,0.465,0.6984888888888888,0.6488888888888888,0.9488274976590451,0.0
101,0.6577777777777778,206.0,168.0,21.0,0.875,16.0,0.0,135.8845247769356,nan,nan,nan,nan,nan,0.22154166666666666,0.46465,nan,nan,nan,nan
102,0.6311111111111111,191.0,151.0,10.0,0.9337748344370861,14.0,0.0,134.1074184913635,nan,nan,nan,nan,nan,0.22225,0.4643,nan,nan,nan,nan
103,0.6711111111111111,210.0,167.0,17.0,0.8982035928143712,16.0,0.0,140.08885333395003,nan,nan,nan,nan,nan,0.22295833333333331,0.46395,nan,nan,nan,nan
104,0.6888888888888889,216.0,171.0,17.0,0.9005847953216374,16.0,0.0,143.98382228469845,nan,nan,nan,nan,nan,0.22366666666666668,0.4636,nan,nan,nan,nan
105,0.6711111111111111,210.0,168.0,18.0,0.8928571428571429,16.0,0.0,139.3271698002816,nan,nan,nan,nan,nan,0.224375,0.46325,nan,nan,nan,nan
106,0.6755555555555556,217.0,168.0,17.0,0.8988095238095238,16.0,0.0,141.16344975566867,nan,nan,nan,nan,nan,0.22508333333333333,0.4629,nan,nan,nan,nan
107,0.6933333333333334,204.0,166.0,11.0,0.9337349397590361,16.0,0.0,147.12939594364158,nan,nan,nan,nan,nan,0.22579166666666667,0.46255,nan,nan,nan,nan
108,0.6755555555555556,208.0,167.0,16.0,0.9041916167664671,16.0,0.0,141.42319376277914,nan,nan,nan,nan,nan,0.22649999999999998,0.4622,nan,nan,nan,nan
109,0.68,224.0,173.0,21.0,0.8786127167630058,16.0,0.0,140.7676839008331,nan,nan,nan,nan,nan,0.22720833333333335,0.46185,nan,nan,nan,nan
110,0.6222222222222222,187.0,150.0,11.0,0.9266666666666666,14.0,0.0,131.87028832149505,nan,nan,nan,nan,nan,0.22791666666666666,0.4615,nan,nan,nan,nan
111,0.6266666666666667,190.0,154.0,14.0,0.9090909090909091,15.0,0.0,131.5007846679687,nan,nan,nan,nan,nan,0.228625,0.46115,nan,nan,nan,nan
112,0.6622222222222223,228.0,174.0,26.0,0.8505747126436781,16.0,0.0,134.9021618623733,85.00551986694336,0.023463177029043436,167.6727523803711,2.5695031881332397,7.046822136924646e-08,0.22933333333333333,0.4608,nan,nan,nan,nan
113,0.64,190.0,156.0,13.0,0.9166666666666666,15.0,0.0,134.74829877805718,nan,nan,nan,nan,nan,0.23004166666666664,0.46045,nan,nan,nan,nan
114,0.5822222222222222,173.0,140.0,10.0,0.9285714285714286,14.0,0.0,123.22139596700671,nan,nan,nan,nan,nan,0.23075,0.4601,nan,nan,nan,nan
115,0.6488888888888888,208.0,165.0,20.0,0.8787878787878788,16.0,0.0,133.7131310725213,nan,nan,nan,nan,nan,0.23145833333333332,0.45975,nan,nan,nan,nan
116,0.7022222222222222,198.0,166.0,9.0,0.9457831325301205,16.0,0.0,149.73735125875467,nan,nan,nan,nan,nan,0.23216666666666666,0.45940000000000003,nan,nan,nan,nan
117,0.6888888888888889,214.0,179.0,25.0,0.8603351955307262,16.0,0.0,141.65277426242835,nan,nan,nan,nan,nan,0.232875,0.45905,nan,nan,nan,nan
118,0.6311111111111111,197.0,158.0,17.0,0.8924050632911392,14.0,0.0,131.5308290877342,nan,nan,nan,nan,nan,0.2335833333333333,0.4587,nan,nan,nan,nan
119,0.6577777777777778,207.0,163.0,16.0,0.901840490797546,16.0,0.0,137.21275250673298,nan,nan,nan,nan,nan,0.23429166666666668,0.45835000000000004,nan,nan,nan,nan
120,0.68,214.0,169.0,17.0,0.8994082840236687,16.0,0.0,142.0562033586503,nan,nan,nan,nan,nan,0.235,0.458,nan,nan,nan,nan
121,0.6977777777777778,215.0,173.0,17.0,0.9017341040462428,16.0,0.0,146.1898531847,nan,nan,nan,nan,nan,0.23570833333333333,0.45765,nan,nan,nan,nan
122,0.6088888888888889,178.0,146.0,10.0,0.9315068493150684,14.0,0.0,129.23388990640643,nan,nan,nan,nan,nan,0.23641666666666666,0.4573,nan,nan,nan,nan
123,0.6755555555555556,207.0,170.0,19.0,0.888235294117647,16.0,0.0,140.32590364599235,nan,nan,nan,nan,nan,0.23712499999999997,0.45695,nan,nan,nan,nan
124,0.6844444444444444,221.0,175.0,22.0,0.8742857142857143,16.0,0.0,141.50708173084251,nan,nan,nan,nan,nan,0.23783333333333334,0.4566,nan,nan,nan,nan
125,0.6488888888888888,203.0,162.0,17.0,0.8950617283950617,16.0,0.0,135.03598060894018,nan,nan,nan,nan,nan,0.23854166666666665,0.45625,nan,nan,nan,nan
126,0.68,210.0,165.0,13.0,0.9212121212121213,16.0,0.0,143.42109630107873,nan,nan,nan,nan,nan,0.23925,0.45589999999999997,nan,nan,nan,nan
127,0.7022222222222222,199.0,165.0,8.0,0.9515151515151515,16.0,0.0,150.0844029121399,nan,nan,nan,nan,nan,0.23995833333333333,0.45555,nan,nan,nan,nan
128,0.5866666666666667,175.0,142.0,11.0,0.9225352112676056,13.0,0.0,124.2405762586595,81.12776231765747,0.012205195205751806,159.99823188781738,2.536361128091812,8.181322685985037e-08,0.24066666666666667,0.4552,nan,nan,nan,nan
129,0.6888888888888889,210.0,170.0,16.0,0.9058823529411765,16.0,0.0,144.418990377903,nan,nan,nan,nan,nan,0.241375,0.45485,nan,nan,nan,nan
130,0.6,186.0,152.0,18.0,0.881578947368421,15.0,0.0,124.16651035785684,nan,nan,nan,nan,nan,0.24208333333333332,0.4545,nan,nan,nan,nan
131,0.5466666666666666,168.0,131.0,9.0,0.9312977099236641,13.0,0.0,115.78461624526979,nan,nan,nan,nan,nan,0.24279166666666666,0.45415,nan,nan,nan,nan
132,0.5911111111111111,183.0,150.0,18.0,0.88,15.0,0.0,122.0954288582803,nan,nan,nan,nan,nan,0.2435,0.4538,nan,nan,nan,nan
133,0.6888888888888889,208.0,171.0,17.0,0.9005847953216374,16.0,0.0,144.0209762744903,nan,nan,nan,nan,nan,0.24420833333333333,0.45345,nan,nan,nan,nan
134,0.7155555555555555,216.0,173.0,13.0,0.9248554913294798,15.0,0.0,151.42774904966345,nan,nan,nan,nan,nan,0.24491666666666667,0.4531,nan,nan,nan,nan
135,0.6666666666666666,218.0,176.0,27.0,0.8465909090909091,16.0,0.0,135.78647244834906,nan,nan,nan,nan,nan,0.24562499999999998,0.45275,nan,nan,nan,nan
136,0.72,216.0,174.0,13.0,0.9252873563218391,15.0,0.0,152.76942680311188,nan,nan,nan,nan,nan,0.24633333333333332,0.4524,nan,nan,nan,nan
137,0.6888888888888889,213.0,169.0,15.0,0.9112426035502958,16.0,0.0,144.7587466006279,nan,nan,nan,nan,nan,0.24704166666666666,0.45205,nan,nan,nan,nan
138,0.7333333333333333,205.0,173.0,9.0,0.9479768786127167,16.0,0.0,156.81834041309355,nan,nan,nan,nan,nan,0.24775,0.4517,nan,nan,nan,nan
139,0.6844444444444444,206.0,170.0,17.0,0.9,16.0,0.0,143.2777730879784,nan,nan,nan,nan,nan,0.24845833333333334,0.45135000000000003,nan,nan,nan,nan
140,0.5822222222222222,181.0,144.0,14.0,0.9027777777777778,14.0,0.0,121.96389228487021,nan,nan,nan,nan,nan,0.24916666666666665,0.451,nan,nan,nan,nan
141,0.68,204.0,165.0,13.0,0.9212121212121213,16.0,0.0,143.34976763820654,nan,nan,nan,nan,nan,0.24987499999999999,0.45065,nan,nan,nan,nan
142,0.6577777777777778,203.0,159.0,12.0,0.9245283018867925,16.0,0.0,138.57945526266104,nan,nan,nan,nan,nan,0.2505833333333333,0.45030000000000003,nan,nan,nan,nan
143,0.6622222222222223,192.0,159.0,11.0,0.9308176100628931,15.0,0.0,140.5986677880287,nan,nan,nan,nan,nan,0.2512916666666667,0.44995,nan,nan,nan,nan
144,0.5955555555555555,176.0,143.0,10.0,0.9300699300699301,14.0,0.0,126.08707854366304,78.70489978790283,-0.014626427320763469,155.22047519683838,2.5518445670604706,7.702136584075703e-08,0.252,0.4496,nan,nan,nan,nan
145,0.6933333333333334,207.0,166.0,11.0,0.9337349397590361,16.0,0.0,146.99664747905726,nan,nan,nan,nan,nan,0.2527083333333333,0.44925,nan,nan,nan,nan
146,0.5733333333333334,174.0,134.0,6.0,0.9552238805970149,13.0,0.0,122.71503454828276,nan,nan,nan,nan,nan,0.2534166666666667,0.4489,nan,nan,nan,nan
147,0.6577777777777778,199.0,161.0,14.0,0.9130434782608695,15.0,0.0,138.22475852394103,nan,nan,nan,nan,nan,0.254125,0.44855,nan,nan,nan,nan
148,0.6933333333333334,211.0,175.0,20.0,0.8857142857142857,16.0,0.0,144.2165707774162,nan,nan,nan,nan,nan,0.25483333333333336,0.4482,nan,nan,nan,nan
149,0.6844444444444444,209.0,170.0,17.0,0.9,16.0,0.0,142.99102283096303,nan,nan,nan,nan,nan,0.25554166666666667,0.44785,nan,nan,nan,nan
150,0.6755555555555556,207.0,166.0,15.0,0.9096385542168675,16.0,0.0,141.87717422723756,nan,nan,nan,nan,nan,0.25625,0.4475,nan,nan,nan,nan
151,0.6311111111111111,182.0,151.0,10.0,0.9337748344370861,14.0,0.0,134.2175208835602,nan,nan,nan,nan,nan,0.2569583333333333,0.44715,nan,nan,nan,nan
152,0.6533333333333333,195.0,158.0,12.0,0.9240506329113924,15.0,0.0,138.07839273881925,nan,nan,nan,nan,nan,0.25766666666666665,0.4468,nan,nan,nan,nan
153,0.6844444444444444,208.0,170.0,17.0,0.9,16.0,0.0,143.08952701234816,nan,nan,nan,nan,nan,0.258375,0.44645,nan,nan,nan,nan
