episode,global_step,epsilon,reward,coverage,final_health,length,mean_loss,mean_q_loss,mean_aux_loss,aux_weight,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_soft_score
42,6874,0.9274411111111112,-13.172860332012165,0.14222222222222222,0,218,0.008403011597692966,0.0030124013312160967,0.037240831460803744,0.14475,nan,nan,nan,nan,nan,nan,nan
43,7056,0.92552,-8.989802919387824,0.19111111111111112,0,182,0.007193938223645091,0.003136252530384809,0.02805660041049123,0.144625,nan,nan,nan,nan,nan,nan,nan
44,7256,0.923408888888889,-6.723020519256596,0.21777777777777776,0,200,0.008295821258798242,0.002756743144709617,0.0383327204734087,0.1445,nan,nan,nan,nan,nan,nan,nan
45,7449,0.9213716666666667,-14.818022898674004,0.18666666666666668,0,193,0.007348657632246613,0.0033583070151507856,0.027638793736696244,0.144375,nan,nan,nan,nan,nan,nan,nan
46,7629,0.9194716666666667,-13.273035623788838,0.1111111111111111,0,180,0.007287310576066375,0.0031638494925573467,0.028585517406463624,0.14425,nan,nan,nan,nan,nan,nan,nan
47,7815,0.9175083333333334,-7.140485594272617,0.18222222222222223,0,186,0.0070400396827608345,0.00293443335685879,0.02848642710596323,0.144125,nan,nan,nan,nan,nan,nan,nan
48,8009,0.9154605555555555,-9.837659716844566,0.17777777777777778,0,194,0.00623791697435081,0.002872553211636841,0.023370582750067113,0.144,nan,nan,nan,nan,nan,nan,nan
49,8245,0.9129694444444445,-7.2368177886009235,0.27555555555555555,0,236,0.007204979355446994,0.0023780914372764526,0.03354917708784342,0.143875,nan,nan,nan,nan,nan,nan,nan
50,8351,0.9118505555555556,-7.432302806854249,0.09333333333333334,0,106,0.006379025941714645,0.002910683199297637,0.024127602111548185,0.14375,nan,nan,nan,nan,nan,nan,nan
51,8467,0.9106261111111111,-6.431778110027315,0.12,0,116,0.008229893259704113,0.002537186269182712,0.03963590497151017,0.143625,nan,nan,nan,nan,nan,nan,nan
52,8576,0.9094755555555556,-6.366169787406925,0.10666666666666667,0,109,0.007825760310515762,0.0027247793157584967,0.03554690610617399,0.1435,nan,nan,nan,nan,nan,nan,nan
53,8696,0.9082088888888888,-7.207437601566317,0.11555555555555555,-1,120,0.007970226975157858,0.002704291569534689,0.036728408699855206,0.143375,nan,nan,nan,nan,nan,nan,nan
54,8813,0.9069738888888889,-5.4222872846126595,0.1511111111111111,0,117,0.007632558420300484,0.0027593407779932023,0.03401897009462118,0.14325,nan,nan,nan,nan,nan,nan,nan
55,8997,0.9050316666666667,-9.562629846572882,0.13333333333333333,0,184,0.006105087464675307,0.0026224523840937763,0.02433282192796469,0.143125,nan,nan,nan,nan,nan,nan,nan
56,9128,0.903648888888889,-4.915568738937381,0.17777777777777778,0,131,0.007100538397207856,0.0023403400438837705,0.0332880986854434,0.143,nan,nan,nan,nan,nan,nan,nan
57,9303,0.9018016666666667,-7.71392272281647,0.21777777777777776,0,175,0.005669724219478667,0.002791597542818636,0.020144368708133697,0.142875,nan,nan,nan,nan,nan,nan,nan
58,9425,0.900513888888889,-6.65274468922615,0.09333333333333334,-1,122,0.00594704351387918,0.0025230790255591274,0.02398574138060212,0.14275,nan,nan,nan,nan,nan,nan,nan
59,9565,0.8990361111111111,-5.953569831848145,0.15555555555555556,-1,140,0.007204650109633804,0.0025272784987464547,0.03279489250853658,0.142625,nan,nan,nan,nan,nan,nan,nan
60,9718,0.8974211111111111,-6.587414587974552,0.2088888888888889,0,153,0.006857701553963124,0.0022878056857734918,0.032069444889202714,0.1425,-9.897770511364937,0.26622222222222225,0.0,150.4,0.0,1.0,0.26622222222222225
61,9830,0.8962388888888889,-8.452014504909517,0.08888888888888889,0,112,0.0070884231012314555,0.0030160744790919125,0.0286029736045748,0.142375,nan,nan,nan,nan,nan,nan,nan
62,9967,0.8947927777777778,-5.324862720012666,0.19111111111111112,0,137,0.005908283102326095,0.002119986724574119,0.02663125777617097,0.14225,nan,nan,nan,nan,nan,nan,nan
63,10154,0.8928188888888888,-6.943704505443577,0.20444444444444446,0,187,0.006978670228272676,0.0022968547767959536,0.03294153492897749,0.142125,nan,nan,nan,nan,nan,nan,nan
64,10296,0.89132,-6.448737501144413,0.14666666666666667,0,142,0.005850427434779704,0.002414493984542787,0.024196713464334607,0.142,nan,nan,nan,nan,nan,nan,nan
65,10504,0.8891244444444445,-9.051821028947836,0.24888888888888888,0,208,0.0065967774949967865,0.002638587635010481,0.02789913583546877,0.141875,nan,nan,nan,nan,nan,nan,nan
66,10704,0.8870133333333333,-8.443195564508443,0.19111111111111112,0,200,0.005171632114797831,0.001912544236984104,0.022991802915930747,0.14175,nan,nan,nan,nan,nan,nan,nan
67,10823,0.8857572222222222,-6.831787059307102,0.14666666666666667,0,119,0.006319632264785468,0.002312694978900254,0.028292584372684358,0.141625,nan,nan,nan,nan,nan,nan,nan
68,11004,0.8838466666666667,-7.648960385799414,0.16,0,181,0.00817293431609869,0.0022683367831632497,0.041728606820106505,0.1415,nan,nan,nan,nan,nan,nan,nan
69,11184,0.8819466666666667,-9.538188864707948,0.1688888888888889,0,180,0.006351826200261712,0.0022755776182748376,0.028832880826666952,0.141375,nan,nan,nan,nan,nan,nan,nan
70,11245,0.8813027777777778,-3.746402810573577,0.10666666666666667,0,61,0.005785359535366297,0.0020445607719011606,0.026483531948179005,0.14125,nan,nan,nan,nan,nan,nan,nan
71,11439,0.879255,-8.73177560806275,0.17333333333333334,0,194,0.006208080518990755,0.0019290050491690635,0.03032117374241352,0.141125,nan,nan,nan,nan,nan,nan,nan
72,11681,0.8767005555555556,-11.302499999999997,0.2,0,242,0.006524396967142821,0.0024259998695924877,0.029066644608974457,0.141,nan,nan,nan,nan,nan,nan,nan
73,11874,0.8746633333333333,-8.035286172866822,0.24,0,193,0.005275956843979657,0.002351313247345388,0.020760558266192674,0.140875,nan,nan,nan,nan,nan,nan,nan
74,11942,0.8739455555555555,-4.615530587673187,0.12444444444444444,0,68,0.004785883193835616,0.002316804858855903,0.017542297369800508,0.14075,nan,nan,nan,nan,nan,nan,nan
75,12101,0.8722672222222222,-7.183965066671377,0.2,0,159,0.005938810529187322,0.002180596475955099,0.02672507781535387,0.140625,nan,nan,nan,nan,nan,nan,nan
76,12259,0.8705994444444445,-6.9597942111492195,0.20444444444444446,-1,158,0.006084856647066772,0.002353055123239756,0.02656086585484445,0.14049999999999999,nan,nan,nan,nan,nan,nan,nan
77,12448,0.8686044444444445,-6.867938810825351,0.18222222222222223,-1,189,0.00525246795732528,0.002071176457684487,0.022662806045264005,0.140375,nan,nan,nan,nan,nan,nan,nan
78,12698,0.8659655555555555,-6.650688658714302,0.21777777777777776,2,250,0.004981926176697016,0.002114012511447072,0.020448583038523795,0.14024999999999999,nan,nan,nan,nan,nan,nan,nan
79,12887,0.8639705555555556,-5.863636296033865,0.22666666666666666,0,189,0.005091501004062593,0.0020167163223959506,0.02194315530359745,0.140125,nan,nan,nan,nan,nan,nan,nan
80,13052,0.8622288888888889,-8.711704303741456,0.16,0,165,0.004657692997716368,0.0021312230732291938,0.01804621391929686,0.13999999999999999,-21.675764890074717,0.1768888888888889,0.0,140.6,0.0,1.0,0.1768888888888889
81,13204,0.8606244444444444,-5.890000000000001,0.17777777777777778,0,152,0.0052422044798731806,0.0019529511802829802,0.023515664413571356,0.139875,nan,nan,nan,nan,nan,nan,nan
82,13454,0.8579855555555556,-11.462767202854149,0.26222222222222225,1,250,0.006331612193025649,0.0027107030618935823,0.025909903831779955,0.13974999999999999,nan,nan,nan,nan,nan,nan,nan
83,13654,0.8558744444444445,-8.118692967414862,0.18222222222222223,-1,200,0.00515262910630554,0.00222382009960711,0.020976251317188145,0.139625,nan,nan,nan,nan,nan,nan,nan
84,13791,0.8544283333333333,-5.505395846605301,0.18222222222222223,-1,137,0.007718876888975501,0.002202973421663046,0.03954052496701479,0.13949999999999999,nan,nan,nan,nan,nan,nan,nan
85,13847,0.8538372222222222,-6.126063813209532,0.07555555555555556,0,56,0.005742299323901534,0.0017219623434357346,0.028845465928316116,0.139375,nan,nan,nan,nan,nan,nan,nan
86,14046,0.8517366666666667,-6.540000000000005,0.17333333333333334,0,199,0.004545314982533455,0.0016907214769162238,0.020499773835763336,0.13924999999999998,nan,nan,nan,nan,nan,nan,nan
87,14159,0.8505438888888889,-5.48671378898621,0.12444444444444444,0,113,0.0051551294745877385,0.0017141827614977957,0.02473276946693659,0.139125,nan,nan,nan,nan,nan,nan,nan
88,14345,0.8485805555555556,-4.546108491897585,0.23555555555555555,0,186,0.0052360121859237555,0.0018602846888825298,0.024285809649154545,0.13899999999999998,nan,nan,nan,nan,nan,nan,nan
89,14453,0.8474405555555555,-5.002128499031067,0.17777777777777778,-2,108,0.00540335513651371,0.002126964135095477,0.023592375684529543,0.138875,nan,nan,nan,nan,nan,nan,nan
90,14644,0.8454244444444444,-9.288276468276983,0.19111111111111112,0,191,0.0050330519210547205,0.0019772640895098447,0.02202369528822601,0.13874999999999998,nan,nan,nan,nan,nan,nan,nan
91,14771,0.8440838888888889,-5.7144431886673,0.18666666666666668,0,127,0.005687157460488379,0.0020392904873006044,0.02631463948637247,0.138625,nan,nan,nan,nan,nan,nan,nan
92,14957,0.8421205555555555,-6.662112051963808,0.16444444444444445,0,186,0.005707554705440998,0.0019127846462652087,0.027399060875177385,0.13849999999999998,nan,nan,nan,nan,nan,nan,nan
93,15168,0.8398933333333334,-6.787630346298227,0.26666666666666666,0,211,0.005003893421962858,0.001773193827830255,0.023347421921789645,0.138375,nan,nan,nan,nan,nan,nan,nan
94,15290,0.8386055555555556,-6.235943895101549,0.16,0,122,0.004783160844817757,0.0019375509698875248,0.02058307402767241,0.13824999999999998,nan,nan,nan,nan,nan,nan,nan
95,15462,0.83679,-11.433195232391359,0.13777777777777778,0,172,0.006042370107024908,0.001850304927211255,0.030349792493507267,0.138125,nan,nan,nan,nan,nan,nan,nan
96,15665,0.8346472222222222,-8.710000000000004,0.1688888888888889,0,203,0.005168672115541994,0.0020516656804829836,0.022587004071101546,0.13799999999999998,nan,nan,nan,nan,nan,nan,nan
97,15850,0.8326944444444444,-5.549967516422276,0.23555555555555555,0,185,0.005958543019369244,0.001962565479334444,0.028982610255479813,0.137875,nan,nan,nan,nan,nan,nan,nan
98,16055,0.8305305555555555,-10.234004833221436,0.21333333333333335,0,205,0.005864367913454771,0.00191020080819726,0.028705386724323035,0.13774999999999998,nan,nan,nan,nan,nan,nan,nan
99,16225,0.8287361111111111,-6.433380246162418,0.2088888888888889,0,170,0.004235472111031413,0.001719568541739136,0.018280861992388965,0.137625,nan,nan,nan,nan,nan,nan,nan
100,16375,0.8271527777777778,-5.458360245704654,0.1688888888888889,0,150,0.003739885869435966,0.0019261250039562584,0.013190988264977933,0.13749999999999998,-7.044914213204386,0.3248888888888889,0.0,142.4,0.0,1.0,0.3248888888888889
101,16589,0.8248938888888889,-5.0448063294887575,0.35555555555555557,0,214,0.004438525508157909,0.002954904327634722,0.010799790546298028,0.137375,nan,nan,nan,nan,nan,nan,nan
102,16765,0.8230361111111111,-7.090044498920443,0.19555555555555557,0,176,0.004402224509976804,0.0028145068092271684,0.011568070156499743,0.13724999999999998,nan,nan,nan,nan,nan,nan,nan
103,16925,0.8213472222222222,-7.224685546398163,0.1688888888888889,0,160,0.004781376291066408,0.002950539835728705,0.013351587485522032,0.137125,nan,nan,nan,nan,nan,nan,nan
104,17120,0.819288888888889,-7.300985486984259,0.18222222222222223,0,195,0.0042176055256277325,0.002923075784929097,0.009449122427031397,0.13699999999999998,nan,nan,nan,nan,nan,nan,nan
105,17355,0.8168083333333334,-6.269045438289648,0.27111111111111114,0,235,0.003452017903327942,0.002533986233174801,0.0067070805933326485,0.136875,nan,nan,nan,nan,nan,nan,nan
106,17582,0.8144122222222222,-8.591741384029397,0.21777777777777776,0,227,0.0036751212319359183,0.0026851580943912266,0.007239218475297094,0.13674999999999998,nan,nan,nan,nan,nan,nan,nan
107,17738,0.8127655555555555,-9.139070049762731,0.1688888888888889,0,156,0.0033214147435501216,0.0025015990482643246,0.0060004805447533725,0.136625,nan,nan,nan,nan,nan,nan,nan
108,17896,0.8110977777777778,-5.285007322311405,0.16444444444444445,0,158,0.0032261393731459974,0.0023461594595573843,0.006446738820523023,0.13649999999999998,nan,nan,nan,nan,nan,nan,nan
109,18077,0.8091872222222223,-6.625304803133015,0.22666666666666666,0,181,0.0036580686690285804,0.002787488978356123,0.006383719295263291,0.136375,nan,nan,nan,nan,nan,nan,nan
110,18258,0.8072766666666666,-8.91373232221604,0.16,-2,181,0.0034257900435477493,0.002633827109821141,0.005812571570277214,0.13624999999999998,nan,nan,nan,nan,nan,nan,nan
111,18485,0.8048805555555556,-8.60953678131104,0.2577777777777778,0,227,0.0035076236352324488,0.0025235454319044947,0.007229224685579539,0.136125,nan,nan,nan,nan,nan,nan,nan
112,18735,0.8022416666666667,-13.560000000000008,0.1688888888888889,3,250,0.003295475244522095,0.0024294919916428626,0.006367523735389113,0.13599999999999998,nan,nan,nan,nan,nan,nan,nan
113,18873,0.8007850000000001,-5.555381706714631,0.2222222222222222,0,138,0.003385589504614472,0.00253950972110033,0.006226897658780217,0.135875,nan,nan,nan,nan,nan,nan,nan
114,19111,0.7982727777777778,-13.480237950563428,0.18222222222222223,0,238,0.0036655647214502095,0.0027951920055784285,0.006411585211753845,0.13575,nan,nan,nan,nan,nan,nan,nan
115,19321,0.7960561111111111,-10.724113623619077,0.17333333333333334,0,210,0.0036677388241514565,0.002755725954193622,0.006724518840201199,0.135625,nan,nan,nan,nan,nan,nan,nan
116,19477,0.7944094444444445,-6.435518388748175,0.19111111111111112,0,156,0.0031495692441239954,0.002357822470366955,0.005843149684369564,0.1355,nan,nan,nan,nan,nan,nan,nan
117,19597,0.7931427777777778,-4.877524884700776,0.17333333333333334,0,120,0.002873661415651441,0.0022163062705658374,0.00485580915119499,0.135375,nan,nan,nan,nan,nan,nan,nan
118,19790,0.7911055555555555,-7.911842605113991,0.23555555555555555,0,193,0.00391778729390353,0.0031183124287053944,0.005911089386790991,0.13525,nan,nan,nan,nan,nan,nan,nan
119,19905,0.7898916666666667,-6.114286127567292,0.1288888888888889,0,115,0.0035878080874681474,0.0029351568780839445,0.004829981457442045,0.135125,nan,nan,nan,nan,nan,nan,nan
120,20119,0.7876327777777778,-6.21198047733307,0.28444444444444444,0,214,0.0031869299709796906,0.0025314037222415207,0.004855749988928437,0.135,-64.11060668513775,0.11333333333333333,0.0,132.0,0.0,1.0,0.11333333333333333
121,20338,0.7853211111111111,-6.077309222698222,0.24,0,219,0.0034606584114953874,0.0025998972938396036,0.006381917488761246,0.134875,nan,nan,nan,nan,nan,nan,nan
122,20491,0.7837061111111111,-6.083279771327973,0.21333333333333335,0,153,0.003461375669576228,0.0025633392622694375,0.00666446341201663,0.13475,nan,nan,nan,nan,nan,nan,nan
123,20640,0.7821333333333333,-5.036857197761536,0.17777777777777778,0,149,0.003504644287750125,0.002744900854304433,0.005643404787406325,0.134625,nan,nan,nan,nan,nan,nan,nan
124,20763,0.7808350000000001,-5.3997441403865825,0.1511111111111111,0,123,0.003225572663359344,0.0024618002702482046,0.005678605218417942,0.1345,nan,nan,nan,nan,nan,nan,nan
125,20878,0.7796211111111111,-6.666595459938047,0.13333333333333333,-1,115,0.0032889496069401503,0.002437999635003507,0.006332650640979409,0.134375,nan,nan,nan,nan,nan,nan,nan
126,21008,0.7782488888888889,-5.196448792696,0.16444444444444445,0,130,0.003024341491982341,0.002331721328664571,0.005159182264469564,0.13424999999999998,nan,nan,nan,nan,nan,nan,nan
127,21114,0.77713,-4.753662069797519,0.15555555555555556,0,106,0.003209114307537675,0.0023357732105068864,0.006511396844871342,0.134125,nan,nan,nan,nan,nan,nan,nan
128,21254,0.7756522222222222,-10.1044369635582,0.16444444444444445,-1,140,0.0032934293849393725,0.002424755960237235,0.006482637254521251,0.134,nan,nan,nan,nan,nan,nan,nan
129,21429,0.773805,-5.16891651439667,0.24888888888888888,0,175,0.0037595672765746713,0.002910965005867183,0.006338766193948686,0.133875,nan,nan,nan,nan,nan,nan,nan
130,21651,0.7714616666666667,-9.029439345121384,0.28,0,222,0.00331366581376642,0.0025877322303131224,0.005427540466189385,0.13374999999999998,nan,nan,nan,nan,nan,nan,nan
131,21828,0.7695933333333334,-6.453040261268617,0.21333333333333335,0,177,0.0031208757776767016,0.002343069529160857,0.005820813658647239,0.133625,nan,nan,nan,nan,nan,nan,nan
132,21973,0.7680627777777778,-7.977802630901337,0.17777777777777778,0,145,0.003077661897987127,0.0023516334593296053,0.005438415799289942,0.1335,nan,nan,nan,nan,nan,nan,nan
133,22165,0.7660361111111111,-6.377919091224674,0.24444444444444444,0,192,0.0030689421808347108,0.002374895114917308,0.005203726491890848,0.133375,nan,nan,nan,nan,nan,nan,nan
134,22373,0.7638405555555556,-9.18482510709763,0.24,0,208,0.003252428909763694,0.0023657928104512393,0.006653929711319506,0.13324999999999998,nan,nan,nan,nan,nan,nan,nan
135,22452,0.7630066666666666,-4.858277747631073,0.10222222222222223,0,79,0.003060355712659657,0.0023685316555202007,0.005196800013072789,0.133125,nan,nan,nan,nan,nan,nan,nan
136,22569,0.7617716666666666,-3.897331580638886,0.19111111111111112,0,117,0.003434761636890471,0.0027968809939920903,0.00479609512258321,0.133,nan,nan,nan,nan,nan,nan,nan
137,22676,0.7606422222222222,-3.982034809112548,0.15555555555555556,0,107,0.0029406762216240166,0.0024118839297443627,0.003979622386395931,0.132875,nan,nan,nan,nan,nan,nan,nan
138,22776,0.7595866666666666,-2.7546321697235108,0.19555555555555557,0,100,0.0026759364642202853,0.002024443040136248,0.0049076714552938935,0.13275,nan,nan,nan,nan,nan,nan,nan
139,23008,0.7571377777777778,-10.438233346462257,0.31555555555555553,0,232,0.0032302365405485036,0.0024154978338629006,0.0061431764625012875,0.132625,nan,nan,nan,nan,nan,nan,nan
140,23054,0.7566522222222222,-4.378860027313232,0.07555555555555556,0,46,0.003705823328346014,0.002678642119280994,0.00775231143925339,0.1325,-14.21465913641453,0.30177777777777776,0.0,157.7,0.0,1.0,0.30177777777777776
141,23304,0.7540133333333333,-4.666787194252022,0.29333333333333333,2,250,0.0034837050130590796,0.0025997745455242694,0.006677472498267889,0.132375,nan,nan,nan,nan,nan,nan,nan
142,23406,0.7529366666666667,-4.540225912570955,0.14222222222222222,0,102,0.003139504138380289,0.002545899653341621,0.0044885028153657915,0.13225,nan,nan,nan,nan,nan,nan,nan
143,23617,0.7507094444444444,-4.669437053680423,0.3244444444444444,0,211,0.0031394452089443803,0.0024336897768080235,0.005341573641635478,0.132125,nan,nan,nan,nan,nan,nan,nan
144,23775,0.7490416666666666,-3.5514315505027767,0.25333333333333335,0,158,0.003195939213037491,0.0024531590053811668,0.005627122451551258,0.132,nan,nan,nan,nan,nan,nan,nan
145,23937,0.7473316666666667,-5.218974426507953,0.27111111111111114,0,162,0.0032899803714826702,0.0025142403086647392,0.00588238937780261,0.131875,nan,nan,nan,nan,nan,nan,nan
146,24140,0.7451888888888889,-8.907281688213352,0.15555555555555556,0,203,0.002983223577030003,0.002296954917255789,0.005208870489150285,0.13175,nan,nan,nan,nan,nan,nan,nan
147,24333,0.7431516666666667,-6.597282630920413,0.25333333333333335,0,193,0.0029648418305441735,0.00222174224909395,0.005645581381395459,0.131625,nan,nan,nan,nan,nan,nan,nan
148,24524,0.7411355555555555,-8.052015801429752,0.2,0,191,0.0027768338797613977,0.0020454586017876865,0.0055617887759581205,0.1315,nan,nan,nan,nan,nan,nan,nan
149,24743,0.738823888888889,-6.817327577590945,0.2088888888888889,0,219,0.002906989795155823,0.002238275401759893,0.005090119084343314,0.131375,nan,nan,nan,nan,nan,nan,nan
150,24938,0.7367655555555556,-3.023978384017945,0.36,0,195,0.0029868382262066007,0.002440961520187557,0.00415906086564064,0.13125,nan,nan,nan,nan,nan,nan,nan
151,25135,0.7346861111111112,-4.243404373168947,0.3244444444444444,-1,197,0.0029900624882429837,0.002413412858732045,0.004397709178738296,0.131125,nan,nan,nan,nan,nan,nan,nan
152,25385,0.7320472222222223,-3.3080458464622535,0.3688888888888889,1,250,0.003396066860295832,0.0026921291602775453,0.005373570066876709,0.131,nan,nan,nan,nan,nan,nan,nan
153,25587,0.7299150000000001,-6.697276243209841,0.24444444444444444,0,202,0.003311723400838673,0.0026707522105425597,0.004897582950070501,0.130875,nan,nan,nan,nan,nan,nan,nan
154,25768,0.7280044444444445,-6.598509234905245,0.25333333333333335,0,181,0.0033775589428842066,0.002624483173713088,0.005759661854244769,0.13075,nan,nan,nan,nan,nan,nan,nan
155,25797,0.7276983333333333,-4.085907477378845,0.035555555555555556,-1,29,0.0033298096852377055,0.0027368710143491626,0.004539243434555829,0.130625,nan,nan,nan,nan,nan,nan,nan
