episode,global_step,epsilon,reward,coverage,final_health,length,mean_loss,mean_q_loss,mean_aux_loss,aux_weight,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_soft_score
284,51182,0.4597455555555555,-3.367865893840792,0.4,1,250,0.0023946067434735597,0.00197596704820171,0.0036562419612891973,0.11449999999999999,nan,nan,nan,nan,nan,nan,nan
285,51360,0.45786666666666676,-4.666411568641664,0.28444444444444444,0,178,0.0024406644864939154,0.0020132796373218296,0.0037366982782259584,0.114375,nan,nan,nan,nan,nan,nan,nan
286,51578,0.45556555555555556,-3.7342097454071057,0.36,0,218,0.0027955778758041562,0.0022923638694919645,0.00440449909074232,0.11424999999999999,nan,nan,nan,nan,nan,nan,nan
287,51767,0.4535705555555556,-3.525055263519288,0.35555555555555557,0,189,0.002762198564596474,0.0023520390270277856,0.003593950089998543,0.114125,nan,nan,nan,nan,nan,nan,nan
288,51978,0.4513433333333333,-2.058701076030731,0.41333333333333333,0,211,0.002980475535150617,0.002601897541899234,0.0033208597800694407,0.11399999999999999,nan,nan,nan,nan,nan,nan,nan
289,52228,0.44870444444444446,-3.090156891822814,0.4,1,250,0.002668767992872745,0.002171239745803177,0.004369073221459985,0.113875,nan,nan,nan,nan,nan,nan,nan
290,52391,0.44698388888888896,-2.4540954844951637,0.3288888888888889,0,163,0.0029316383879631758,0.0024397607427090406,0.004324199166148901,0.11374999999999999,nan,nan,nan,nan,nan,nan,nan
291,52502,0.4458122222222223,-1.2244699504375451,0.28,0,111,0.0030605369713157414,0.0025975846918299796,0.004074387566652149,0.113625,nan,nan,nan,nan,nan,nan,nan
292,52700,0.44372222222222224,-3.2976110258102422,0.38666666666666666,0,198,0.0031787802465260027,0.0024515475262887774,0.006407336937263608,0.11349999999999999,nan,nan,nan,nan,nan,nan,nan
293,52874,0.44188555555555564,-2.9895858993530275,0.32,0,174,0.002918485272675753,0.0024776452570222317,0.0038883354980498554,0.113375,nan,nan,nan,nan,nan,nan,nan
294,53124,0.4392466666666667,-1.3188555316925035,0.44,3,250,0.0033627402619458733,0.002929018926806748,0.0038297690451145174,0.11324999999999999,nan,nan,nan,nan,nan,nan,nan
295,53329,0.4370827777777778,-4.754174070835114,0.32,0,205,0.00316985493991524,0.0025664574932307005,0.005333900405094028,0.113125,nan,nan,nan,nan,nan,nan,nan
296,53579,0.43444388888888896,-2.5910656504631047,0.37333333333333335,1,250,0.0028647923609241843,0.002333305648062378,0.004703422402963042,0.11299999999999999,nan,nan,nan,nan,nan,nan,nan
297,53822,0.4318788888888889,-5.578682541370398,0.37777777777777777,0,243,0.0030328181572258474,0.002267545566428453,0.006779823661781847,0.112875,nan,nan,nan,nan,nan,nan,nan
298,54006,0.42993666666666674,-4.603370749235155,0.27555555555555555,0,184,0.00339277854654938,0.002777095837518573,0.0054606007877737285,0.11274999999999999,nan,nan,nan,nan,nan,nan,nan
299,54255,0.4273083333333334,-3.6295213747024544,0.4622222222222222,0,249,0.0033744068816304205,0.002876240888144821,0.004423227300867439,0.112625,nan,nan,nan,nan,nan,nan,nan
300,54482,0.42491222222222225,-3.572822988033296,0.44,0,227,0.0031333561055362225,0.002675023104529828,0.004074071068316698,0.11249999999999999,-2.3718190213918726,0.496,0.1,221.3,0.1,0.9,0.528
301,54726,0.4223366666666667,-3.916662272930147,0.4577777777777778,0,244,0.003454636665992439,0.0030751911457628013,0.0033766012405976654,0.112375,nan,nan,nan,nan,nan,nan,nan
302,54947,0.42000388888888895,-3.053422074794768,0.4177777777777778,0,221,0.0032861879793927074,0.002841398026794195,0.003962494002189487,0.11224999999999999,nan,nan,nan,nan,nan,nan,nan
303,55167,0.41768166666666673,-2.7000354018211357,0.4311111111111111,0,220,0.0035854179412126543,0.00274898650823161,0.007459811843000352,0.112125,nan,nan,nan,nan,nan,nan,nan
304,55413,0.41508500000000004,-3.6745363664627084,0.44,0,246,0.0028229747666046025,0.0024426509975455702,0.003395747777540237,0.11199999999999999,nan,nan,nan,nan,nan,nan,nan
305,55663,0.41244611111111107,-2.612067230463033,0.4444444444444444,2,250,0.0028835006058216097,0.002407253149431199,0.004256960307247937,0.111875,nan,nan,nan,nan,nan,nan,nan
306,55832,0.41066222222222226,-3.289001843452455,0.29333333333333333,0,169,0.0031704593682661654,0.0027679694932885466,0.0036016989150084557,0.11174999999999999,nan,nan,nan,nan,nan,nan,nan
307,56075,0.4080972222222222,-4.120471846103667,0.39111111111111113,0,243,0.0026791064999997618,0.002135696541517973,0.004868174239527434,0.111625,nan,nan,nan,nan,nan,nan,nan
308,56325,0.40545833333333337,-2.277155852317818,0.4488888888888889,2,250,0.002715174073819071,0.0021597542916424574,0.004981343378312885,0.11149999999999999,nan,nan,nan,nan,nan,nan,nan
309,56501,0.40360055555555563,-4.896082326889042,0.27555555555555555,0,176,0.0026615429669618607,0.0022091534337960184,0.0040618589147925375,0.111375,nan,nan,nan,nan,nan,nan,nan
310,56634,0.40219666666666676,-1.5105293200016008,0.3244444444444444,0,133,0.0035173069685697556,0.0030047672451473774,0.004607098549604416,0.11124999999999999,nan,nan,nan,nan,nan,nan,nan
311,56843,0.3999905555555556,-2.5453979415893553,0.4577777777777778,0,209,0.0027985060354694725,0.0023099797894246877,0.004396186978556216,0.111125,nan,nan,nan,nan,nan,nan,nan
312,57076,0.39753111111111117,-3.2254472815990427,0.4577777777777778,0,233,0.00297691251616925,0.0025598325999453666,0.003757476690225303,0.11099999999999999,nan,nan,nan,nan,nan,nan,nan
313,57310,0.3950611111111112,-1.4054879016876227,0.48,0,234,0.0030524969566613435,0.002524564496707171,0.004761510621756315,0.110875,nan,nan,nan,nan,nan,nan,nan
314,57540,0.3926333333333334,-3.05914397072792,0.4666666666666667,0,230,0.0030891765840351582,0.0025556677021086214,0.00481723623815924,0.11074999999999999,nan,nan,nan,nan,nan,nan,nan
315,57745,0.3904694444444444,-5.8750017623901405,0.29333333333333333,0,205,0.002961735473945737,0.002432460314594209,0.004784408339764923,0.110625,nan,nan,nan,nan,nan,nan,nan
316,57889,0.38894944444444457,-1.8267274231910688,0.30666666666666664,0,144,0.0031180335907265546,0.0026465092319995164,0.004267188662197441,0.11049999999999999,nan,nan,nan,nan,nan,nan,nan
317,58121,0.3865005555555556,-3.4714469826221457,0.4,0,232,0.002887537109199911,0.0025201053940691054,0.003328939527273178,0.110375,nan,nan,nan,nan,nan,nan,nan
318,58285,0.3847694444444445,-2.4343666973114013,0.32,0,164,0.002732987003400922,0.00227103668730706,0.004190025641582907,0.11024999999999999,nan,nan,nan,nan,nan,nan,nan
319,58478,0.38273222222222225,-2.973659439563751,0.4,0,193,0.0030203058151528238,0.0026148635894060134,0.0036816545762121677,0.110125,nan,nan,nan,nan,nan,nan,nan
320,58728,0.3800933333333334,-1.7016835999488857,0.39555555555555555,2,250,0.0029723111540079115,0.002496259019244462,0.004327746888156981,0.10999999999999999,-0.8079053076744106,0.49911111111111117,0.1,211.4,0.1,0.9,0.5311111111111112
321,58940,0.3778555555555556,-3.088031728029251,0.44,0,212,0.002675012138206512,0.0022603804245591164,0.0037736674770712853,0.109875,nan,nan,nan,nan,nan,nan,nan
322,59157,0.37556500000000004,-2.1173701519966124,0.48444444444444446,0,217,0.0031066352035850286,0.002551697369199246,0.005056381342001259,0.10974999999999999,nan,nan,nan,nan,nan,nan,nan
323,59407,0.3729261111111112,-1.0885364668369282,0.4533333333333333,2,250,0.002966888900846243,0.0022498226375319065,0.006541083403863013,0.109625,nan,nan,nan,nan,nan,nan,nan
324,59578,0.3711211111111111,-4.048577580690384,0.3333333333333333,0,171,0.0030222364468500016,0.002560282126069069,0.004218760551884771,0.10949999999999999,nan,nan,nan,nan,nan,nan,nan
325,59743,0.3693794444444445,-2.254638943195343,0.3377777777777778,0,165,0.003278233064338565,0.0027188110747374595,0.005114715057425201,0.109375,nan,nan,nan,nan,nan,nan,nan
326,59939,0.3673105555555556,-2.702795251607894,0.3688888888888889,0,196,0.0031013856874778866,0.0025913143530488015,0.004668844630941749,0.10925,nan,nan,nan,nan,nan,nan,nan
327,60084,0.3657800000000001,-3.749365127801895,0.2222222222222222,0,145,0.0031222614459693434,0.0024156101746484636,0.006475612567737698,0.109125,nan,nan,nan,nan,nan,nan,nan
328,60265,0.36386944444444447,-2.6833972737789162,0.36,0,181,0.003364630555734038,0.002711087465286255,0.005995808797888458,0.109,nan,nan,nan,nan,nan,nan,nan
329,60470,0.3617055555555556,-2.1758657853603367,0.41333333333333333,0,205,0.0033131794771179557,0.0027329795178957284,0.005329046305269003,0.108875,nan,nan,nan,nan,nan,nan,nan
330,60647,0.35983722222222225,-2.8606975083351145,0.3466666666666667,0,177,0.0030994215863756835,0.002507713355589658,0.0054409954696893695,0.10875,nan,nan,nan,nan,nan,nan,nan
331,60897,0.3571983333333334,-2.8953486075401322,0.4488888888888889,2,250,0.002611087646801025,0.0021283630398102106,0.0044439551420509815,0.108625,nan,nan,nan,nan,nan,nan,nan
332,61144,0.3545911111111112,-2.6701021118164068,0.48,0,247,0.002995116461534053,0.0024837825330905616,0.004712755198124796,0.1085,nan,nan,nan,nan,nan,nan,nan
333,61384,0.3520577777777778,-2.8307186193466194,0.4888888888888889,0,240,0.0029568227706477045,0.002350661053787917,0.005593188223429024,0.108375,nan,nan,nan,nan,nan,nan,nan
334,61563,0.3501683333333333,-4.323927476406098,0.36,0,179,0.003423665789887309,0.0029342499328777194,0.004521162318997085,0.10825,nan,nan,nan,nan,nan,nan,nan
335,61787,0.3478038888888889,-2.5081858983039838,0.52,0,224,0.0036286147544160484,0.003019320033490658,0.005635095783509314,0.108125,nan,nan,nan,nan,nan,nan,nan
336,61940,0.346188888888889,-1.3292652857303615,0.3466666666666667,0,153,0.0034598154714331033,0.0030271765775978566,0.0040059152757748965,0.108,nan,nan,nan,nan,nan,nan,nan
337,62190,0.34355000000000013,-0.5561301867961871,0.4888888888888889,2,250,0.002946773124858737,0.0025862920098006724,0.0033416559919714926,0.107875,nan,nan,nan,nan,nan,nan,nan
338,62384,0.34150222222222226,-6.286160202503207,0.3333333333333333,0,194,0.0030055522103793917,0.0026601510820910335,0.003205578634515405,0.10775,nan,nan,nan,nan,nan,nan,nan
339,62634,0.3388633333333334,-2.218283500671386,0.4622222222222222,1,250,0.0027137192664667964,0.0023716228432022037,0.0031785965780727564,0.107625,nan,nan,nan,nan,nan,nan,nan
340,62884,0.33622444444444455,-2.4545259170532234,0.39111111111111113,1,250,0.0030433510895818473,0.0025639337254688144,0.004459696565754711,0.1075,-0.9940479605197922,0.4888888888888888,0.2,220.0,0.2,0.8,0.5528888888888888
341,63110,0.3338388888888889,-2.657450636863709,0.4533333333333333,0,226,0.0031721657840535046,0.002673519682139158,0.00464396825991571,0.107375,nan,nan,nan,nan,nan,nan,nan
342,63264,0.33221333333333336,-0.7155831670761084,0.38666666666666666,0,154,0.0027360357344150543,0.002234647388104349,0.004674950079061091,0.10725,nan,nan,nan,nan,nan,nan,nan
343,63457,0.3301761111111111,-2.3103449640274034,0.4488888888888889,0,193,0.0033691932912915945,0.0027472253306768833,0.005806002393364906,0.107125,nan,nan,nan,nan,nan,nan,nan
344,63692,0.3276955555555555,-2.334900637626647,0.4666666666666667,0,235,0.0027728698216378687,0.0023163212812505663,0.0042668087058700625,0.107,nan,nan,nan,nan,nan,nan,nan
345,63899,0.32551055555555564,-1.92888527870178,0.39111111111111113,0,207,0.002690909430384636,0.0022269269567914305,0.004341356526128948,0.106875,nan,nan,nan,nan,nan,nan,nan
346,64110,0.32328333333333337,-4.496682214021682,0.39555555555555555,0,211,0.002921311534009874,0.002486460458021611,0.004073546594008803,0.10675,nan,nan,nan,nan,nan,nan,nan
347,64315,0.3211194444444445,-1.1479912204742402,0.43555555555555553,0,205,0.003226959239691496,0.002810864499770105,0.0039024127763696015,0.106625,nan,nan,nan,nan,nan,nan,nan
348,64522,0.3189344444444444,-1.5630281243324275,0.4666666666666667,0,207,0.0033637752523645757,0.002821920032147318,0.005087842559441924,0.1065,nan,nan,nan,nan,nan,nan,nan
349,64772,0.31629555555555555,-1.2477310452461225,0.4888888888888889,1,250,0.003072638623416424,0.0025576587533578275,0.004841173766180873,0.106375,nan,nan,nan,nan,nan,nan,nan
350,65022,0.3136566666666667,-0.35879020953178287,0.52,1,250,0.003002325852867216,0.0024825649219565094,0.0048918674816377464,0.10625,nan,nan,nan,nan,nan,nan,nan
351,65241,0.3113450000000001,-4.689706284523011,0.37333333333333335,0,219,0.002898257947526872,0.0025345108937472106,0.0034275340614840387,0.106125,nan,nan,nan,nan,nan,nan,nan
352,65442,0.3092233333333334,-3.601639553308488,0.4,0,201,0.0029823486227542164,0.002452795498538762,0.004995784536004066,0.106,nan,nan,nan,nan,nan,nan,nan
353,65673,0.306785,-3.0840976228713997,0.37777777777777777,0,231,0.002609466784633696,0.0020830076187849044,0.004972459317650646,0.105875,nan,nan,nan,nan,nan,nan,nan
354,65811,0.3053283333333334,-1.4824944789409626,0.3511111111111111,0,138,0.002491438272409141,0.0020056731416843833,0.004593523615039885,0.10575,nan,nan,nan,nan,nan,nan,nan
355,66052,0.3027844444444445,-4.502652690172197,0.4577777777777778,0,241,0.002364602079614997,0.0020198015496134757,0.003264383622445166,0.105625,nan,nan,nan,nan,nan,nan,nan
356,66255,0.3006416666666667,-3.7448940033912663,0.3333333333333333,0,203,0.002655821037478745,0.001983671193011105,0.006371088698506356,0.1055,nan,nan,nan,nan,nan,nan,nan
357,66505,0.29800277777777784,-3.897293684482584,0.4088888888888889,1,250,0.003087027627043426,0.0026673385174944995,0.0039828141801990565,0.105375,nan,nan,nan,nan,nan,nan,nan
358,66755,0.295363888888889,-2.31706292653084,0.4222222222222222,2,250,0.0036885911831632257,0.0032160869566723706,0.004489350784569979,0.10525,nan,nan,nan,nan,nan,nan,nan
359,67005,0.292725,-0.5216277742385843,0.49777777777777776,1,250,0.0028074069181457163,0.0022728269337676465,0.005085183982737362,0.105125,nan,nan,nan,nan,nan,nan,nan
360,67223,0.2904238888888889,-4.011820841789246,0.38666666666666666,0,218,0.0032676660921424627,0.0027295303298160434,0.005125102424062789,0.105,-1.7493618426322939,0.4604444444444445,0.2,223.9,0.1,0.9,0.49444444444444446
361,67473,0.28778499999999996,-1.0130572836399057,0.48,1,250,0.0033506253501400353,0.0029019189532846212,0.004278487339615822,0.104875,nan,nan,nan,nan,nan,nan,nan
362,67723,0.2851461111111111,-2.709398708820345,0.39111111111111113,2,250,0.0045008282642811535,0.004033010848797858,0.004466037568636239,0.10475,nan,nan,nan,nan,nan,nan,nan
363,67973,0.28250722222222224,0.39570996475219794,0.52,2,250,0.003758367570117116,0.003189080278389156,0.005441216239705682,0.104625,nan,nan,nan,nan,nan,nan,nan
364,68200,0.2801111111111112,-4.737976898670195,0.38222222222222224,0,227,0.002966106007806957,0.002392578939907253,0.005488297273404896,0.1045,nan,nan,nan,nan,nan,nan,nan
365,68431,0.27767277777777777,-2.0424999999999978,0.4266666666666667,0,231,0.0032310055568814276,0.0026787508279085158,0.00529106332687661,0.104375,nan,nan,nan,nan,nan,nan,nan
366,68681,0.2750338888888889,-1.3898030316829677,0.4222222222222222,1,250,0.0028921561781316994,0.0023930158233270047,0.004787917295470834,0.10425,nan,nan,nan,nan,nan,nan,nan
367,68916,0.2725533333333333,-2.610209425449371,0.5155555555555555,0,235,0.0027679956518113615,0.0022217390360310674,0.005246161622926593,0.104125,nan,nan,nan,nan,nan,nan,nan
368,69129,0.270305,-2.2976351704597473,0.44,0,213,0.0028918336844071745,0.002487621770706028,0.0038866531220264735,0.104,nan,nan,nan,nan,nan,nan,nan
369,69350,0.2679722222222223,-1.8322596831321711,0.4577777777777778,0,221,0.003379226289689541,0.0029436291777528824,0.004193474212661386,0.103875,nan,nan,nan,nan,nan,nan,nan
370,69594,0.2653966666666667,-0.8448105351924879,0.5822222222222222,0,244,0.0030011574970558287,0.002544273668900132,0.004403699981048703,0.10375,nan,nan,nan,nan,nan,nan,nan
371,69770,0.2635388888888889,-2.427777425527572,0.38666666666666666,0,176,0.0026356192189268767,0.0020738806575536727,0.00542087850626558,0.103625,nan,nan,nan,nan,nan,nan,nan
372,70004,0.2610688888888889,0.00020185995101829057,0.5777777777777777,0,234,0.0022181750391609967,0.001771346025634557,0.004317188472487033,0.1035,nan,nan,nan,nan,nan,nan,nan
373,70197,0.25903166666666666,-2.2532714350223526,0.3688888888888889,0,193,0.0027828496647998692,0.0023561461712233722,0.004127723874989897,0.103375,nan,nan,nan,nan,nan,nan,nan
374,70447,0.2563927777777778,-0.6388768467903143,0.48,2,250,0.003099059744272381,0.0025944040971808136,0.004887705855071545,0.10325,nan,nan,nan,nan,nan,nan,nan
375,70643,0.2543238888888889,-1.107743247985837,0.5066666666666667,0,196,0.0031181413447484373,0.0027309234836138787,0.0037548401625826953,0.103125,nan,nan,nan,nan,nan,nan,nan
376,70873,0.2518961111111111,-2.485767310619353,0.47555555555555556,0,230,0.002627352229319513,0.0021757765905931594,0.004384229914285243,0.10300000000000001,nan,nan,nan,nan,nan,nan,nan
377,71061,0.24991166666666675,-1.4521989531517023,0.4311111111111111,0,188,0.0034299988299608232,0.003012489643879235,0.004058412089943886,0.102875,nan,nan,nan,nan,nan,nan,nan
378,71273,0.24767388888888897,-1.6915047647953032,0.4711111111111111,0,212,0.0029360850108787417,0.002498875686433166,0.004255078115966171,0.10275000000000001,nan,nan,nan,nan,nan,nan,nan
379,71511,0.24516166666666672,-2.8279913992881776,0.49777777777777776,0,238,0.002709486207459122,0.00234231740469113,0.0035777718876488507,0.102625,nan,nan,nan,nan,nan,nan,nan
380,71665,0.24353611111111118,-0.766434123039245,0.38666666666666666,0,154,0.0029261271469295026,0.002500629681162536,0.004151195264421403,0.10250000000000001,-1.7473235620975505,0.47866666666666663,0.0,216.6,0.0,1.0,0.47866666666666663
381,71910,0.24095,-4.26074085354805,0.4533333333333333,0,245,0.002764370699878782,0.0023160994751378894,0.00437871792819351,0.102375,nan,nan,nan,nan,nan,nan,nan
382,72134,0.2385855555555556,-1.3511816766262055,0.5111111111111111,0,224,0.00291742158588022,0.0024014636874198914,0.00504604282323271,0.10225000000000001,nan,nan,nan,nan,nan,nan,nan
383,72366,0.23613666666666666,-0.8351715919971467,0.52,0,232,0.0029609049437567593,0.0025736947660334407,0.0037915323860943317,0.102125,nan,nan,nan,nan,nan,nan,nan
384,72577,0.2339094444444445,-1.171813020467759,0.4888888888888889,0,211,0.0023434625123627483,0.001885835500434041,0.004486539791105315,0.10200000000000001,nan,nan,nan,nan,nan,nan,nan
385,72776,0.23180888888888895,-3.770451984882356,0.38222222222222224,0,199,0.002572772989515215,0.0021069905487820506,0.004572097328491509,0.101875,nan,nan,nan,nan,nan,nan,nan
386,73020,0.2292333333333334,-2.081232985973357,0.4577777777777778,0,244,0.003449227346573025,0.0028861869126558305,0.005533567233942449,0.10175000000000001,nan,nan,nan,nan,nan,nan,nan
387,73270,0.22659444444444443,0.6158309972286227,0.5377777777777778,1,250,0.003295715874992311,0.0027262977557256816,0.005603129602968692,0.101625,nan,nan,nan,nan,nan,nan,nan
388,73472,0.22446222222222234,-2.342241397380828,0.4311111111111111,0,202,0.003034730220679194,0.0025775142130441964,0.004504591389559209,0.1015,nan,nan,nan,nan,nan,nan,nan
389,73675,0.22231944444444451,0.04882616090774605,0.5511111111111111,0,203,0.003000906598754227,0.002473918057512492,0.005198407440911978,0.10137499999999999,nan,nan,nan,nan,nan,nan,nan
390,73925,0.21968055555555566,-0.1555939917564383,0.5377777777777778,1,250,0.0030113813700154424,0.002387039572931826,0.006166338454931974,0.10125,nan,nan,nan,nan,nan,nan,nan
391,74133,0.21748500000000004,-2.169404535770416,0.4666666666666667,0,208,0.002617341617587954,0.002255781798157841,0.003575375198852271,0.10112499999999999,nan,nan,nan,nan,nan,nan,nan
392,74383,0.21484611111111118,-1.078683561086654,0.47555555555555556,1,250,0.0032795809442177416,0.002742158260662109,0.005321015999652445,0.101,nan,nan,nan,nan,nan,nan,nan
393,74605,0.21250277777777782,-3.7623279271125787,0.4,0,222,0.002566100494004786,0.002151282096747309,0.004112202301621437,0.10087499999999999,nan,nan,nan,nan,nan,nan,nan
394,74800,0.21044444444444443,-0.7023082432746868,0.4888888888888889,0,195,0.003074797033332288,0.002585272619035095,0.004858803551178426,0.10075,nan,nan,nan,nan,nan,nan,nan
395,75034,0.20797444444444457,-0.8780732829570768,0.5155555555555555,0,234,0.002786988695152104,0.002363473759032786,0.0042088439920917155,0.10062499999999999,nan,nan,nan,nan,nan,nan,nan
396,75284,0.2053355555555556,-2.1204353933334343,0.39111111111111113,2,250,0.002628667652606964,0.0022314396337606013,0.003952517872676253,0.1005,nan,nan,nan,nan,nan,nan,nan
397,75525,0.2027916666666667,-0.8270990839004515,0.5333333333333333,0,241,0.002725856681354344,0.0023036982398480176,0.004205812921281904,0.10037499999999999,nan,nan,nan,nan,nan,nan,nan
398,75708,0.20086000000000004,-1.285857531785965,0.4266666666666667,0,183,0.003299155365675688,0.0025987105560489,0.0069869800703600046,0.10025,nan,nan,nan,nan,nan,nan,nan
399,75937,0.19844277777777786,-0.22776240444183404,0.5822222222222222,0,229,0.0033119658939540384,0.002900131675414741,0.004113200539723039,0.10012499999999999,nan,nan,nan,nan,nan,nan,nan
400,76161,0.19607833333333347,-2.0378554315567,0.4266666666666667,0,224,0.0033647307194769383,0.002968967007473111,0.003957636863924563,0.1,-0.006944465661052468,0.5159999999999999,0.0,200.5,0.0,1.0,0.5159999999999999
401,76404,0.19351333333333343,0.3781226682662966,0.6444444444444445,0,243,0.0033214192371815443,0.0028257869184017182,0.004962525924202055,0.09987499999999999,nan,nan,nan,nan,nan,nan,nan
402,76648,0.19093777777777787,-1.4642766234874731,0.5155555555555555,0,244,0.004045889480039477,0.003391233179718256,0.006562970415689051,0.09975,nan,nan,nan,nan,nan,nan,nan
403,76837,0.1889427777777778,-4.518239982128145,0.3022222222222222,0,189,0.0030836881836876274,0.002712699677795172,0.0037238493328914045,0.09962499999999999,nan,nan,nan,nan,nan,nan,nan
404,77087,0.18630388888888894,-0.7404493801593758,0.5022222222222222,1,250,0.003312752931378782,0.003009070106782019,0.0030520886881276964,0.0995,nan,nan,nan,nan,nan,nan,nan
405,77294,0.18411888888888883,-0.6959399192333207,0.4577777777777778,0,207,0.003343875892460346,0.0030039136996492743,0.003421003476250917,0.09937499999999999,nan,nan,nan,nan,nan,nan,nan
406,77509,0.1818494444444444,-1.8629750890731807,0.4488888888888889,-1,215,0.002855395572260022,0.002434773533605039,0.004238005552906543,0.09925,nan,nan,nan,nan,nan,nan,nan
407,77759,0.17921055555555554,0.6517857460975653,0.5644444444444444,1,250,0.003225806762930006,0.002769416687078774,0.0046041875146329405,0.09912499999999999,nan,nan,nan,nan,nan,nan,nan
408,77950,0.17719444444444443,-0.8614218060970301,0.4577777777777778,0,191,0.003181730071082711,0.002868926455266774,0.0031596322427503765,0.099,nan,nan,nan,nan,nan,nan,nan
409,78169,0.17488277777777783,-0.15021414041519265,0.52,0,219,0.004316193819977343,0.0038546599447727204,0.0046678520855493845,0.09887499999999999,nan,nan,nan,nan,nan,nan,nan
410,78409,0.17234944444444444,-2.612680392742157,0.5866666666666667,0,240,0.00375850829295814,0.0031989583862014116,0.005666327942162752,0.09875,nan,nan,nan,nan,nan,nan,nan
411,78644,0.16986888888888896,-0.262750521183014,0.5555555555555556,0,235,0.003449421003460884,0.0029706504195928574,0.004854454868473112,0.09862499999999999,nan,nan,nan,nan,nan,nan,nan
412,78894,0.16723,-0.6973787784576415,0.5111111111111111,1,250,0.0028867804910987617,0.0024227833026088776,0.004710631328634918,0.0985,nan,nan,nan,nan,nan,nan,nan
413,79097,0.16508722222222227,-1.8946133279800403,0.44,0,203,0.003520480869337916,0.0030387732665985824,0.004896646691486239,0.09837499999999999,nan,nan,nan,nan,nan,nan,nan
414,79275,0.1632083333333334,-1.3854273848533605,0.4311111111111111,0,178,0.003122472949326038,0.0027627240167930724,0.0036615666933357714,0.09825,nan,nan,nan,nan,nan,nan,nan
415,79498,0.1608544444444444,-1.761983432292936,0.4888888888888889,0,223,0.002714722603559494,0.0022810874856077135,0.004419211414642632,0.09812499999999999,nan,nan,nan,nan,nan,nan,nan
416,79677,0.15896500000000002,-1.0091456878185252,0.39555555555555555,0,179,0.0026146679534576832,0.0022127402015030386,0.004101303499191999,0.098,nan,nan,nan,nan,nan,nan,nan
417,79927,0.15632611111111117,-0.1461100869178742,0.5466666666666666,1,250,0.002788644819520414,0.00236073627602309,0.004371990379877388,0.09787499999999999,nan,nan,nan,nan,nan,nan,nan
418,80168,0.15378222222222226,-3.139753022670747,0.43555555555555553,0,241,0.0033299311529845,0.002790143818128854,0.0055221212329342965,0.09775,nan,nan,nan,nan,nan,nan,nan
419,80418,0.1511433333333334,-0.10606783723831259,0.5022222222222222,1,250,0.0026733279693871735,0.002260564442258328,0.00422805140260607,0.09762499999999999,nan,nan,nan,nan,nan,nan,nan
420,80654,0.14865222222222219,0.1178511166572569,0.6266666666666667,0,236,0.003612084989435971,0.0032204104820266364,0.004017174732871354,0.0975,-2.0979691771507296,0.49733333333333335,-0.1,208.3,0.0,1.0,0.49733333333333335
421,80852,0.14656222222222226,-0.6129948596954354,0.48444444444444446,0,198,0.00260786444414407,0.0021823197486810384,0.004370163555722684,0.09737499999999999,nan,nan,nan,nan,nan,nan,nan
422,81083,0.14412388888888894,-2.71924086523056,0.4888888888888889,0,231,0.0031115841935388743,0.0027242764015682043,0.003982599149458111,0.09725,nan,nan,nan,nan,nan,nan,nan
423,81254,0.142318888888889,-0.8608608169555655,0.4088888888888889,0,171,0.0031717564910650254,0.0025734961731359363,0.00615969467908144,0.09712499999999999,nan,nan,nan,nan,nan,nan,nan
424,81504,0.13968000000000003,0.6232550797462397,0.49777777777777776,1,250,0.0029012636514380574,0.0024237197823822497,0.004923132969997824,0.097,nan,nan,nan,nan,nan,nan,nan
425,81743,0.13715722222222226,-1.0469685106277453,0.5777777777777777,0,239,0.003389314655214548,0.002949691622052342,0.00453804419375956,0.09687499999999999,nan,nan,nan,nan,nan,nan,nan
426,81975,0.13470833333333332,-7.6742991890907355,0.3422222222222222,0,232,0.0038895659847185014,0.0034049309324473143,0.005009148409590125,0.09675,nan,nan,nan,nan,nan,nan,nan
427,82151,0.13285055555555558,-0.6933268644809711,0.4533333333333333,0,176,0.0026948200073093178,0.002234701451379806,0.004761899798177182,0.096625,nan,nan,nan,nan,nan,nan,nan
428,82395,0.13027500000000003,-2.441957963943481,0.5155555555555555,0,244,0.0026414457592181862,0.0022826006752438843,0.003718602086883038,0.0965,nan,nan,nan,nan,nan,nan,nan
429,82596,0.12815333333333345,-0.16309707593918832,0.48,0,201,0.0023088772781193257,0.0019007232505828143,0.0042350613977760075,0.09637499999999999,nan,nan,nan,nan,nan,nan,nan
430,82802,0.12597888888888897,0.4055248956680322,0.5333333333333333,0,206,0.0028166713425889613,0.002394120558165014,0.0043901381315663455,0.09625,nan,nan,nan,nan,nan,nan,nan
431,82991,0.123983888888889,-0.023286557197571334,0.5022222222222222,0,189,0.0026899910415522756,0.0022845974192023276,0.004217359190806747,0.096125,nan,nan,nan,nan,nan,nan,nan
432,83203,0.12174611111111122,-0.9820803418159462,0.5111111111111111,0,212,0.0036470983643084763,0.003091300919186324,0.00578955675009638,0.096,nan,nan,nan,nan,nan,nan,nan
433,83365,0.12003611111111112,0.06768847465515315,0.4,0,162,0.003299858141690493,0.0028208490810357036,0.004996182606555521,0.09587499999999999,nan,nan,nan,nan,nan,nan,nan
434,83590,0.1176611111111111,0.9165059950351664,0.5955555555555555,0,225,0.0037777922581881283,0.003302464506123215,0.004964258836116642,0.09575,nan,nan,nan,nan,nan,nan,nan
