update,episodes_seen,global_step,rollout_ext_reward_mean,rollout_int_reward_mean,train_reward_mean,train_coverage_mean,train_final_health_mean,train_length_mean,train_new_tile_rate_mean,train_revisit_rate_mean,train_wall_hit_rate_mean,train_turn_streak_rate_mean,train_hazard_contact_rate_mean,train_action_forward_rate_mean,train_action_left_rate_mean,train_action_right_rate_mean,train_max_no_new_tile_streak_mean,train_stagnation_step_rate_mean,train_coverage_gain_25_mean,train_turn_oscillation_rate_mean,train_forward_after_turn_success_rate_mean,train_coverage_at_step_50_mean,train_coverage_at_step_100_mean,train_coverage_at_step_150_mean,mean_total_loss,mean_policy_loss,mean_ext_value_loss,mean_int_value_loss,mean_rnd_loss,mean_entropy,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_final_health_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,eval_soft_score
11,89,11264,-0.038991592824459076,0.02905554324388504,-4.453128916876657,0.20888888888888887,-0.42857142857142855,114.14285714285714,0.42874869252381964,0.10951708445764131,0.08824615142928861,0.13947056638347233,0.01926253893221937,0.6265119284107497,0.2319941370707188,0.1414939345185316,17.571428571428573,0.15873043241877852,0.05177838776836271,0.022007532203466285,0.6740376814341297,0.10666666666666666,0.1837037037037037,0.24888888888888885,0.09340566210448742,-0.0014439988881349564,0.14484006073325872,0.07968150405213237,0.0008585894029238261,0.9134854152798653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,98,12288,-0.0363033264875412,0.02694477140903473,-4.395157469643487,0.188641975308642,-0.1111111111111111,116.11111111111111,0.37549950069773186,0.14904880890499478,0.0885438400523499,0.1592776326220861,0.020967729487218985,0.6130921496550764,0.22334115384809156,0.16356669649683192,15.555555555555555,0.19104665966016324,0.03934286906509129,0.01906635513133476,0.5804954901729095,0.11499999999999999,0.18222222222222226,0.21185185185185185,0.05259443004615605,-0.0014437171630561352,0.0740076252259314,0.07003089366480708,0.0007739822685834952,0.9377545863389969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,105,13312,-0.038093313574790955,0.02430018037557602,-5.441047940935407,0.20825396825396827,-0.2857142857142857,132.0,0.35701664655972987,0.14566626547291037,0.11988179593852462,0.14224592193238947,0.009264321324285646,0.6225647079711649,0.21741849475423472,0.16001679727460047,17.142857142857142,0.19146430728500885,0.03754132402372568,0.007682688488532471,0.5147783155323432,0.11492063492063491,0.176,0.2711111111111111,0.05005218368023634,-0.0008096350356936455,0.09219405008479953,0.042165427934378386,0.0006872777084936388,0.8502601087093353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,117,14336,-0.05082107335329056,0.026867901906371117,-3.8103437423706055,0.20592592592592593,-0.25,109.83333333333333,0.43711148233973357,0.1341550685994974,0.12407484147877,0.07565919743752719,0.025575348757330404,0.6953413924180009,0.21400042615137327,0.09065818143062583,13.75,0.1574732012853345,0.04788361463954672,0.0063259522247428035,0.6281316938509485,0.1248888888888889,0.2074074074074074,0.2651851851851852,0.10305347805842757,-0.0026754923164844513,0.17647595051676035,0.06810446176677942,0.0007053433218970895,0.8633292838931084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,126,15360,-0.03232242166996002,0.024179264903068542,-5.4335973262786865,0.19555555555555557,-0.1111111111111111,110.22222222222223,0.39917190875145325,0.12739082790528303,0.1688170639956873,0.09825543611839904,0.010671787689327743,0.6953798006524237,0.20293683488234077,0.10168336446523568,18.333333333333332,0.22365166048625923,0.042865746393524175,0.0057956216301733,0.5763337768133164,0.10617283950617283,0.17481481481481484,0.2222222222222222,0.03430699952878058,-0.0004032216966152191,0.059878349769860506,0.043172687757760286,0.0005940097762504593,0.8704653680324554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,136,16384,-0.04187137261033058,0.02149549126625061,-4.432269144058227,0.21333333333333332,-0.2,120.7,0.4061982764989301,0.15657214016159435,0.09883271204681919,0.1008109656765847,0.014669519603653865,0.6616031287073436,0.26638336175217636,0.07201350954048,19.2,0.20663266220010193,0.04525007736215167,0.004320863340799938,0.5451104292049415,0.11851851851851852,0.20190476190476195,0.19111111111111112,0.06313128769397736,0.0005734842270612717,0.1233181431889534,0.0360322967171669,0.0005407466778706294,0.8829079791903496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,141,17408,-0.04236843064427376,0.0191756933927536,-4.717457962036133,0.192,-0.4,106.6,0.3964546418185499,0.11438200045860251,0.13092951676847014,0.12012936761111077,0.01670842179082697,0.6417661590456226,0.24888853531431185,0.10934530564006562,20.0,0.23364919965336245,0.04036765304412363,0.010494104706944667,0.574021978021978,0.11555555555555555,0.15333333333333332,0.2577777777777778,0.04887779476121068,-0.0012250924482941628,0.10467192158102989,0.026699740439653397,0.0005209475275478326,0.805194728076458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,151,18432,-0.042663343250751495,0.02154846489429474,-4.795718705654144,0.21644444444444444,-0.4,123.4,0.41924956519253487,0.1338448250010919,0.1514741060809096,0.0816225729258849,0.016880333718569014,0.7045684962745364,0.2270318721251167,0.06839963160034693,19.1,0.21218885681687266,0.04617597742150792,0.004614189982863834,0.5987413512413513,0.11200000000000002,0.17777777777777778,0.22962962962962963,0.06885824096389115,0.0006335773505270481,0.1404553335160017,0.02716282708570361,0.0005263097955321427,0.8055362552404404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,161,19456,-0.04088851809501648,0.021082956343889236,-5.2422030687332155,0.18355555555555553,-0.2,114.3,0.37919616426859487,0.15850021584261903,0.14264825895193733,0.1003743741460121,0.020534523708724776,0.6803446390631511,0.24589326251594054,0.07376209842090828,20.0,0.23516787126313837,0.04202529465892636,0.010868142112096777,0.5505835558776735,0.09944444444444445,0.1577777777777778,0.2725925925925926,0.045309606939554214,-0.00045616624993272126,0.09020696021616459,0.031199544668197632,0.0004928977650706656,0.771518737077713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,171,20480,-0.04748603701591492,0.021596364676952362,-5.180819892883301,0.19955555555555557,-0.1,112.2,0.4107587311870492,0.13140535092050526,0.15663263712225162,0.09513885121068624,0.014267194695509217,0.698796719229806,0.2509639636320689,0.050239317138124996,17.1,0.1887539060754269,0.04496505575991656,0.004928829814798583,0.6093292442851267,0.10577777777777778,0.17703703703703702,0.2177777777777778,0.06973615195602179,-8.711544796824455e-05,0.1475847726687789,0.020157380728051066,0.0005068620630481746,0.7277336940169334,-65.81592469451428,0.035555555555555556,0.0,108.4,0.0,1.0,0.07063109452736319,0.0,0.9293689054726368,0.0,0.0032782515991471215,1.0,0.0,0.0,101.4,0.8789181236673775,0.006585185185185184,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-59.75608350169658,0.035555555555555556,0.0,103.3,0.0,1.0,0.07287276477297491,0.0,0.927127235227025,0.0,0.00418579179296467,1.0,0.0,0.0,96.3,0.8750752603891858,0.006844444444444445,0.0,0.0,0.035555555555555556,0.035555555555555556,nan,-0.14156729779673066
21,180,21504,-0.03847087174654007,0.02215731516480446,-2.9575001994768777,0.17432098765432097,-0.4444444444444444,79.77777777777777,0.4966468790718731,0.14232185282921084,0.07823493561143034,0.07142143795517664,0.028700273868738857,0.7172036675125143,0.2339019728373207,0.04889435965016499,11.666666666666666,0.13291973410147684,0.053905306829054096,0.0,0.6437443215220994,0.13142857142857142,0.22518518518518518,nan,0.03700372390449047,-0.001177529338747263,0.08697385992854834,0.01881437108386308,0.0004760854681080673,0.7594472169876099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,189,22528,-0.04872904717922211,0.0188656784594059,-5.578517542945014,0.18123456790123457,-0.2222222222222222,117.55555555555556,0.37205014974213807,0.17595989212828952,0.1554167531564874,0.08108225865674562,0.012930424695130577,0.7034267950269149,0.256405990772435,0.040167214200650114,24.666666666666668,0.27721541640962566,0.04175955320399765,0.0017045454545454545,0.5263566353329153,0.11456790123456789,0.16825396825396827,0.22444444444444445,0.023266802541911602,-0.0012033828534185886,0.0652078571729362,0.014401082182303071,0.00044233809239813127,0.788831353187561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,197,23552,-0.046819813549518585,0.01901300996541977,-5.383587092161179,0.18944444444444444,0.0,121.75,0.36289808912049437,0.1605690629444192,0.11833231130088281,0.11949689902679811,0.010982312882237973,0.6417994633657964,0.30216641375469094,0.05603412287951264,22.25,0.2511719044411511,0.03654806844390178,0.0030685240963855423,0.5457627281467614,0.10277777777777777,0.16622222222222222,0.22518518518518518,0.021224102238193154,-0.0019571228185668588,0.06546502141281962,0.011767097050324082,0.00045770650103804655,0.7946270406246185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,207,24576,-0.04087997227907181,0.017743699252605438,-5.161088585853577,0.188,-0.4,127.9,0.3281348366046927,0.19275655211442735,0.09731213941037566,0.14016360372832967,0.009632586620461977,0.6182035281294957,0.33582213084266954,0.04597434102783472,19.7,0.24031311563210309,0.034920428912305665,0.004822372796854357,0.5036929099555726,0.10222222222222221,0.16722222222222222,0.20111111111111107,0.025669246912002563,-0.001117635634727776,0.0710775121115148,0.012035140418447554,0.0003833573900919873,0.7576398029923439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,215,25600,-0.034561410546302795,0.019445568323135376,-4.591146230697632,0.20444444444444446,-0.375,116.625,0.3828575469594104,0.18323371468211017,0.12520280103066334,0.10146893855331418,0.013242182604115142,0.6912940626721839,0.2535114930254476,0.055194444302368466,15.125,0.21929710442090267,0.04069686948853615,0.004195636538000479,0.5648854076749504,0.10777777777777778,0.18044444444444446,0.24888888888888888,0.018253191374242306,-0.002097468823194504,0.05783504527062178,0.01140646351268515,0.0003934206652047578,0.7331759110093117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,226,26624,-0.045887287706136703,0.021408673375844955,-4.522054238752886,0.19878787878787876,-0.18181818181818182,103.9090909090909,0.4279849519311871,0.16947317175185841,0.1200929991845046,0.08153316396281364,0.014862076813404552,0.7175511228675501,0.2573265449829749,0.025122332149475013,17.90909090909091,0.19482026128902616,0.04691427221251783,0.000522466039707419,0.5514073967545051,0.10828282828282827,0.19377777777777777,0.25333333333333335,0.022591481916606426,-0.0037414589896798134,0.06245893519371748,0.016471408889628947,0.0004255986314092297,0.6778911128640175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,236,27648,-0.037044912576675415,0.01797819882631302,-3.513138806819916,0.18666666666666668,-0.1,93.5,0.4775759669607652,0.14600348814579336,0.0702658572479657,0.08549783104721893,0.03833705735753282,0.6938453123545242,0.2728451413077619,0.03330954633771387,10.8,0.11031969360577683,0.052708730158730156,0.002913857677902622,0.6490013277979618,0.11160493827160495,0.21111111111111114,0.2288888888888889,0.039277515141293406,-6.902916356921196e-05,0.08918391680344939,0.01658441044855863,0.00034077125746989623,0.6939196288585663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,245,28672,-0.04698918014764786,0.01779886707663536,-4.860643757714166,0.1965432098765432,0.0,111.88888888888889,0.39846895240681485,0.18514922028281916,0.13724211319468868,0.08351029689602173,0.015821454741821686,0.7208602858843227,0.26322930820822765,0.0159104059074497,18.88888888888889,0.204060316805953,0.042999765666432335,0.0024691358024691358,0.5435465046576158,0.12634920634920635,0.20622222222222222,0.24888888888888888,0.028171093785203993,-0.0004960575606673956,0.07338660024106503,0.009728161618113518,0.0003574526162992697,0.662384070456028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,253,29696,-0.04265107214450836,0.016361750662326813,-4.920265078544617,0.17444444444444446,-0.125,105.75,0.37107681249326674,0.18089855648791614,0.14493876706563869,0.09082435931751001,0.015414527333131985,0.6969141360468216,0.2845365946472987,0.01854926930587969,17.5,0.2638966440913717,0.04149032881369838,0.0030363969417011786,0.49777592896587775,0.1053968253968254,0.17333333333333334,0.21333333333333335,0.04927554354071617,0.00018591061234474182,0.1080870795994997,0.015512051002588123,0.0003212561168766115,0.6515595093369484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
